monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,652772080.0,,1.0121696,,644923617.5439373,
8.96,653636480.0,,1.0121709,,645776795.2032605,
8.961,656623860.0,,1.01184,,648940405.5977229,
8.962,653078340.0,,1.0119664,,645355754.894629,
8.963,652717780.0,,1.0119194,,645029416.3744662,
8.964,654715850.0,,1.0119661,,646974093.3021373,
8.965,650840530.0,,1.0119475,,643156418.6877284,
8.966,651122510.0,,1.0119837,,643412052.9806952,
8.967,649642780.0,,1.011816,,642056243.4276588,
8.968,650267540.0,,1.0122294,,642411236.0300936,
8.969,647462880.0,,1.0121878,,639666749.5893549,
8.97,643836040.0,,1.0118701,,636283293.6757395,
8.971,643210540.0,,1.0118442,,635681402.33447,
8.972,637330150.0,,1.0122755,,629601477.0682486,
8.973,637990960.0,,1.0121693,,630320401.9327596,
8.974,635362360.0,,1.012241,,627678942.0701197,
8.975,634872870.0,,1.0121293,,627264589.6132046,
8.976,625563670.0,,1.0120266,,618129671.6904477,
8.977,622766260.0,,1.0118147,,615494378.5655615,
8.978,611521610.0,,1.0120915,,604215735.4349879,
8.979,600458740.0,,1.0119837,,593348232.7828007,
8.98,569948370.0,,1.0120707,,563150746.286796,
8.981,513986070.0,,1.0122848,,507748481.4550214,
8.982,444543440.0,,1.0118714,,439328001.5622539,
8.983,384158530.0,,1.0117923,,379681215.20592713,
8.984,353718000.0,,1.0122701,,349430453.39381254,
8.985,347734680.0,,1.0122787,,343516740.9923769,
8.986,347480640.0,,1.0122202,,343285621.0536008,
8.987,339505720.0,,1.0121718,,335423018.1081907,
8.988,324745440.0,,1.0118726,,320935105.86214113,
8.989,308026250.0,,1.0119629,,304384923.5974955,
8.99,290135940.0,,1.0120141,,286691598.4668593,
8.991,266709830.0,,1.0119034,,263572422.03158918,
8.992,244361590.0,,1.0120906,,241442406.4406882,
8.993,219726370.0,,1.0122733,,217062299.28221956,
8.994,197380640.0,,1.0120659,,195027458.19219872,
8.995,181785420.0,,1.0121802,,179597881.87913576,
8.996,173250920.0,,1.0118928,,171214697.84151047,
8.997,172356450.0,,1.0119661,,170318402.95836,
8.998,176673560.0,,1.0120403,,174571664.78449523,
8.999,183281390.0,,1.0120989,,181090395.4149145,
