monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,26802216.0,,1.0119014,,26486983.810873274,
7.093,27182447.0,,1.0122083,,26854598.011101075,
7.094,26670925.0,,1.0120483,,26353411.195888575,
7.095,26254735.0,,1.0118054,,25948403.714785468,
7.096,25515165.0,,1.0118157,,25217206.058376044,
7.097,25805823.0,,1.0054899,,25664925.127542306,
7.098,25642669.0,,1.0122749,,25331724.61354124,
7.099,25736638.0,,1.0120509,,25430181.426645637,
7.1,25682552.0,,1.0120778,,25376064.962594774,
7.101,25275782.0,,1.0118867,,24978865.716883123,
7.102,25196316.0,,1.0118806,,24900483.317893434,
7.103,24358729.0,,1.0117891,,24074907.50789863,
7.104,24084256.0,,1.0118656,,23801832.97070283,
7.105,23661594.0,,1.011856,,23384349.156401698,
7.106,23562454.0,,1.0121283,,23280105.89171353,
7.107,23153314.0,,1.0119738,,22879361.105989106,
7.108,22851329.0,,1.0119731,,22580964.84975737,
7.109,22369898.0,,1.0122304,,22099610.9186209,
7.11,21129770.0,,1.0122099,,20874889.68444193,
7.111,19610517.0,,1.011935,,19379225.938424896,
7.112,16772424.0,,1.0122032,,16570214.360120576,
7.113,11676849.0,,1.0121939,,11536177.999096813,
7.114,8355609.5,,1.0122096,,8254821.432240911,
7.115,6838474.5,,1.0118653,,6758285.416052908,
7.116,5865452.0,,1.0121427,,5795084.033111141,
7.117,5278625.6,,1.0120493,,5215779.112736899,
7.118,4931737.8,,1.0119712,,4873397.38522203,
7.119,4297870.4,,1.0120704,,4246612.09338797,
7.12,3330092.3,,1.0120883,,3290317.9495306876,
7.121,2510495.6,,1.0119078,,2480952.908950796,
7.122,1827408.3,,1.0121613,,1805451.660718504,
7.123,1388259.3,,1.0119133,,1371915.2619102842,
7.124,1124772.9,,1.0119008,,1111544.6296712088,
7.125,992081.99,,1.0122246,,980100.6515747593,
7.126,919911.38,,1.0120426,,908965.0771617716,
7.127,816474.66,,1.0122384,,806603.1282749203,
7.128,771622.83,,1.0120803,,762412.6563870475,
7.129,703318.3,,1.011879,,695061.6625110315,
7.13,584200.45,,1.0120563,,577241.0586249005,
7.131,539313.69,,1.0121894,,532818.9467307205,
7.132,472921.68,,1.0120278,,467301.0761166837,
