monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,569551010.0,,1.0118144,,562900676.250506,
8.96,568389540.0,,1.0120352,,561630208.1192434,
8.961,569602870.0,,1.0119312,,562886953.184169,
8.962,569901340.0,,1.0119526,,563169994.3258212,
8.963,570502520.0,,1.0117882,,563855676.5141163,
8.964,570180870.0,,1.0120531,,563390270.7278897,
8.965,569809120.0,,1.0120739,,563011376.9360123,
8.966,570968590.0,,1.0119165,,564244767.2312883,
8.967,570201460.0,,1.0122346,,563309592.4600878,
8.968,569484090.0,,1.0120864,,562683274.8666517,
8.969,569094420.0,,1.0119283,,562386109.7668679,
8.97,569498320.0,,1.011871,,562817117.9923133,
8.971,569704560.0,,1.0118112,,563054214.0668141,
8.972,568836390.0,,1.0122269,,561965296.5160282,
8.973,568108190.0,,1.0121472,,561290087.0545312,
8.974,544575210.0,,1.0119309,,538154541.9751487,
8.975,566513220.0,,1.0118589,,559873733.3831822,
8.976,564122640.0,,1.012161,,557344770.2490019,
8.977,564064940.0,,1.0117939,,557489959.1705385,
8.978,560702920.0,,1.0120138,,554046713.5922455,
8.979,558473100.0,,1.0122515,,551713778.64098,
8.98,549102640.0,,1.0121638,,542503733.0914226,
8.981,539779140.0,,1.0122336,,533255505.4485446,
8.982,512700820.0,,1.0118816,,506680643.26893586,
8.983,466511360.0,,1.0122515,,460865071.5755916,
8.984,404965830.0,,1.0119578,,400180551.0071665,
8.985,350277280.0,,1.0120982,,346090211.4043874,
8.986,320438670.0,,1.011895,,316671858.2461619,
8.987,318337160.0,,1.0117949,,314626175.7200002,
8.988,320674790.0,,1.0119296,,316894366.959915,
8.989,314019020.0,,1.0118931,,310328255.0301015,
8.99,301193990.0,,1.012272,,297542547.852751,
8.991,285078410.0,,1.0118432,,281741686.8542478,
8.992,269309340.0,,1.0118842,,266146402.91843674,
8.993,250644810.0,,1.0118147,,247718095.0227349,
8.994,227994980.0,,1.0121306,,225262411.78756967,
8.995,204875010.0,,1.0122093,,202403801.26916438,
8.996,184857960.0,,1.0120893,,182649851.15443864,
8.997,170543180.0,,1.0121347,,168498501.23703888,
8.998,162245450.0,,1.0118432,,160346435.09982574,
8.999,160662130.0,,1.0121216,,158737971.8010168,
