# Scan number: 30
# Command: ascan mz -0.1 0.9 20 1
# Date: Sun Jul 28 18:00:52 2024
# date: Sun Jul 28 18:00:52 2024
mz	H	K	L	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1
0	0	0	0	86752341	1	0	0	0	296.78903	12.723537	1.361236e-07	1.222494e-09	-1790.667	7.7091023e+08	8.6283478e+08	1.0118464	14.757655	0.8625216	4795	84	119	314	110	137	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.789	2.13734e-07	1.22114e-09	0	27	3.6582375e+08	3.6582375e+08
0.05	0	0	0	86752343	1	0	0	0	296.77309	12.723537	8.943677e-08	1.221354e-09	-1790.667	7.7091023e+08	8.6203017e+08	1.0117984	15.496684	0.8550032	5652	133	180	441	158	220	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.773	8.94368e-08	1.2185e-09	0	18	2.4035578e+08	2.4035578e+08
0.1	0	0	0	86752345	1	0	0	0	296.7571	12.723537	1.098747e-07	1.224077e-09	-1790.667	7.7091023e+08	8.6395206e+08	1.0120589	19.76919	0.81198304	7797	399	476	1085	406	426	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.757	1.09875e-07	1.22179e-09	0	14	2.9528145e+08	2.9528145e+08
0.15	0	0	0	86752347	1	0	0	0	296.74304	12.723537	1.663934e-07	1.219107e-09	-1790.667	7.7091023e+08	8.6044424e+08	1.0120803	19.49869	0.81473792	7973	413	457	1158	409	400	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.743	1.66393e-07	1.22095e-09	0	33	4.4717196e+08	4.4717196e+08
0.2	0	0	0	86752349	1	0	0	0	296.72913	12.723537	1.211051e-07	1.220998e-09	-1790.667	7.7091023e+08	8.617789e+08	1.0053514	18.494469	0.81941696	7258	315	448	792	348	370	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.729	1.21105e-07	1.2222e-09	0	23	3.2546246e+08	3.2546246e+08
0.25	0	0	0	86752351	1	0	0	0	296.70654	12.723537	8.253856e-08	1.219751e-09	-1790.667	7.7091023e+08	8.6089877e+08	1.0122563	20.560136	0.80413504	8252	414	490	1247	362	378	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.714	8.25386e-08	1.2196e-09	0	16	2.2181727e+08	2.2181727e+08
0.3	0	0	0	86752353	1	0	0	0	296.69121	12.723537	1.058315e-07	1.221149e-09	-1790.667	7.7091023e+08	8.6188548e+08	1.0117901	21.750061	0.79172512	8880	410	510	1698	395	395	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.698	1.05832e-07	1.22076e-09	0	17	2.844156e+08	2.844156e+08
0.35	0	0	0	86752355	1	0	0	0	296.67371	12.723537	1.223968e-07	1.219608e-09	-1790.667	7.7091023e+08	8.6079784e+08	1.0120528	21.785298	0.79157408	8979	471	576	1602	501	485	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.683	1.22397e-07	1.21835e-09	0	26	3.2893382e+08	3.2893382e+08
0.4	0	0	0	86752357	1	0	0	0	296.65906	12.723537	6.13422e-08	1.221881e-09	-1790.667	7.7091023e+08	8.6240213e+08	1.0121379	21.439703	0.79513856	8877	521	611	1546	509	480	2	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.668	6.13422e-08	1.21897e-09	0	26	1.6485336e+08	1.6485336e+08
0.45	0	0	0	86752360	1	0	0	0	296.64427	12.723537	6.717413e-08	1.218824e-09	-1790.667	7.7091023e+08	8.602445e+08	1.0122694	21.097245	0.79870848	8148	372	459	1534	430	482	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.651	6.71741e-08	1.221e-09	0	15	1.8052632e+08	1.8052632e+08
0.5	0	0	0	86752361	1	0	0	0	296.62826	12.723537	1.112514e-07	1.22427e-09	-1790.667	7.7091023e+08	8.6408828e+08	1.0121619	16.721119	0.84291712	5996	147	220	668	228	292	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.632	1.11251e-07	1.22193e-09	0	22	2.9898125e+08	2.9898125e+08
0.55	0	0	0	86752364	1	0	0	0	296.61359	12.723537	1.53558e-07	1.219485e-09	-1790.667	7.7091023e+08	8.6071103e+08	1.0121958	16.556006	0.84461664	5785	125	239	473	185	225	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.621	1.53058e-07	1.22178e-09	0	20	4.1267762e+08	4.1267762e+08
0.6	0	0	0	86752366	1	0	0	0	296.59853	12.723537	1.202084e-07	1.22041e-09	-1790.667	7.7091023e+08	8.613639e+08	1.0117987	19.53859	0.81410752	7377	286	363	899	390	435	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.602	1.20973e-07	1.22205e-09	0	19	3.2305263e+08	3.2305263e+08
0.65	0	0	0	86752367	1	0	0	0	296.5824	12.723537	8.913958e-08	1.219989e-09	-1790.667	7.7091023e+08	8.6106675e+08	1.0120454	20.086244	0.80876352	7955	340	418	1262	454	459	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.586	8.91396e-08	1.21958e-09	0	20	2.395571e+08	2.395571e+08
0.7	0	0	0	86752369	1	0	0	0	296.56528	12.723537	8.214057e-08	1.220256e-09	-1790.667	7.7091023e+08	8.612552e+08	1.0122448	20.98294	0.79984608	8390	349	455	1605	392	377	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.574	8.21406e-08	1.22343e-09	0	17	2.207477e+08	2.207477e+08
0.75	0	0	0	86752371	1	0	0	0	296.55032	12.723537	1.036567e-07	1.219819e-09	-1790.667	7.7091023e+08	8.6094677e+08	1.0122656	24.974094	0.75946144	9753	412	513	2294	525	541	0	0	0	16.997457	0	8.9764742	0	0	0	0	0	0	297.846	-5.22782e-13	296.558	1.03657e-07	1.22299e-09	0	22	2.7857096e+08	2.7857096e+08
