# == pyFAI calibration ==
# Distance Sample to Detector: 0.3999999939076516 m
# PONI: 9.750e-02, 1.135e-01 m
# Rotations: -0.000175 0.000000 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.000 mm
# Center: x=1514.000, y=1300.000 pix
# Tilt: 0.010 deg  TiltPlanRot: 0.010 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.888e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /home/myspot/data/2024_07_Rosario/2024-07-27_001_Ru-CGO-ex_Pristine_Rt_000057_data_000001.dat
#       q_nm^-1             I 
  2.003187e-02    7.711873e-02
  3.590745e-02    6.421851e-02
  5.178302e-02    0.000000e+00
  6.765859e-02    5.020016e-02
  8.353417e-02    3.147850e-01
  9.940974e-02    7.926304e-01
  1.152853e-01    1.454895e+00
  1.311609e-01    1.396692e+00
  1.470365e-01    8.888176e-01
  1.629120e-01    2.988141e-01
  1.787876e-01    7.419528e-02
  1.946632e-01    3.200392e-02
  2.105388e-01    5.003254e-03
  2.264143e-01    4.439333e-03
  2.422899e-01    1.553512e-02
  2.581655e-01    3.712704e-03
  2.740411e-01    0.000000e+00
  2.899166e-01    0.000000e+00
  3.057922e-01    0.000000e+00
  3.216678e-01    0.000000e+00
  3.375433e-01    0.000000e+00
  3.534189e-01    0.000000e+00
  3.692945e-01    0.000000e+00
  3.851701e-01    0.000000e+00
  4.010456e-01    1.288542e-02
  4.169212e-01    1.290817e-02
  4.327968e-01    2.330014e-03
  4.486724e-01    4.785954e-03
  4.645479e-01    2.084605e-02
  4.804235e-01    1.155767e-02
  4.962991e-01    0.000000e+00
  5.121747e-01    0.000000e+00
  5.280502e-01    0.000000e+00
  5.439258e-01    0.000000e+00
  5.598014e-01    3.309387e-03
  5.756770e-01    7.921163e-03
  5.915525e-01    8.770457e-03
  6.074281e-01    5.546463e-05
  6.233037e-01    0.000000e+00
  6.391793e-01    0.000000e+00
  6.550548e-01    2.992483e-03
  6.709304e-01    5.703013e-03
  6.868060e-01    3.793276e-03
  7.026815e-01    6.443623e-03
  7.185571e-01    1.533968e-02
  7.344327e-01    1.727658e-02
  7.503083e-01    1.152211e-02
  7.661838e-01    7.111817e-03
  7.820594e-01    2.922924e-03
  7.979350e-01    4.876135e-03
  8.138106e-01    1.626640e-03
  8.296861e-01    0.000000e+00
  8.455617e-01    9.657198e-03
  8.614373e-01    1.692007e-02
  8.773129e-01    1.916892e-02
  8.931884e-01    2.004547e-02
  9.090640e-01    2.140129e-02
  9.249396e-01    3.164275e-02
  9.408152e-01    1.445852e-02
  9.566907e-01    1.027296e-02
  9.725663e-01    1.974000e-02
  9.884419e-01    2.902394e-02
  1.004317e+00    1.986558e-02
  1.020193e+00    2.044570e-02
  1.036069e+00    2.886375e-02
  1.051944e+00    3.737304e-02
  1.067820e+00    3.247555e-02
  1.083695e+00    1.600468e-02
  1.099571e+00    2.342897e-02
  1.115446e+00    3.446261e-02
  1.131322e+00    3.728853e-02
  1.147198e+00    2.888162e-02
  1.163073e+00    2.772941e-02
  1.178949e+00    3.874501e-02
  1.194824e+00    2.889006e-02
  1.210700e+00    4.157536e-02
  1.226575e+00    6.039274e-02
  1.242451e+00    5.689029e-02
  1.258327e+00    7.381363e-02
  1.274202e+00    7.736370e-02
  1.290078e+00    8.003266e-02
  1.305953e+00    8.353923e-02
  1.321829e+00    1.011665e-01
  1.337705e+00    8.205816e-02
  1.353580e+00    8.829772e-02
  1.369456e+00    8.392496e-02
  1.385331e+00    8.021147e-02
  1.401207e+00    8.607016e-02
  1.417082e+00    1.044902e-01
  1.432958e+00    1.171002e-01
  1.448834e+00    1.191076e-01
  1.464709e+00    1.210816e-01
  1.480585e+00    7.554232e-02
  1.496460e+00    7.722737e-02
  1.512336e+00    1.049273e-01
  1.528211e+00    1.036326e-01
  1.544087e+00    1.131197e-01
  1.559963e+00    1.202421e-01
  1.575838e+00    1.259099e-01
  1.591714e+00    1.052651e-01
  1.607589e+00    8.271103e-02
  1.623465e+00    1.015608e-01
  1.639340e+00    9.587739e-02
  1.655216e+00    8.611314e-02
  1.671092e+00    9.398227e-02
  1.686967e+00    1.254891e-01
  1.702843e+00    9.712746e-02
  1.718718e+00    8.114513e-02
  1.734594e+00    1.011192e-01
  1.750469e+00    8.398999e-02
  1.766345e+00    7.526535e-02
  1.782221e+00    8.707480e-02
  1.798096e+00    9.021073e-02
  1.813972e+00    7.343444e-02
  1.829847e+00    1.076059e-01
  1.845723e+00    9.296495e-02
  1.861598e+00    7.236330e-02
  1.877474e+00    1.005237e-01
  1.893350e+00    9.357866e-02
  1.909225e+00    8.666711e-02
  1.925101e+00    8.865858e-02
  1.940976e+00    9.482108e-02
  1.956852e+00    1.085783e-01
  1.972727e+00    1.147486e-01
  1.988603e+00    9.566014e-02
  2.004479e+00    9.640341e-02
  2.020354e+00    8.541679e-02
  2.036230e+00    8.933025e-02
  2.052105e+00    9.253016e-02
  2.067981e+00    9.384143e-02
  2.083856e+00    8.526363e-02
  2.099732e+00    8.458464e-02
  2.115608e+00    7.902004e-02
  2.131483e+00    8.677915e-02
  2.147359e+00    9.186811e-02
  2.163234e+00    8.780855e-02
  2.179110e+00    9.479570e-02
  2.194985e+00    7.630730e-02
  2.210861e+00    8.886354e-02
  2.226737e+00    1.029206e-01
  2.242612e+00    9.423996e-02
  2.258488e+00    1.073873e-01
  2.274363e+00    9.325203e-02
  2.290239e+00    7.981335e-02
  2.306115e+00    8.440971e-02
  2.321990e+00    9.803396e-02
  2.337866e+00    1.014081e-01
  2.353741e+00    9.951635e-02
  2.369617e+00    9.606408e-02
  2.385492e+00    8.698087e-02
  2.401368e+00    1.001133e-01
  2.417244e+00    1.077589e-01
  2.433119e+00    9.500702e-02
  2.448995e+00    8.306077e-02
  2.464870e+00    7.003488e-02
  2.480746e+00    7.356595e-02
  2.496621e+00    9.228237e-02
  2.512497e+00    9.547365e-02
  2.528373e+00    7.306462e-02
  2.544248e+00    7.048012e-02
  2.560124e+00    7.142343e-02
  2.575999e+00    7.711558e-02
  2.591875e+00    8.165285e-02
  2.607750e+00    8.479667e-02
