q_nm^-1             I
2.003187e-02    0.000000e+00
3.590745e-02    0.000000e+00
5.178302e-02    7.452457e-02
6.765859e-02    1.922211e-01
8.353417e-02    4.947819e-01
9.940974e-02    1.342658e+00
1.152853e-01    1.490659e+00
1.311609e-01    1.090536e+00
1.470365e-01    7.123253e-01
1.629120e-01    4.128490e-01
1.787876e-01    1.659313e-01
1.946632e-01    7.955600e-02
2.105388e-01    8.641802e-03
2.264143e-01    0.000000e+00
2.422899e-01    0.000000e+00
2.581655e-01    0.000000e+00
2.740411e-01    0.000000e+00
2.899166e-01    0.000000e+00
3.057922e-01    0.000000e+00
3.216678e-01    0.000000e+00
3.375433e-01    0.000000e+00
3.534189e-01    6.886068e-03
3.692945e-01    2.420119e-02
3.851701e-01    1.559993e-02
4.010456e-01    0.000000e+00
4.169212e-01    1.224936e-02
4.327968e-01    2.060766e-02
4.486724e-01    7.417422e-03
4.645479e-01    0.000000e+00
4.804235e-01    0.000000e+00
4.962991e-01    0.000000e+00
5.121747e-01    1.336538e-02
5.280502e-01    9.205913e-03
5.439258e-01    7.896917e-03
5.598014e-01    2.536687e-03
5.756770e-01    1.105064e-03
5.915525e-01    8.704565e-03
6.074281e-01    6.504972e-03
6.233037e-01    3.045348e-03
6.391793e-01    2.187305e-04
6.550548e-01    5.872827e-03
6.709304e-01    2.721867e-03
6.868060e-01    3.830001e-03
7.026815e-01    1.982047e-02
7.185571e-01    1.283812e-02
7.344327e-01    4.515999e-03
7.503083e-01    0.000000e+00
7.661838e-01    3.810347e-03
7.820594e-01    3.718032e-03
7.979350e-01    2.867563e-04
8.138106e-01    5.737562e-03
8.296861e-01    1.128729e-02
8.455617e-01    6.252412e-02
8.614373e-01    5.532701e-02
8.773129e-01    4.843874e-02
8.931884e-01    4.204132e-02
9.090640e-01    4.256580e-02
9.249396e-01    3.595265e-02
9.408152e-01    4.005666e-02
9.566907e-01    4.566261e-02
9.725663e-01    4.537365e-02
9.884419e-01    4.092737e-02
1.004317e+00    4.552507e-02
1.020193e+00    4.985080e-02
1.036069e+00    5.580542e-02
1.051944e+00    4.046984e-02
1.067820e+00    3.860633e-02
1.083695e+00    4.560073e-02
1.099571e+00    5.539714e-02
1.115446e+00    4.919225e-02
1.131322e+00    6.075411e-02
1.147198e+00    4.229967e-02
1.163073e+00    4.532544e-02
1.178949e+00    6.681165e-02
1.194824e+00    6.133585e-02
1.210700e+00    5.363709e-02
1.226575e+00    8.425952e-02
1.242451e+00    8.820870e-02
1.258327e+00    1.185581e-01
1.274202e+00    1.141985e-01
1.290078e+00    1.298028e-01
1.305953e+00    1.578352e-01
1.321829e+00    1.595305e-01
1.337705e+00    1.518102e-01
1.353580e+00    1.559901e-01
1.369456e+00    1.738328e-01
1.385331e+00    1.634214e-01
1.401207e+00    1.416114e-01
1.417082e+00    1.419136e-01
1.432958e+00    1.315804e-01
1.448834e+00    1.665907e-01
1.464709e+00    2.102404e-01
1.480585e+00    1.927444e-01
1.496460e+00    1.663347e-01
1.512336e+00    1.679956e-01
1.528211e+00    1.561316e-01
1.544087e+00    1.554542e-01
1.559963e+00    1.742796e-01
1.575838e+00    1.579214e-01
1.591714e+00    1.599727e-01
1.607589e+00    1.837282e-01
