# == pyFAI calibration ==
# Distance Sample to Detector: 0.3999999939076516 m
# PONI: 9.750e-02, 1.135e-01 m
# Rotations: -0.000175 0.000000 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.000 mm
# Center: x=1514.000, y=1300.000 pix
# Tilt: 0.010 deg  TiltPlanRot: 0.010 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.888e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /home/myspot/data/2024_07_Rosario/Ru-CGO-ex/2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002_data_000187.dat
#       q_nm^-1             I 
  2.003187e-02    0.000000e+00
  3.590745e-02    0.000000e+00
  5.178302e-02    1.421731e-01
  6.765859e-02    1.286197e-01
  8.353417e-02    0.000000e+00
  9.940974e-02    0.000000e+00
  1.152853e-01    5.131172e-02
  1.311609e-01    4.075564e-02
  1.470365e-01    1.847498e-02
  1.629120e-01    5.147213e-02
  1.787876e-01    2.626620e-02
  1.946632e-01    3.974759e-02
  2.105388e-01    4.319469e-02
  2.264143e-01    1.134528e-02
  2.422899e-01    3.009386e-02
  2.581655e-01    2.881117e-02
  2.740411e-01    5.321180e-02
  2.899166e-01    6.827267e-02
  3.057922e-01    2.354949e-02
  3.216678e-01    5.763225e-04
  3.375433e-01    2.818705e-02
  3.534189e-01    3.702474e-02
  3.692945e-01    4.645989e-02
  3.851701e-01    3.590019e-02
  4.010456e-01    2.236248e-02
  4.169212e-01    6.918330e-03
  4.327968e-01    2.534462e-02
  4.486724e-01    5.600401e-02
  4.645479e-01    5.843154e-02
  4.804235e-01    2.138325e-02
  4.962991e-01    8.065324e-03
  5.121747e-01    3.925191e-02
  5.280502e-01    3.379409e-02
  5.439258e-01    4.822898e-02
  5.598014e-01    5.201813e-02
  5.756770e-01    2.963918e-02
  5.915525e-01    1.535049e-02
  6.074281e-01    3.766773e-02
  6.233037e-01    2.133251e-02
  6.391793e-01    2.036745e-02
  6.550548e-01    2.697701e-02
  6.709304e-01    3.336806e-02
  6.868060e-01    3.168431e-02
  7.026815e-01    4.645504e-02
  7.185571e-01    3.552496e-02
  7.344327e-01    5.940591e-02
  7.503083e-01    6.503930e-02
  7.661838e-01    5.665211e-02
  7.820594e-01    9.929653e-02
  7.979350e-01    1.539496e-01
  8.138106e-01    1.695750e-01
  8.296861e-01    2.059845e-01
  8.455617e-01    3.426746e-01
  8.614373e-01    3.875459e-01
  8.773129e-01    4.611385e-01
  8.931884e-01    4.947161e-01
  9.090640e-01    6.112446e-01
  9.249396e-01    6.301932e-01
  9.408152e-01    7.561287e-01
  9.566907e-01    7.903797e-01
  9.725663e-01    7.983548e-01
  9.884419e-01    9.174721e-01
  1.004317e+00    1.132932e+00
  1.020193e+00    1.111242e+00
  1.036069e+00    1.107608e+00
  1.051944e+00    1.253504e+00
  1.067820e+00    1.340237e+00
  1.083695e+00    1.413316e+00
  1.099571e+00    1.460371e+00
  1.115446e+00    1.477934e+00
  1.131322e+00    1.476916e+00
