monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,1107387200.0,,1.0055251,,1101302394.1421254,
8.96,1107568800.0,,1.0119424,,1094497868.6533937,
8.961,1107750500.0,,1.011863,,1094763322.702777,
8.962,1107932200.0,,1.0122406,,1094534441.7127707,
8.963,1108114000.0,,1.0118851,,1095098643.1166937,
8.964,1108295800.0,,1.0122298,,1094905326.8338869,
8.965,1108477700.0,,1.0117939,,1095556812.5089507,
8.966,1108659600.0,,1.0121414,,1095360391.3445296,
8.967,1108841600.0,,1.0122858,,1095383932.0871637,
8.968,1109023600.0,,1.0122314,,1095622601.7094512,
8.969,1109205700.0,,1.0121082,,1095935889.0679872,
8.97,1109387900.0,,1.011809,,1096440039.5726862,
8.971,1109570100.0,,1.0119702,,1096445428.9266622,
8.972,1109752300.0,,1.0121677,,1096411493.8660855,
8.973,1109934600.0,,1.0118307,,1096956832.7982142,
8.974,1110117000.0,,1.0119683,,1096987919.4832487,
8.975,1110299400.0,,1.0118208,,1097328103.9488416,
8.976,1110481900.0,,1.0121171,,1097187173.3023777,
8.977,1110664400.0,,1.0118003,,1097711079.9433446,
8.978,1110847000.0,,1.0118342,,1097854767.1150076,
8.979,1111029600.0,,1.0121002,,1097746646.0336635,
8.98,1111212300.0,,1.0118387,,1098210910.4939356,
8.981,1111395100.0,,1.011943,,1098278361.5282679,
8.982,1111577900.0,,1.0122474,,1098128678.819032,
8.983,1111760700.0,,1.0118141,,1098779607.8350756,
8.984,1111943600.0,,1.0122227,,1098516759.2072377,
8.985,1112126600.0,,1.012281,,1098634272.4994345,
8.986,1112309600.0,,1.0121181,,1098991906.1816998,
8.987,1112492600.0,,1.0119344,,1099372251.7981403,
8.988,1112675800.0,,1.0118678,,1099625662.5618484,
8.989,1112858900.0,,1.0118358,,1099841397.1911252,
8.99,1113042200.0,,1.0119766,,1099869502.911431,
8.991,1113225400.0,,1.0118419,,1100196977.4131708,
8.992,1113408800.0,,1.0117891,,1100435654.0310624,
8.993,1113592200.0,,1.0120083,,1100378524.5634844,
8.994,1113775600.0,,1.0120662,,1100496785.6845727,
8.995,1113959100.0,,1.0122608,,1100466500.3327205,
8.996,1114142700.0,,1.0121379,,1100781523.940562,
8.997,1114326300.0,,1.0118541,,1101271714.9636493,
8.998,1114509900.0,,1.011864,,1101442387.5145276,
8.999,1114693700.0,,1.0119715,,1101507008.8436284,
