# Scan number: 21
# Command: ascan mz -3.68 0.32 20 1
# Date: Sat Jul 27 05:41:19 2024
# date: Sat Jul 27 05:41:19 2024
# C Sat Jul 27 05: 44:35 2024.  do ./2023-07_EXAFS.mac.
mz	H	K	L	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1
0.12	0	0	0	86621617	1	0	0	0	296.85026	6.3095137	3.712586e-12	2.502034e-10	-1790.667	7.7091023e+08	7.8818508e+08	1.0118176	9.908189	0.9115648	559	1	2	1	1	2	0	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.85	3.85647e-12	2.50836e-10	0	14	14435.317	14435.317
0.32	0	0	0	86621620	1	0	0	0	296.82912	6.3095137	4.146017e-12	2.502816e-10	-1790.667	7.7091023e+08	7.8843142e+08	1.0120624	9.9856926	0.91100096	574	1	1	1	2	1	0	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.829	4.06904e-12	2.50117e-10	0	11	16120.588	16120.588
