monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,147726590.0,,1.0118835,,145991697.66084734,
7.093,147900050.0,,1.0120938,,146132749.75106063,
7.094,147703580.0,,1.0120381,,145946659.51805568,
7.095,147189710.0,,1.0119878,,145446130.8723287,
7.096,146377700.0,,1.01208,,144630562.80135956,
7.097,145244220.0,,1.0117994,,143550411.2771761,
7.098,144381220.0,,1.0117914,,142698603.68451443,
7.099,144725970.0,,1.0122566,,142973599.77697355,
7.1,143835530.0,,1.0118349,,142153161.54839095,
7.101,143067710.0,,1.0118768,,141388467.4497923,
7.102,140781730.0,,1.0121702,,139088989.1838349,
7.103,140305830.0,,1.0121024,,138628097.31505427,
7.104,138748100.0,,1.0122048,,137075125.50819758,
7.105,137240780.0,,1.0122602,,135578559.74185294,
7.106,136124960.0,,1.0122701,,134474939.0503582,
7.107,133880190.0,,1.0120422,,132287161.5432637,
7.108,133179190.0,,1.0122282,,131570321.79107438,
7.109,129502460.0,,1.0121562,,127947109.34932771,
7.11,126447130.0,,1.0122637,,124915207.37135984,
7.111,121013760.0,,1.0122893,,119544640.05497244,
7.112,107063470.0,,1.011952,,105798960.82027607,
7.113,84269943.0,,1.011944,,83275302.78355324,
7.114,59152558.0,,1.0120403,,58448816.71214081,
7.115,45775837.0,,1.0121629,,45225760.59644154,
7.116,38498116.0,,1.011984,,38042218.05878354,
7.117,34073964.0,,1.0119891,,33670287.55546873,
7.118,31844547.0,,1.0120381,,31465759.046028007,
7.119,28884732.0,,1.011847,,28546541.12726529,
7.12,23919663.0,,1.0121472,,23632593.164314438,
7.121,18166927.0,,1.0120304,,17950969.654666502,
7.122,13602090.0,,1.0118134,,13443279.165901538,
7.123,10319200.0,,1.0122755,,10194062.782315683,
7.124,8181942.1,,1.0120269,,8084708.123865087,
7.125,7012921.6,,1.0120515,,6929411.793767411,
7.126,6162038.7,,1.0121635,,6087987.464475848,
7.127,5461396.0,,1.0121213,,5395989.591366173,
7.128,4965734.3,,1.0122106,,4905831.158061376,
7.129,4538356.5,,1.0122432,,4483464.546859886,
7.13,3933097.0,,1.0118838,,3886905.788984861,
7.131,3501630.9,,1.0118662,,3460567.118458942,
7.132,3206878.0,,1.0119142,,3169120.464956416,
