,monoE,roi5_mean,roi5_std,mcaLt_mean,mcaLt_std,roi5/mcaLt_mean,roi5/mcaLt_std
0,7.059,237.0,,1.8811251,,125.988431072447,
1,7.061,260.0,,1.8854461,,137.89839974741255,
2,7.063,257.0,,1.8969923,,135.47761896555932,
3,7.0649999999999995,242.0,,1.8890646,,128.10573021166138,
4,7.067,273.0,,1.8912291,,144.3505707478803,
5,7.069,234.0,,1.8812518,,124.3852630466586,
6,7.071,257.0,,1.8939155,,135.6977119623341,
7,7.0729999999999995,272.0,,1.8936979,,143.63431463909845,
8,7.075,256.0,,1.8948989,,135.0995559710336,
9,7.077,279.0,,1.8981104,,146.988288984666,
10,7.079,268.0,,1.9034502,,140.7969591219145,
11,7.0809999999999995,240.0,,1.8952998,,126.62904306748726,
12,7.083,235.0,,1.8967296,,123.89747067795008,
13,7.085,267.0,,1.895375,,140.86922113038318,
14,7.087,214.0,,1.88984,,113.23709943698938,
15,7.0889999999999995,289.5,13.435028842544405,1.8974133,0.0012293758497708,152.57387957599474,6.981851660725591
16,7.09,257.0,,1.8855366,,136.30072203318673,
17,7.091,271.0,,1.8893578,,143.43498092314755,
18,7.092,267.0,,1.8855814,,141.6008876625533,
19,7.093,301.0,,1.8931699,,158.9925975476369,
20,7.094,269.0,,1.8890925,,142.39641520994869,
21,7.095,274.0,,1.8898371,,144.9860413894933,
22,7.096,250.0,,1.8884947,,132.3805674434776,
23,7.0969999999999995,243.0,,1.8934938,,128.3341936477426,
24,7.098,290.0,,1.8964941,,152.91373698447046,
25,7.099,255.0,,1.8986093,,134.30883331288854,
26,7.1,273.0,,1.89736,,143.88413374372814,
27,7.101,259.0,,1.8970858,,136.52519037357197,
28,7.102,288.0,,1.8898006,,152.3970306708549,
29,7.103,245.0,,1.901631,,128.83677222342294,
30,7.104,307.0,,1.898016,,161.74784617200277,
31,7.1049999999999995,273.0,,1.8900755,,144.43867453972078,
32,7.106,290.0,,1.8852237,,153.82789851411266,
33,7.107,270.0,,1.8966701,,142.35475109772648,
34,7.108,315.0,,1.891599,,166.5257805697719,
35,7.109,361.0,,1.8908874,,190.91565156127223,
36,7.11,437.0,,1.8941568,,230.70951676228705,
37,7.111,533.0,,1.8947037,,281.3104761446341,
38,7.112,782.0,,1.8915427,,413.419163098988,
39,7.1129999999999995,984.0,,1.8857043,,521.8209450972774,
40,7.114,1157.0,,1.8918794,,611.5611809082545,
41,7.115,1191.0,,1.8871958,,631.0950882785984,
42,7.116,1282.0,,1.8840413,,680.4521748010513,
43,7.117,1338.0,,1.8832173,,710.4862513741775,
44,7.118,1367.0,,1.8786176,,727.6627239093257,
45,7.119,1430.0,,1.8744928,,762.8730289068061,
46,7.12,1608.0,,1.8774054,,856.5012117255015,
47,7.1209999999999996,1739.0,,1.8712387,,929.3309292929864,
48,7.122,1940.0,,1.8744723,,1034.9579452307723,
49,7.123,2114.0,,1.8673741,,1132.0709653196968,
50,7.124,2389.0,,1.8672611,,1279.4140037512698,
51,7.125,2409.0,,1.8640237,,1292.3655423479863,
52,7.1259999999999994,2645.0,,1.8546947,,1426.110723236552,
53,7.127,2832.0,,1.8437485,,1536.0012496281354,
54,7.128,2948.0,,1.8665552,,1579.3800258358283,
55,7.129,2986.0,,1.8579069,,1607.1849455965744,
56,7.13,2943.0,,1.8414163,,1598.226321771997,
57,7.131,2958.0,,1.8565789,,1593.2530526981643,
58,7.132,2858.0,,1.8543574,,1541.234715594739,
59,7.133,2947.0,,1.8560096,,1587.815063025536,
60,7.1339999999999995,3095.0,,1.8590563,,1664.8231686151732,
61,7.135,3168.0,,1.8517642,,1710.8009756317786,
62,7.136,3114.0,,1.8541498,,1679.4759517273092,
63,7.137,3126.0,,1.856977,,1683.381108112809,
64,7.138,3135.0,,1.8560858,,1689.038297690764,
65,7.139,3011.0,,1.8511933,,1626.5184192272086,
66,7.14,3112.0,,1.8561734,,1676.5675017215524,
67,7.141,3176.0,,1.8511526,,1715.6878368644486,
68,7.1419999999999995,3118.0,,1.8568864,,1679.154955305828,
69,7.143,3123.0,,1.8548224,,1683.7191528418032,
70,7.144,3122.0,,1.8585936,,1679.7647425451155,
71,7.145,3048.0,,1.8422202,,1654.525338501879,
72,7.146,3121.0,,1.8572336,,1680.4563518557925,
73,7.147,2989.0,,1.8566112,,1609.9224220989297,
74,7.148,2999.0,,1.8437462,,1626.579623594614,
75,7.149,3057.0,,1.8461674,,1655.8628432069595,
76,7.1499999999999995,3014.0,,1.8442541,,1634.2650397252744,
77,7.151,3152.0,,1.8555469,,1698.6905585625457,
78,7.152,3031.0,,1.8510266,,1637.469715454116,
79,7.153,2932.0,,1.8433293,,1590.6002253639651,
80,7.154,3190.0,,1.8518915,,1722.5631199236025,
81,7.155,3109.0,,1.8472582,,1683.0348892212253,
82,7.156,3114.0,,1.8503123,,1682.9591415459977,
83,7.157,3189.0,,1.845249,,1728.2220448297223,
84,7.1579999999999995,3263.0,,1.8364998,,1776.749444786218,
85,7.159,3359.0,,1.8527136,,1813.0163237318493,
86,7.16,3392.0,,1.8493552,,1834.1527901184156,
87,7.161,3276.0,,1.8527747,,1768.1588592503988,
88,7.162,3330.0,,1.8457661,,1804.1289196935625,
89,7.163,3381.0,,1.8406867,,1836.8144888535348,
90,7.164,3330.0,,1.8399222,,1809.8591342612203,
91,7.165,3355.0,,1.8444816,,1818.9392618500503,
92,7.1659999999999995,3461.0,,1.8476515,,1873.188747986295,
93,7.167,3343.0,,1.8426134,,1814.270969699884,
94,7.168,3272.0,,1.8410291,,1777.266855803637,
95,7.169,3327.0,,1.8424598,,1805.738176756964,
96,7.17,3282.0,,1.841097,,1782.632854216807,
97,7.171,3202.0,,1.8388877,,1741.2700079510023,
98,7.172,3323.0,,1.8396426,,1806.3291206672427,
99,7.173,3210.0,,1.840719,,1743.8837758506322,
