monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,70670470.0,,1.0120467,,69829257.87910776,
7.093,70636195.0,,1.0118784,,69806999.53670321,
7.094,71320408.0,,1.0120608,,70470477.66300206,
7.095,71272599.0,,1.0117904,,70442058.94817741,
7.096,70778720.0,,1.0119744,,69941215.90427585,
7.097,70908050.0,,1.0122502,,70049924.4159201,
7.098,71290667.0,,1.0118547,,70455438.90837291,
7.099,70989568.0,,1.0120147,,70146775.535968,
7.1,70651400.0,,1.0117917,,69828009.06550232,
7.101,71012664.0,,1.0120998,,70163697.29546434,
7.102,70711410.0,,1.0120698,,69868115.81572734,
7.103,70098359.0,,1.0122848,,69247665.28154923,
7.104,69878820.0,,1.0118563,,69060023.64169694,
7.105,69154478.0,,1.0120179,,68333255.76553537,
7.106,69125876.0,,1.0122432,,68289790.437713,
7.107,68514378.0,,1.0121235,,67693693.50677067,
7.108,67376347.0,,1.012009,,66576825.897793405,
7.109,66891307.0,,1.0120605,,66094178.16425006,
7.11,65298521.0,,1.0119014,,64530517.49903697,
7.111,63956975.0,,1.0121984,,63186204.40419586,
7.112,61093845.0,,1.0121229,,60362081.52191794,
7.113,55313838.0,,1.0120765,,54653811.248458,
7.114,43602125.0,,1.0122669,,43073743.69348637,
7.115,30046367.0,,1.011904,,29692902.68642085,
7.116,23180823.0,,1.0121741,,22902011.620332904,
7.117,19680200.0,,1.0056022,,19570561.79869137,
7.118,17500154.0,,1.0119898,,17292816.58767707,
7.119,16291699.0,,1.0122045,,16095264.346285757,
7.12,14999077.0,,1.0118067,,14824053.843486113,
7.121,12386543.0,,1.0122326,,12236854.45420351,
7.122,9412322.9,,1.0121866,,9298999.7101325,
7.123,7120933.5,,1.0120963,,7035826.037502557,
7.124,5348530.0,,1.0120192,,5285008.426717596,
7.125,4263217.4,,1.0122579,,4211592.124892283,
7.126,3527303.9,,1.0118979,,3485829.84508615,
7.127,3195581.1,,1.0120237,,3157614.8858964466,
7.128,2881376.4,,1.0119718,,2847289.222881507,
7.129,2619860.5,,1.0120378,,2588698.2679895945,
7.13,2348525.8,,1.0120275,,2320614.6078046295,
7.131,2075185.3,,1.0117904,,2051003.152431571,
7.132,1823289.1,,1.0122387,,1801244.2124570026,
