monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,115738580.0,,1.56263e-09,,7.406652886479845e+16,
8.887,116312610.0,,1.5657e-09,,7.428792872197739e+16,
8.895,116989450.0,,1.56598e-09,,7.47068608794493e+16,
8.903,118121930.0,,1.56581e-09,,7.543822686021931e+16,
8.911,118825210.0,,1.56346e-09,,7.600143911580725e+16,
8.919,119791100.0,,1.55872e-09,,7.68522249024841e+16,
8.927,121535340.0,,1.56812e-09,,7.750385174603984e+16,
8.935,123442890.0,,1.57035e-09,,7.860852039354283e+16,
8.943,124858910.0,,1.56984e-09,,7.953607373999898e+16,
8.951,126176450.0,,1.5631e-09,,8.072193077858102e+16,
8.959,125039080.0,286378.2463805518,1.551765e-09,4.0305086527642645e-13,8.057864522611267e+16,205479269774560.9
8.9595,125742520.0,,1.55299e-09,,8.096801653584376e+16,
8.96,125426150.0,,1.54985e-09,,8.092792850921058e+16,
8.9605,125177720.0,,1.54915e-09,,8.080413129780848e+16,
8.961,125473090.0,,1.54668e-09,,8.112414332635062e+16,
8.9615,125307240.0,,1.54628e-09,,8.103787153684973e+16,
8.962,125395230.0,,1.5457e-09,,8.112520540855277e+16,
8.9625,125417780.0,,1.54518e-09,,8.116710027310734e+16,
8.963,125302720.0,,1.54387e-09,,8.116144494031234e+16,
8.9635,125196210.0,,1.54286e-09,,8.114554139714557e+16,
8.964,125095230.0,,1.54081e-09,,8.118796606979446e+16,
8.9645,124374700.0,,1.53803e-09,,8.086623797975333e+16,
8.965,124251130.0,,1.53833e-09,,8.077014034699966e+16,
8.9655,124718900.0,,1.53611e-09,,8.119138603355229e+16,
8.966,124896800.0,,1.53709e-09,,8.125535915268462e+16,
8.9665,124221030.0,,1.53778e-09,,8.077945479847573e+16,
8.967,124685110.0,,1.5363e-09,,8.115935038729414e+16,
8.9675,124453310.0,,1.53537e-09,,8.105753661983757e+16,
8.968,124803010.0,,1.53788e-09,,8.11526321949697e+16,
8.9685,124330330.0,,1.53606e-09,,8.09410635001237e+16,
8.969,124463580.0,,1.53563e-09,,8.105050044607099e+16,
8.9695,123976850.0,,1.53472e-09,,8.078141289616347e+16,
8.97,123888180.0,,1.53374e-09,,8.077521613832853e+16,
8.9705,123589830.0,,1.53236e-09,,8.065326033047064e+16,
8.971,123644810.0,,1.531e-09,,8.076081645983018e+16,
8.9715,123287170.0,,1.53115e-09,,8.05193286092153e+16,
8.972,123787230.0,,1.53445e-09,,8.067205187526475e+16,
8.9725,123585480.0,,1.5365e-09,,8.04331142206313e+16,
8.973,123259060.0,,1.53644e-09,,8.02238030772435e+16,
8.9735,122780450.0,,1.53502e-09,,7.998622167789346e+16,
8.974,122648430.0,,1.53296e-09,,8.000758662978811e+16,
8.9745,121740190.0,,1.5327e-09,,7.942858354537744e+16,
8.975,121787910.0,,1.53067e-09,,7.956509894359986e+16,
8.9755,121008080.0,,1.53086e-09,,7.904581738369283e+16,
8.976,120274150.0,,1.52998e-09,,7.861158315794978e+16,
8.9765,119059300.0,,1.52862e-09,,7.788678677499966e+16,
8.977,118062070.0,,1.52813e-09,,7.7259179520067e+16,
8.9775,116326060.0,,1.5276e-09,,7.614955485729248e+16,
8.978,113369210.0,,1.52628e-09,,7.427812065938098e+16,
8.9785,110245130.0,,1.5244e-09,,7.232034242980845e+16,
8.979,105760390.0,,1.52509e-09,,6.934698280101502e+16,
8.9795,99768502.0,,1.52182e-09,,6.555867448187039e+16,
8.98,92239658.0,,1.521e-09,,6.064408809993426e+16,
8.9805,83631007.0,,1.51774e-09,,5.510232780318105e+16,
8.981,74959934.0,,1.51523e-09,,4.947099384251896e+16,
8.9815,67111127.0,,1.51322e-09,,4.434988104836045e+16,
8.982,60988083.0,,1.50871e-09,,4.042399334530824e+16,
8.9825,56751349.0,,1.5076e-09,,3.76435055717697e+16,
8.983,54154542.0,,1.51162e-09,,3.5825499794922004e+16,
8.9835,53241495.0,,1.5134e-09,,3.5180054843398972e+16,
8.984,53001829.0,,1.51381e-09,,3.5012206948031788e+16,
8.9845,52981106.0,,1.51725e-09,,3.4919166913824356e+16,
8.985,52842528.0,,1.51864e-09,,3.479595427487752e+16,
8.9855,43330398.0,,1.48137e-09,,2.925021972903461e+16,
8.986,51337962.0,,1.51465e-09,,3.3894273924669068e+16,
8.9865,50270033.0,,1.51441e-09,,3.31944671522243e+16,
8.987,49036215.0,,1.51552e-09,,3.235603291279561e+16,
8.9875,47689897.0,,1.5142e-09,,3.1495110949676396e+16,
8.988,46318679.0,,1.51572e-09,,3.0558862454806956e+16,
8.9885,44907763.0,,1.51607e-09,,2.962116722842613e+16,
8.989,43241574.5,30938.042997255016,1.515315e-09,2.616295090390736e-13,2.8536358759526256e+16,15489907686016.656
8.9895,41813255.0,,1.51531e-09,,2.759386198203668e+16,
8.99,40118453.0,,1.51524e-09,,2.647663274464771e+16,
8.9905,38432264.0,,1.51447e-09,,2.5376708683565868e+16,
8.991,36661527.0,,1.5157e-09,,2.4187851817642012e+16,
8.9915,35118084.0,,1.51542e-09,,2.3173829037494556e+16,
8.992,33613374.0,,1.51636e-09,,2.2167146324091904e+16,
8.9925,32122368.0,,1.51758e-09,,2.1166836674178624e+16,
8.993,30843421.0,,1.51663e-09,,2.0336813197681704e+16,
8.9935,29701867.0,,1.51833e-09,,1.9562194648067284e+16,
8.994,28903504.0,,1.51902e-09,,1.9027731037116036e+16,
8.9945,28207673.0,,1.5188e-09,,1.8572341980510932e+16,
8.995,27828836.0,,1.51843e-09,,1.832737498600528e+16,
8.9955,27553710.0,,1.5212e-09,,1.811314094136208e+16,
8.996,27493513.0,,1.5204e-09,,1.8083078795053932e+16,
8.9965,27630669.0,,1.52248e-09,,1.814846106352793e+16,
8.997,27868651.0,,1.52348e-09,,1.8292758027673484e+16,
8.9975,28201623.0,,1.52259e-09,,1.8522138592792544e+16,
8.998,28517637.0,,1.52445e-09,,1.8706836564006692e+16,
8.9985,28841900.0,,1.52458e-09,,1.891793149588739e+16,
8.999,29050480.0,,1.52426e-09,,1.9058743259024052e+16,
8.9995,29224448.0,,1.52495e-09,,1.916420079346864e+16,
9.0,29268039.0,,1.52517e-09,,1.9190017506245204e+16,
9.0005,29139689.0,,1.52543e-09,,1.910260647817337e+16,
9.001,28965102.0,,1.52568e-09,,1.8985044045933616e+16,
9.0015,28660384.0,,1.52425e-09,,1.8802941774643268e+16,
9.002,28216396.0,,1.52311e-09,,1.8525514243882584e+16,
9.0025,27818191.0,,1.52014e-09,,1.8299755943531516e+16,
9.003,27326028.0,,1.51689e-09,,1.8014508632794732e+16,
9.0035,26959647.0,,1.5156e-09,,1.7788101741884402e+16,
9.004,26618597.0,,1.51641e-09,,1.755369392182853e+16,
9.0045,26458899.0,,1.5194e-09,,1.7414044359615638e+16,
9.005,26501393.0,,1.52373e-09,,1.7392446824568656e+16,
9.0055,26579064.0,,1.52581e-09,,1.7419642026202476e+16,
9.006,26815626.0,,1.52891e-09,,1.7539048080004708e+16,
9.0065,27064490.0,,1.53347e-09,,1.7649181268626056e+16,
9.007,27336802.0,,1.53291e-09,,1.7833272664409522e+16,
9.0075,27648215.0,,1.53274e-09,,1.8038424651278104e+16,
9.008,27922373.0,,1.53228e-09,,1.8222761505730024e+16,
9.0085,28322712.0,,1.53442e-09,,1.845825262965811e+16,
9.009,28525635.0,,1.53813e-09,,1.854565933958768e+16,
9.0095,28698314.0,,1.53538e-09,,1.8691342859748076e+16,
9.01,28827633.0,,1.53278e-09,,1.8807417241874244e+16,
9.0105,28979933.0,,1.52729e-09,,1.8974741535661204e+16,
9.011,29171950.0,,1.52647e-09,,1.9110726054229692e+16,
9.0115,29338609.0,,1.52869e-09,,1.9191993798611884e+16,
9.012,29410147.0,,1.53297e-09,,1.918507668121359e+16,
9.0125,29569977.0,,1.53206e-09,,1.9300795660744356e+16,
9.013,29594219.0,,1.53558e-09,,1.9272339441774444e+16,
9.01329,29607263.0,,1.53838e-09,,1.9245740974271636e+16,
9.0135,29609475.0,,1.54003e-09,,1.9226557274858284e+16,
9.014,29449790.0,,1.53954e-09,,1.9128954103173676e+16,
9.01444,29412401.0,,1.53995e-09,,1.9099581804604044e+16,
9.0145,29381779.0,,1.54014e-09,,1.9077342968821016e+16,
9.015,29259091.0,,1.54085e-09,,1.898892883797904e+16,
9.0155,29145019.0,,1.54102e-09,,1.8912810346393948e+16,
9.0156,29062388.0,,1.54045e-09,,1.8866167678275828e+16,
9.016,29054846.0,,1.54146e-09,,1.8848913367846068e+16,
9.0165,28751766.0,,1.54093e-09,,1.865870999980531e+16,
9.01678,28665973.0,,1.54086e-09,,1.8603879002634892e+16,
9.017,28576180.0,,1.53923e-09,,1.856524366079143e+16,
9.0175,28309224.0,,1.54049e-09,,1.8376765834247544e+16,
9.01799,28024013.0,,1.53892e-09,,1.8210181815818884e+16,
9.018,28022682.0,,1.54002e-09,,1.8196310437526784e+16,
9.0185,27745113.0,,1.5389e-09,,1.802918513223731e+16,
9.019,27414528.0,,1.54093e-09,,1.7790897704632916e+16,
9.01921,27260834.0,,1.54178e-09,,1.7681403313053742e+16,
9.02045,26419053.0,,1.53977e-09,,1.7157791748118226e+16,
9.02171,26225959.0,,1.53885e-09,,1.7042570101049486e+16,
9.02299,25716849.0,,1.53765e-09,,1.6724774168373818e+16,
9.02428,25196537.0,,1.53534e-09,,1.6411047064493858e+16,
9.0256,24787009.0,,1.53499e-09,,1.6147993798005198e+16,
9.02693,24602069.0,,1.53067e-09,,1.6072745268411872e+16,
9.02829,24584351.0,,1.53091e-09,,1.6058652043555794e+16,
9.02966,24802636.0,,1.52774e-09,,1.623485409821043e+16,
9.03105,25092657.0,,1.52543e-09,,1.6449563074018474e+16,
9.03246,25516835.0,,1.52375e-09,,1.6746077112387202e+16,
9.03389,25855672.0,,1.52051e-09,,1.7004605033837332e+16,
9.03534,26070720.0,,1.51883e-09,,1.7165002008124674e+16,
9.0368,26135993.0,,1.51678e-09,,1.7231235248355068e+16,
9.03829,26002165.0,,1.51394e-09,,1.7175162159662866e+16,
9.03979,25792521.0,,1.51158e-09,,1.7063285436430754e+16,
