monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,117953030.0,,1.60158e-09,,7.364791643252288e+16,
8.887,119700220.0,,1.60537e-09,,7.456238748699677e+16,
8.895,120661600.0,,1.60735e-09,,7.506865337356518e+16,
8.903,121687880.0,,1.6106e-09,,7.555437725071402e+16,
8.911,122781480.0,,1.60891e-09,,7.631345445052862e+16,
8.919,122825550.0,,1.60327e-09,,7.660939829224024e+16,
8.927,125568040.0,,1.61665e-09,,7.767175331704451e+16,
8.935,126802750.0,,1.61672e-09,,7.843210327081994e+16,
8.943,129352500.0,,1.62358e-09,,7.967115879722587e+16,
8.951,130154950.0,,1.6157e-09,,8.055638422974563e+16,
8.959,128397450.0,55804.86717124233,1.6044399999999999e-09,2.121320343559635e-12,8.00263801290758e+16,71025853891697.16
8.9595,128788510.0,,1.60649e-09,,8.016763876525843e+16,
8.96,128699610.0,,1.60497e-09,,8.018817174152787e+16,
8.9605,129123360.0,,1.60572e-09,,8.041461774157387e+16,
8.961,128970830.0,,1.60541e-09,,8.033513557284432e+16,
8.9615,129078320.0,,1.60532e-09,,8.04065980614457e+16,
8.962,128990040.0,,1.59294e-09,,8.09760819616558e+16,
8.9625,129380080.0,,1.60008e-09,,8.085850707464627e+16,
8.963,129088110.0,,1.59976e-09,,8.069217257588638e+16,
8.9635,129179660.0,,1.59966e-09,,8.075444782016178e+16,
8.964,128752580.0,,1.59818e-09,,8.056200177702136e+16,
8.9645,128833760.0,,1.59736e-09,,8.065417939600341e+16,
8.965,128564490.0,,1.59759e-09,,8.0474020242991e+16,
8.9655,128492140.0,,1.59565e-09,,8.052651897345909e+16,
8.966,128867440.0,,1.59666e-09,,8.071063344732128e+16,
8.9665,128648360.0,,1.59578e-09,,8.061785459148504e+16,
8.967,128629830.0,,1.59519e-09,,8.063605589302842e+16,
8.9675,128841240.0,,1.5961e-09,,8.072253618194349e+16,
8.968,128414250.0,,1.59614e-09,,8.045299911035373e+16,
8.9685,127982420.0,,1.59342e-09,,8.03193257270525e+16,
8.969,127817180.0,,1.59358e-09,,8.020757037613424e+16,
8.9695,127951560.0,,1.5937e-09,,8.028585053648742e+16,
8.97,127717250.0,,1.5934e-09,,8.01539161541358e+16,
8.9705,127915190.0,,1.59293e-09,,8.030182745004488e+16,
8.971,128088670.0,,1.59252e-09,,8.043143571195338e+16,
8.9715,127722340.0,,1.59254e-09,,8.02003968503146e+16,
8.972,127385990.0,,1.59327e-09,,7.995254413878376e+16,
8.9725,127547860.0,,1.59255e-09,,8.009033311356002e+16,
