Condition,Corrected_Edge
002_S7-NiFe-6Sm_Activation_2,8.338314196914075
003_S7-NiFe-6Sm_Reaction_1,8.337163023170104
004_S7-NiFe-6Sm_PM_RT_2,8.336635757423084
S7-FeNi-6Sm_Activation_ramp_1,8.344487599021887
