Energy	Fe foil	Fe2O4	Fe3O4	FeO	NiF2O4
7097.6	0.00132247766488036	-0.00156831633592946	5.56958746358222E-5	-0.00191733161584184	1.67614028242035E-5
7097.8	0.00131646228168311	-0.00734612411777844	0.00113083217453789	-9.75342268386317E-4	1.83913862570181E-5
7098	0.00129069117573383	-0.0133776896497182	0.00225710249583939	-2.43999620269144E-5	2.00213696898326E-5
7098.2	0.00126492006978522	-0.00274755999847894	0.00322518271025225	-2.62966871309882E-5	2.16513531226472E-5
7098.4	0.00123914896383664	-0.0040820493839795	0.00413952160383406	-2.81934122350499E-5	2.32813365554369E-5
7098.6	0.00235412370661892	-0.00572014566216946	0.00414493781832909	-3.0090137339051E-5	2.49113199882764E-5
7098.8	0.00351630306075514	-0.00729560745592885	0.00412100710393224	-4.79844518261518E-5	2.65413034210909E-5
7099	0.00450886056757997	-0.00728749573052916	0.00322961120122246	-7.56702228124177E-4	2.81712868539055E-5
7099.2	0.00556161504538587	-0.00728715465807926	0.00235578163016137	-0.00150328755638528	2.98012702867201E-5
7099.4	0.00767482986730459	-0.00750282767325456	0.00236119784465622	-0.00598400319122059	3.14312537195347E-5
7099.6	0.00973773431011946	-0.00767629678301493	0.00236661405915109	-0.0104647188260763	3.30612371523492E-5
7099.8	0.0108999136642215	-0.00587764947727322	0.00237203027364606	0.00284026828430064	3.46912205851638E-5
7100	0.0121041474619578	-0.00411076233958326	0.00237744648814105	-9.3290438577027E-4	3.63212040179784E-5
7100.2	0.0142173622838718	-0.00656388923933759	0.00126961157735182	-0.00168942235598953	3.7951187450793E-5
7100.4	0.016330577105786	-0.00901701613909193	1.53994749169297E-4	-0.00239814013228755	3.95811708836075E-5
7100.6	0.0184437919277144	-0.00746889171512487	-7.41895814836388E-4	-0.00219102826202075	4.12111543164221E-5
7100.8	0.0206775840161256	-0.0058940864100032	-0.00163329171752402	-0.00195734802436659	4.28411377492367E-5
7101	0.0270779003879221	-0.0067314946181847	-0.0016576333106026	-0.00398339793756187	4.44711211820513E-5
7101.2	0.0334782167597183	-0.00761847892067923	-0.00165221709610761	-0.00610616367891537	4.61011046148658E-5
7101.4	0.0398785331315002	-0.00720843656732871	-7.91751654998618E-4	-0.00622100087686962	4.77310880476804E-5
7101.6	0.0462788495033142	-0.00675273389152406	1.10362157765859E-4	-0.00622289760197361	4.93610714805198E-5
7101.8	0.0526791658752558	-0.00717613980206216	1.69436379029924E-4	-0.0062247943270777	5.09910549135332E-5
7102	0.0591184141449114	-0.0078331464184521	2.2565319859578E-4	-0.00622669105218177	5.26210383465466E-5
7102.2	0.0686225649928954	-0.0116284023056439	0.00135192351989481	-0.00622858777728575	5.42510217794109E-5
7102.4	0.0781785342377138	-0.00498378444848726	0.00244244106208059	-0.00620524491289866	5.58810052122751E-5
7102.6	0.0931897548548101	-0.00698947780257596	0.00244785727657562	-0.00526492392978623	5.75109886450897E-5
7102.8	0.108234329755259	-0.00900832274675042	0.0024532734910706	-0.00436346256664374	5.91409720778794E-5
7103	0.126607522101795	-0.0114614496465047	0.00245868970556557	-0.00625051605770772	6.07709555108928E-5
7103.2	0.144926044922148	-0.00309365329746714	0.00246410592006055	-0.00813479650682868	6.24009389438814E-5
7103.4	0.158978072289933	-0.00509934665149689	0.00246952213455553	-0.00813669323193274	6.40309223766711E-5
7103.6	0.173054143156757	-0.00709909723994782	0.00247493834905054	-0.00813858995703682	6.56609058094857E-5
7103.8	0.189025165474353	-0.0061957749857927	0.0024803545635454	-0.00674324188610978	6.72908892423499E-5
7104	0.204907754591784	-0.00529245273163759	0.00248577077804026	-0.00533190217735222	6.89208726752391E-5
7104.2	0.214411905439531	-0.00527398522574507	0.0033689098145405	-0.00598870534757955	7.05508561082027E-5
7104.4	0.223963995790209	-0.00526587350034539	0.00427102362730088	-0.00669742312389519	7.21808395411913E-5
7104.6	0.238016023158057	-0.00503963352193427	0.00538954846396448	-0.00854078229126258	7.38108229740555E-5
7104.8	0.252010710257751	-0.004807729899658	0.00651581878526343	-0.0104278357822755	3.63212039944694E-5
7105	0.260559155250243	-0.00393060310448919	0.00550776598623731	-0.00293830111080136	-8.95825571672757E-4
7105.2	0.269071128783103	-0.00302728085033407	0.00439214915805479	-0.00395135184242553	-0.00182797234734001
7105.4	0.272135979777365	-0.00454870396186817	0.00432908911115774	-0.00513135880302665	-4.60497746329257E-4
7105.6	0.275200830771642	-0.00614171846988493	0.00433450532565265	-0.006311365763633	0.00103517505173413
7105.8	0.283745097068661	-0.0065811690696732	0.00433992154014749	-0.00749137272423136	0.00106158078330894
7106	0.292293542061154	-0.00699506776902657	0.00434533775464235	-0.00857103478449735	0.00106321076674196
7106.2	0.296568230969688	-0.00676316414675083	0.00435075396913732	-0.00645327961543092	0.00106484075017472
7106.4	0.300823472787512	-0.0065367104796406	0.00435617018363231	-0.00435159719638447	0.00109255046853341
7106.6	0.306256762303486	-0.00652859875424088	0.00436158639812731	-0.0031757593409218	0.00156106883152867
7106.8	0.31170333554888	-0.00653473622742246	0.00436700261262229	-0.00199619496692676	0.00202958719452182
7107	0.316915613875054	-0.00786922561295616	0.00437241882711726	1.21560202134884E-4	0.00204935074364395
7107.2	0.322123845533151	-0.00920371499848988	0.00437783504161225	0.00223931537119651	0.00205098072707694
7107.4	0.326400972809128	-0.00808474412335747	0.00549404120357317	0.00319071365901645	0.00205261071050973
7107.6	0.330656214626982	-0.00695760134366484	0.00662031152487988	0.00413103464213099	0.0020699292844777
7107.8	0.33699306761279	-0.00693057981293978	0.00665083972466305	0.00415029199192738	0.00253844764747082
7108	0.343393383984747	-0.0069224680875401	0.00665625593915803	0.00414839526682338	0.00300696601046392
7108.2	0.348873128201558	-0.00691435636214043	0.00666167215365302	0.00619145821101432	0.00350470861808672
7108.4	0.354319701446927	-0.00690624463674076	0.00666708836814799	0.00830921338008065	0.00400435287304817
7108.6	0.360681288321361	-0.00689813291134101	0.00667250458264293	0.0115468196562624	0.00450399712802315
7108.8	0.367081604693317	-0.00683600602524816	0.00672834129973785	0.0148416336796199	0.00499234016450944
7109	0.371690789355443	-0.00593268377109304	0.00763045511247582	0.0162184692001978	0.00449595587641379
7109.2	0.376541653512529	-0.00501890303738091	0.00854217087569593	0.0175457403690878	0.00406767772943654
7109.4	0.386045804360512	-0.00389176025769339	0.00966844119702286	0.0206051726394943	0.00500308447198972
7109.6	0.395639835854453	-0.00277203677380204	0.0107617465263361	0.0236092591950365	0.00593849121454716
7109.8	0.406578680294391	-0.00186871451964691	0.0107671627408309	0.0247850970504939	0.00788230079106354
7110	0.417576207348501	-9.61019359954412E-4	0.0107870570058266	0.0259915913064515	0.00987598786061068
7110.2	0.429485570549939	1.66123419728005E-4	0.011689170818587	0.0290510235768511	0.0128548369169946
7110.4	0.441394933751377	0.00128659801701483	0.012591901685942	0.0321104558472506	0.0157689212983294
7110.6	0.454193274357816	0.00129470974241456	0.0137181720072767	0.035169888117671	0.0157705512817622
7110.8	0.467047164917998	0.00130282146781425	0.0148444423286063	0.0382293203880775	0.0159732804711891
7111	0.481859052337548	0.00419814529240077	0.016857698620276	0.03849398972948	0.0192431291115434
7111.2	0.496855697227977	0.00711610999379113	0.0188805234220035	0.038727669967134	0.0225129777518977
7111.4	0.512826719545608	0.00828104242170289	0.0228713167851957	0.0426388143199832	0.0250304871639983
7111.6	0.528812024645385	0.00940818520139291	0.0269109706718767	0.0466396835713575	0.0275358803658237
7111.8	0.545023092526755	0.0142093768111148	0.0290105751850591	0.0508670040352772	0.0345097101508341
7112	0.560840884005999	0.0191425639817715	0.0310333999867867	0.0551031950238413	0.0415030997370443
7112.2	0.570584055847728	0.0234626540331771	0.0392705355655629	0.0573303405702403	0.0489749437934566
7112.4	0.580387149951876	0.0276214921676104	0.0478195457229806	0.0594480957393067	0.0564467878498688
7112.6	0.591166516695371	0.0296439886329926	0.0558911202710179	0.0658972310764029	0.059684912937542
7112.8	0.601945883438817	0.0315775832653544	0.0638861784138673	0.0724673850554423	0.0626746285501393
7113	0.619846428770731	0.0315856949907543	0.0699420821328526	0.0745851402245045	0.0671296992689247
7113.2	0.638219621116848	0.0315938067161542	0.0759712964238262	0.0767569441178123	0.0715965058683996
7113.4	0.650501142071785	0.0316019184415538	0.08090713284489	0.0809931351063854	0.0750842357525324
7113.6	0.662397206284874	0.031662220024071	0.0858341358157295	0.085218432973168	0.0784857938458653
7113.8	0.676908563355574	0.0348040696854753	0.0898737897023917	0.0885132469965257	0.0803549773475431
7114	0.691377173466512	0.0379383860266788	0.0939134435890538	0.0918080610198833	0.0822241608492208
7114.2	0.702316017906449	0.0388417082808339	0.0950513276977629	0.0951028750432443	0.08230321504571
7114.4	0.713196743232203	0.0397450305349891	0.0961775980190626	0.0983976890666052	0.0823048450291428
7114.6	0.723072720860849	0.0408698801480242	0.0962025301842989	0.101692503089981	0.0798294435224153
7114.8	0.732948698489451	0.0419970229277117	0.0962079463987935	0.104987317113342	0.0774036885943624
7115	0.743593952736389	0.0409395983378486	0.0962133626132887	0.113988443595123	0.0769384301982352
7115.2	0.754293586942985	0.0398288579165474	0.096218778827784	0.123162928191443	0.076473171802108
7115.4	0.762099288702418	0.0408715768536913	0.0932227971841528	0.130091921629356	0.0764450545878818
7115.6	0.769692632400907	0.0419987196333814	0.0900888698240648	0.13691566201933	0.0764466845713146
7115.8	0.7744392417663	0.0429666084694992	0.089916110560484	0.147497361712159	0.0725737352692019
7116	0.779072362989823	0.0438270347404435	0.0899215267749789	0.158316476436688	0.068621677437783
7116.2	0.786427025760338	0.042940050437927	0.0899269429894735	0.172067066393578	0.0681252931496885
7116.4	0.79374899451752	0.0421240919627088	0.0900426340306646	0.186084257265172	0.067651293967408
7116.6	0.800149310889346	0.043027414216868	0.0931859909626782	0.201129056010294	0.0676529239508409
7116.8	0.806612060196088	0.0440124170719925	0.0963245460803611	0.216190211393186	0.0676545539342737
7117	0.81516050518858	0.0480498781881959	0.0992438108929123	0.232877024469343	0.0719153306278776
7117.2	0.823654610757423	0.0520497918831638	0.102187370343553	0.249563837545499	0.0763990890550574
7117.4	0.83005492712922	0.0531769346628488	0.108243274062552	0.269973392237164	0.0769526314288827
7117.6	0.836498425236928	0.0543040774425388	0.114299177781579	0.290410635590012	0.0775200829946447
7117.8	0.845046870229421	0.0552075512638461	0.118908259286007	0.310163066871438	0.0810078128787694
7118	0.853614830274975	0.0561108735180012	0.123508040663876	0.329897395308196	0.0845652245546317
7118.2	0.863358002116969	0.0601035539216468	0.128107822041745	0.354375220603048	0.0892357383336666
7118.4	0.873069265662412	0.0641410150378411	0.132707603419613	0.379094480463987	0.0939062521127015
7118.6	0.880423928432793	0.0673074475659715	0.140660325216827	0.404214397688918	0.100797659068589
7118.8	0.88778909519192	0.070449297227369	0.148731899764809	0.429234121184739	0.107770184866736
7119	0.896337540184413	0.0735508780118555	0.162552964303897	0.451545148737536	0.111755929022499
7119.2	0.904859593495856	0.0767111268662563	0.176668079812953	0.473887612765191	0.115972152835769
7119.4	0.908162447459951	0.0807485879824597	0.189605036996416	0.498071471528217	0.126245327169548
7119.6	0.911465301424061	0.0848893197165714	0.202307953928412	0.522255330291354	0.136518501503374
7119.8	0.920955664653657	0.0909423256449058	0.211275196390584	0.553435503938534	0.151189574887033
7120	0.930459815501641	0.0970726837626142	0.220649482455056	0.584634004586944	0.166131633016288
7120.2	0.93901338028146	0.105141814915006	0.245942608942356	0.600981389863408	0.183996577437427
7120.4	0.947561825273953	0.113262949293791	0.271129722068111	0.616964572087992	0.201804798435086
7120.6	0.956110270266272	0.123348786332718	0.283230902262137	0.63859908223081	0.211268699577605
7120.8	0.964658715258551	0.133368108265264	0.295332082456107	0.666251619196695	0.221269897592278
7121	0.975330615299315	0.138525244858384	0.318092822880581	0.693904156162579	0.241347727896799
7121.2	0.986030249506155	0.143689391670499	0.336598388649907	0.721381296072077	0.261425558201319
7121.4	0.991322135786827	0.162969799248527	0.351832107340299	0.74439474696814	0.287067384495007
7121.6	0.996530367444959	0.182250206826642	0.367144706907999	0.767478327685159	0.312965756597982
7121.8	1.00313885568582	0.195315873167465	0.382559516003048	0.794235774646628	0.324041059362437
7122	1.00977770207805	0.208315755449608	0.397974325098097	0.820993221608097	0.335493431627078
7122.2	1.01409552782757	0.233381917224787	0.432374907437398	0.836288398334195	0.363881875088297
7122.4	1.0183507696455	0.258723881072661	0.466170344620671	0.851567815347534	0.392004957246557
7122.6	1.01938478688062	0.289527992842842	0.491404686096659	0.872067861984093	0.416284782967282
7122.8	1.02030930116123	0.320152367895209	0.516639027572532	0.892665400481573	0.440564608687896
7123	1.01827632441236	0.34639278601983	0.545092433152452	0.918005337525602	0.453855765263302
7123.2	1.01611460197507	0.372340056877016	0.573757019922521	0.945136974719608	0.466851405842634
7123.4	1.01507672839392	0.394170985691354	0.593910474333769	0.961974005940717	0.487271620958737
7123.6	1.01410127132763	0.432885273014003	0.614063928745108	0.978191746709769	0.50757852505995
7123.8	1.0097651234386	0.452895034899855	0.647562676338885	0.999035508453511	0.52532191346667
7124	1.00512365654059	0.481132843361928	0.681116070795666	1.02118519166731	0.543065301873391
7124.2	0.998699109435403	0.496150851984887	0.703492579820301	1.06525375279259	0.56806468378033
7124.4	0.992274562330215	0.512227093944483	0.725458157682355	1.08066723068283	0.59346504161172
7124.6	0.985850015225141	0.549106149766533	0.745611612093739	1.09608070857313	0.607596019984885
7124.8	0.979425468120095	0.57725046997881	0.765707966152337	1.11149418646337	0.621781983132248
7125	0.973000921015049	0.60533878287632	0.784967179826025	1.13632587165376	0.647680355235106
7125.2	0.966576373910003	0.650644581194993	0.804653818621507	1.15999519525238	0.673487611264118
7125.4	0.960151826804958	0.665886861970362	0.832850311077154	1.17034449047724	0.697767436984681
7125.6	0.953727279699883	0.682554591974034	0.860678596256349	1.18096335633906	0.722047262705355
7125.8	0.951383200064915	0.709244280415134	0.876807069074674	1.19506953265113	0.736869028057871
7126	0.948693936225827	0.735933968856233	0.893007327383227	1.20936963958584	0.751313071916
7126.2	0.942269389120781	0.785491678136252	0.913943148900578	1.22699441819372	0.780168016635334
7126.4	0.936096258087089	0.817262958784113	0.934878970417929	1.24426491199525	0.809008916330464
7126.6	0.932749204890637	0.847772607560984	0.959993498620031	1.25244585564614	0.836556960708073
7126.8	0.929335817667995	0.902989036181849	0.985677532893633	1.26062679929699	0.864105005085557
7127	0.925041172042596	0.933401946437687	1.0018019670492	1.27173291452438	0.879343923947338
7127.2	0.92086954565165	0.968894317257797	1.01793470980594	1.28669047210926	0.893787967805067
7127.4	0.918707823214418	0.997612635956339	1.03607596217508	1.29703976733412	0.922321479791182
7127.6	0.916546100777172	1.02048444408455	1.05401690763985	1.30738906255902	0.951125786358404
7127.8	0.914384378339881	1.04335625221266	1.06925062633015	1.31704017451428	0.973040044289093
7128	0.91226521501018	1.08084263960821	1.08468752852019	1.32668462826266	0.994910971826873
7128.2	0.911289757943874	1.12165609988725	1.10372316419013	1.33691617238198	1.01592257889051
7128.4	0.910363261453228	1.133480942725	1.12299311815687	1.34671156538746	1.03693418595416
7128.6	0.91128777573385	1.14530578556281	1.14828624464429	1.35118306311292	1.04788681888201
7128.8	0.912232414266429	1.15713062840056	1.17347375160229	1.35556403362259	1.05834674856752
7129	0.914345629088295	1.18093762725049	1.19362720601354	1.35862346589308	1.0771842497706
7129.2	0.916439844154079	1.20564175844961	1.21378949715952	1.36121882570647	1.09617453475433
7129.4	0.91641407304813	1.23034588964872	1.23595457635139	1.35508664954603	1.11759077841349
7129.6	0.916388301942181	1.24954774618452	1.25811965554336	1.34917727737958	1.13851903219921
7129.8	0.918500252916189	1.28597557657665	1.27233180070833	1.34870418164894	1.15206042518988
7130	0.920613467738045	1.30796667037237	1.28644691621771	1.34807361203185	1.16560181818056
7130.2	0.923906045734615	1.33000541411514	1.30056203172711	1.34170545269603	1.18820546402111
7130.4	0.927208899698718	1.34467021821942	1.31467714723652	1.33530032688167	1.21111227319681
7130.6	0.929341020792485	1.35982968448198	1.32029921915397	1.32657150697599	1.23302653112755
7130.8	0.931454235614399	1.37697856846603	1.32559329460186	1.31778435580079	1.25455266283648
7131	0.934685050213851	1.38307875292665	1.33164919832069	1.29794020830568	1.26669339068851
7131.2	0.937843829509195	1.38913175885499	1.33766236876617	1.27809606081057	1.27883411854053
7131.4	0.939957044331056	1.40002969501543	1.34282223294531	1.26419207830304	1.30209349313282
7131.6	0.942070259152931	1.41101203223299	1.34790661697373	1.25030087548242	1.32599980814973
7131.8	0.944183473974845	1.41916647423196	1.35082588178628	1.23640967266186	1.34404209476836
7132	0.94629668879676	1.42723560538437	1.35364648490623	1.21865371339127	1.36177229389256
7132.2	0.948409903618674	1.43444612532452	1.35163391278136	1.20378986407754	1.36824810940602
7132.4	0.950388981057266	1.44161912914989	1.34960084287988	1.18923824680747	1.37482751036665
7132.6	0.950363209951317	1.45101632211251	1.34467237468948	1.17720196842136	1.38323313118202
7132.8	0.950400682089154	1.46042091288746	1.3397439064991	1.16569633272539	1.39163875199736
7133	0.951562861443288	1.46759391671282	1.331691254634	1.16027201571456	1.389119612602
7133.2	0.95276741539749	1.47475824668362	1.32362123647813	1.15452216764928	1.38613315695619
7133.4	0.954880630219352	1.48170723659644	1.31643311537852	1.14437622767715	1.37372985235625
7133.6	0.956915752260146	1.48855732219966	1.30926082628142	1.13428981934959	1.36152562306645
7133.8	0.956889981154197	1.49169917186106	1.30034660141434	1.12515428906021	1.35685836925428
7134	0.956864210048247	1.49477570048539	1.29137873948266	1.11601875877083	1.35219111544211
7134.2	0.956838438942299	1.49277000713131	1.28575724031016	1.10748130785593	1.34070128072446
7134.4	0.95681266783635	1.49076431377724	1.27998631227317	1.09898862184104	1.32875056819123
7134.6	0.956786896730401	1.48563138144278	1.26989598426832	1.09266734186201	1.31534623643248
7134.8	0.956761125624452	1.4804942539851	1.26001667744763	1.08653516570156	1.30196081248155
7135	0.956735354518504	1.47557721615752	1.25396638838769	1.07982661163121	1.29499024266358
7135.2	0.956709583412556	1.4706637160885	1.2477998762146	1.07311603857579	1.28780636234711
7135.4	0.956683812306606	1.46076422002945	1.23883201428294	1.06981448596697	1.27613578284156
7135.6	0.956658041200656	1.45070909796164	1.2299141705863	1.06649597320915	1.26446520333596
7135.8	0.956632270094708	1.4291452390727	1.22274188148941	1.05918373050724	1.25489558418463
7136	0.95660649898876	1.40703332128719	1.21558711825233	1.05187148780533	1.24543494300902
7136.2	0.956580727882811	1.42086248420487	1.20953682919239	1.04760648837508	1.24236372822454
7136.4	0.95663896137281	1.40933466716488	1.20349015607544	1.04336163544676	1.23927360563235
7136.6	0.957563475653432	1.40017346875673	1.19856168788503	1.04120024955047	1.23180502154282
7136.8	0.95858256276487	1.39098763203464	1.19363321969464	1.03907748380912	1.22455811520022
7137	0.960695777586779	1.38093250996688	1.19048254151019	1.03398230942911	1.22082463814716
7137.2	0.962808992408688	1.37092717313669	1.18734861415012	1.02879391534774	1.21709116109411
7137.4	0.964922207230608	1.36489560760475	1.1853112050964	1.02450963897087	1.21119583701402
7137.6	0.967050517564467	1.35886404207279	1.18329863297152	1.02026478604253	1.2052256423616
7137.8	0.969401585091157	1.35082490701927	1.178174936346	1.0198132495364	1.20423124380198
7138	0.971792322753735	1.34278127388905	1.17308676433098	1.01957576082234	1.20320451723761
7138.2	0.974857173747928	1.33473764075884	1.16995283697091	1.01757767980328	1.2013385937028
7138.4	0.977913746870351	1.32669400762863	1.16683190259716	1.01545491406192	1.19947267016799
7138.6	0.98080673020261	1.31778494770114	1.16392226060724	1.01505615212055	1.19655076186619
7138.8	0.983699713534856	1.30884724806264	1.16096205725086	1.01482365716233	1.19356430622046
7139	0.987162972951053	1.29969656765141	1.15693091678449	1.01529289933798	1.19057785057473
7139.2	0.990587467233925	1.29053536924331	1.15286343665221	1.01578590797611	1.18758400567078
7139.4	0.991511981514543	1.2796974924727	1.1477106186193	1.01790366314517	1.18409953575343
7139.6	0.992495138810355	1.26874856099927	1.14262020398751	1.02002117047375	1.18069770599613
7139.8	0.995797992774443	1.2600159671359	1.14060763186263	1.02190346883789	1.17883178246132
7140	0.999117420731963	1.25145335392811	1.13858113818665	1.02378576720203	1.17696585892651
7140.2	1.0033726625499	1.24229215552	1.13454999772028	1.02706328139705	1.17402830278374
7140.4	1.00760480906727	1.2331556774012	1.13051885725391	1.03035809542041	1.17104184713801
7140.6	1.00971802388914	1.22622978814781	1.12849459881078	1.03456987387088	1.16311219506806
7140.8	1.01183384139863	1.21930389889445	1.12648202668591	1.03880606485946	1.15521731597811
7141	1.0148986923929	1.21015092369338	1.12248876425609	1.04191242017924	1.14974078897473
7141.2	1.01796354338716	1.20098972528527	1.11845762378981	1.04497185244972	1.14416509106266
7141.4	1.02008121004769	1.19292515061787	1.11418205850819	1.04914509166828	1.13716339535267
7141.6	1.02219442486956	1.18488151748762	1.1100006205904	1.05338128265685	1.13016169964266
7141.8	1.02430763969147	1.17489405648714	1.10709097860043	1.05673958119557	1.12608962069784
7142	1.02642085451339	1.16483893441935	1.10416755575979	1.06003439521894	1.12209083667476
7142.2	1.0285340693353	1.1558466756772	1.1010336283998	1.06351844890939	1.11561828112833
7142.4	1.03064728415721	1.14690897603894	1.09795423105634	1.06703100758959	1.1091230959786
7142.6	1.03276049897909	1.13776204879016	1.09594165893141	1.07103187684096	1.1021214002686
7142.8	1.03487371380095	1.12860085038205	1.09396906041542	1.07500530682297	1.09511970455862
7143	1.0349267989379	1.12394438084337	1.09307766451274	1.07618114467843	1.09286903701753
7143.2	1.03490102783195	1.11962943096829	1.09220646230561	1.07735698253388	1.0908786099148
7143.4	1.03691512280697	1.1135978654365	1.0922118785201	1.07829810301332	1.08545685035469
7143.6	1.03902833762884	1.10760903011585	1.0922172947346	1.07923842399644	1.08003139616556
7143.8	1.04114155245075	1.10560333676178	1.09222271094909	1.07925201545417	1.07704494051983
7144	1.04325476727267	1.1035976434077	1.09222812716359	1.07925011872906	1.07425449038191
7144.2	1.0433625409518	1.09958560061749	1.09312664336524	1.07718933455761	1.0747230087449
7144.4	1.04333676984585	1.0955666815943	1.094028757178	1.07506656881631	1.07519152710789
7144.6	1.04529617627864	1.09154776257121	1.09404978063873	1.07203987543165	1.07521088316116
7144.8	1.04740939110056	1.08752884354813	1.09405519685322	1.06897411028324	1.07521251314459
7145	1.0475546408528	1.08654146836042	1.09613835024766	1.06568514533505	1.07769986786317
7145.2	1.04752886974685	1.0856544840579	1.09812819015343	1.06238359272622	1.08010572341014
7145.4	1.04750309864091	1.08455401905354	1.09813360636793	1.0593024368911	1.08010735339358
7145.6	1.04747732753496	1.08344327863224	1.0980160485028	1.05623667174274	1.08010898337701
7145.8	1.04858894912744	1.08149112408003	1.09600347637793	1.05183801964633	1.08104665851316
7146	1.04981199883683	1.07948543072595	1.09408769414019	1.04739835052545	1.08204431703965
7146.2	1.04978622773089	1.07934481797586	1.09409311035469	1.04527558478409	1.08547228086461
7146.4	1.04976045662494	1.07935292970126	1.09402850455556	1.04311603591897	1.08891132857689
7146.6	1.04973468551899	1.07936104142666	1.09201593243068	1.03887118299073	1.08841494428879
7146.8	1.04970891441304	1.07936915315206	1.09002771620606	1.03462633006252	1.08796529977565
7147	1.0485060109888	1.07937726487746	1.08913632030335	1.0303814771342	1.08843381813864
7147.2	1.04729322602634	1.07938234773427	1.08821796202065	1.02613662420588	1.08890233650163
7147.4	1.04631335688421	1.07849536343178	1.08418682155438	1.02189177127766	1.08750063224849
7147.6	1.0453378998179	1.07760837912928	1.08015568108808	1.01764691834943	1.08600821941733
7147.8	1.04620788858924	1.07760710613467	1.07612454062171	1.01432880133319	1.08106469699649
7148	1.04713240286986	1.07761521786007	1.07209340015535	1.01102724872437	1.07617746333687
7148.2	1.04714230315762	1.07565830742041	1.06607700223145	1.00886977007601	1.07468505050572
7148.4	1.04711653205167	1.07365261406639	1.0600267131715	1.00674700433465	1.07284883341905
7148.6	1.04618572069291	1.07057117838841	1.05661715269891	1.00168631476605	1.06584713770905
7148.8	1.04521026362663	1.06744695481311	1.05292470014693	0.996497920684672	1.05884544199908
7149	1.04513024792281	1.06347495728783	1.04485468199086	0.993319589780132	1.05380159409794
7149.2	1.04510447681686	1.05945603826474	1.03685684365594	0.990253824631714	1.04882699332631
7149.4	1.04507870571091	1.05543711924157	1.02990896890183	0.988951274657329	1.04484450913742
7149.6	1.04505293460496	1.05141820021838	1.02321800036762	0.987771267696725	1.0407970429423
7149.8	1.04502716349901	1.04716807008845	1.02120542824275	0.986523320056945	1.03519601237113
7150	1.04500139239306	1.04290333914249	1.01903506451241	0.98521805158325	1.02959498179996
7150.2	1.04497562128711	1.03888442011942	1.01298477545246	0.982152286434915	1.02175742379392
7150.4	1.04494985018117	1.03486550109634	1.00701230220554	0.979117697335926	1.01379082543271
7150.6	1.04578407565188	1.03084658207313	1.00387837484546	0.97793769037532	1.00631311343598
7150.8	1.04670858993252	1.02682766304993	1.00073200512039	0.976754808054985	0.998933635107532
7151	1.04678150767434	1.0219191591098	0.996700864654114	0.974867754563917	0.996445193733321
