Energy	Ni metal	NiO	NiF2O4
8412.8	0.943485588989247	1.10389988592554	1.13402439024394
8413	0.945338282454516	1.10063316926734	1.12797256097571
8413.2	0.945331115361807	1.09619106641375	1.12192073170748
8413.4	0.945397112340501	1.09167334900868	1.11586890243911
8413.6	0.94650532405064	1.08904874501171	1.10981707317068
8413.8	0.947664899925194	1.08649660877889	1.10975609756098
8414	0.949665414677558	1.08297969197129	1.10975609756098
8414.2	0.95156648601862	1.07954175036197	1.10385670731712
8414.4	0.951559318925912	1.07727583430129	1.09780487804881
8414.6	0.95158918181219	1.0749010332864	1.09175304878054
8414.8	0.952474317761753	1.07038331588135	1.08570121951234
8415	0.953434110927054	1.06594121302774	1.08536585365854
8415.2	0.956550004482321	1.063675296967	1.08536585365854
8415.4	0.959609158553567	1.06140938090627	1.07922949002209
8415.6	0.960494294503113	1.05914346484557	1.0726727642275
8415.8	0.961383312627864	1.05686444226259	1.06662093495932
8416	0.962491524338004	1.05134592425996	1.0609756097561
8416.2	0.96360809765631	1.04582740625734	1.0609756097561
8416.4	0.965608612408701	1.04451658599864	1.0609756097561
8416.6	0.967607634016783	1.04325147053547	1.0609756097561
8416.8	0.968492769966324	1.04003583570765	1.06075203252037
8417	0.969377905915874	1.03676911904944	1.05470020325214
8417.2	0.97048462448169	1.03326228418207	1.04872177055111
8417.4	0.971592836191815	1.02974536737452	1.04603206865406
8417.6	0.972481257058879	1.02741055805567	1.04333785004514
8417.8	0.97336639300844	1.02514464199493	1.03997572267393
8418	0.974469528027908	1.02395772267102	1.03661359530269
8418.2	0.975577739738042	1.02265104211803	1.03391824751583
8418.4	0.976469744151422	1.01913412531048	1.03122854561881
8418.6	0.977354880100968	1.0157029049946	1.02788222673897
8418.8	0.980384171285929	1.01343698893387	1.02452009936774
8419	0.983500064841197	1.01123828580783	1.02439024390244
8419.2	0.985552839644623	1.01022337049403	1.02439024390244
8419.4	0.987553354397023	1.00915972580258	1.01866361788623
8419.6	0.987656381354692	1.00689380974188	1.012611788618
8419.8	0.987649214261983	1.00468233615831	1.01219512195122
8420	0.988478207985335	1.00466822144202	1.01219512195122
8420.2	0.989363343934881	1.00465410672574	1.01219512195122
8420.4	0.991284722038606	1.00463999200945	1.01219512195122
8420.6	0.993285236791015	1.00462587729317	1.01219512195122
8420.8	0.99455731430262	1.00461176257688	1.01186991869924
8421	0.995830450589305	1.0045976478606	1.00581808943084
8421.2	0.997830965341724	1.0033577372479	1
8421.4	0.999686346466717	1.00209262178473	1
8421.6	0.999679179374008	1.00106896878943	1
8421.8	0.999729349022958	1.00005405347564	1
8422	1.00061448497252	0.999990201187679	1
8422.2	1.0015623329833	0.999976086471395	1
8422.4	1.0035628477357	0.99996197175511	1
8422.6	1.00552035993185	0.999947857038825	0.997328364950276
8422.8	1.00662857164195	0.998677165957217	0.994638663053223
8423	1.00772782448618	0.997325208327264	0.99129121499542
8423.2	1.00861296043575	0.996310293013467	0.987929087624179
8423.4	1.00956976731238	0.995354525082192	0.987804878048778
8423.6	1.01268566086765	0.995340410365908	0.987804878048778
8423.8	1.01577467782522	0.995326295649624	0.987804878048778
8424	1.01777519257763	0.995312180933338	0.987804878048778
8424.2	1.01977570733004	0.995364607022452	0.987804878048778
8424.4	1.02177622208238	0.99760229365056	0.987804878048778
8424.6	1.02376777796888	0.999806709875979	0.985112096575535
8424.8	1.02465291391844	0.999792595159695	0.982147696476997
8425	1.02553804986801	0.99977848044341	0.978785569105664
8425.2	1.02865394342328	0.999764365727125	0.97560975609756
8425.4	1.03176983697852	0.99975025101084	0.97560975609756
8425.6	1.03178775471024	1.00195466723628	0.97560975609756
8425.8	1.03178058761753	1.00419235386439	0.97560975609756
8426	1.03374885045271	1.00643004049256	0.97560975609756
8426.2	1.03574936520512	1.00866772712072	0.97560975609756
8426.4	1.03666137775235	1.00875342361241	0.97560975609756
8426.6	1.03754651370191	1.00873930889612	0.97560975609756
8426.8	1.04059073633008	1.01084391391355	0.97560975609756
8427	1.04370662988535	1.01308160054168	0.972933604336008
8427.2	1.04468135449371	1.01424496478714	0.970243902439028
8427.4	1.04556649044324	1.01533525024178	0.970189701897017
8427.6	1.04751325200032	1.01657213627242	0.970189701897017
8427.8	1.04951376675271	1.0177283667814	0.970189701897017
8428	1.05067214811182	1.01771425206512	0.970189701897017
8428.2	1.05178035982196	1.01774987492052	0.970189701897017
8428.4	1.05184486365633	1.01873656080174	0.970189701897017
8428.6	1.05183769656362	1.01976693509051	0.970189701897017
8428.8	1.05265832867877	1.0220046217186	0.970189701897017
8429	1.05354346462834	1.02419693961585	0.970189701897017
8429.2	1.0556222472909	1.02418282489957	0.969946928635875
8429.4	1.05763229101883	1.02418752980506	0.966584801264651
8429.6	1.05762512392612	1.02767621718008	0.96360659439929
8429.8	1.05769709348207	1.03116490455507	0.966968721770575
8430	1.05880530519218	1.03217511496342	0.970189701897017
8430.2	1.05984333911955	1.03316180084465	0.970189701897017
8430.4	1.05983617202684	1.03317188278485	0.970189701897017
8430.6	1.05982900493413	1.03315776806857	0.970189701897017
8430.8	1.05982183784142	1.0365100131861	0.970150180668386
8431	1.05985647878952	1.03999870056111	0.966788053297162
8431.2	1.06074161473908	1.04017278206204	0.963425925925937
8431.4	1.06159210974054	1.04015866734575	0.966765469738061
8431.6	1.06158494264783	1.04224210028881	0.970127597109407
8431.8	1.06157777555512	1.04447978691691	0.972829719963899
8432	1.06157060846241	1.04690513511379	0.975519421860891
