Condition,Corrected_Edge
002_S7-NiFe-6Sm_Activation_1,7.119493450581312
003_S7-NiFe-6Sm_Reaction_2,7.118521583784376
004_S7-NiFe-6Sm_PM_RT_1,7.120107165036594
S7-FeNi-6Sm_Activation_ramp_2,7.142926987614333
