# Scan number: 2
# Command: ascan mz -3.26 0.34 20 1
# Date: Sun Jul 28 07:53:04 2024
# date: Sun Jul 28 07:53:04 2024
mz	H	K	L	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1
0.16	0	0	0	86715919	1	0	0	0	296.48388	6.3120137	1.28253e-12	7.012346e-11	-1790.667	7.7091023e+08	2.2090133e+08	1.0119542	50.016111	0.50581408	1	0	0	0	0	0	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.484	1.39444e-12	7.03402e-11	0	4	4986.7471	4986.7471
0.34	0	0	0	86715922	1	0	0	0	296.75349	6.3120137	1.620037e-12	7.106138e-11	-1790.667	7.7091023e+08	2.2385595e+08	1.0120998	0.031649052	1.0117795	0	0	0	0	0	0	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.753	1.56083e-12	7.06937e-11	0	8	6299.0455	6299.0455
