monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,96804657.0,,1.0119619,,95660377.13475181,
8.96,97170433.0,,1.0121328,,96005616.06144963,
8.961,96173865.0,,1.0118381,,95048669.34739855,
8.962,95301969.0,,1.0118611,,94184833.27405313,
8.963,97385870.0,,1.0121958,,96212481.81428929,
8.964,96846555.0,,1.0122035,,95678937.09120744,
8.965,97888153.0,,1.0117872,,96747767.71242015,
8.966,100218670.0,,1.0121507,,99015561.6154788,
8.967,100552950.0,,1.0122755,,99333580.63096458,
8.968,101120110.0,,1.0119402,,99926962.0872854,
8.969,102248210.0,,1.0121498,,101020827.1542414,
8.97,102485380.0,,1.0122384,,101246287.43584515,
8.971,101908710.0,,1.0122512,,100675316.56173883,
8.972,102218510.0,,1.0119914,,101007291.16867988,
8.973,102974250.0,,1.0118397,,101769331.64413297,
8.974,103439620.0,,1.0121869,,102194189.63039337,
8.975,103509240.0,,1.0118214,,102299911.82238287,
8.976,105055100.0,,1.0119139,,103818220.10746172,
8.977,105861970.0,,1.0119133,,104615652.34887218,
8.978,104508020.0,,1.0120573,,103262947.66116504,
8.979,99748425.0,,1.0118086,,98584282.64001709,
8.98,91970186.0,,1.0121472,,90866413.5019096,
8.981,81992148.0,,1.0117962,,81036228.44205186,
8.982,74065505.0,,1.0122874,,73166479.2034357,
8.983,67503691.0,,1.0119302,,66707852.97246787,
8.984,63145642.0,,1.0119222,,62401676.72969324,
8.985,61296140.0,,1.012239,,60555007.26607055,
8.986,60608342.0,,1.0121491,,59880843.64250287,
8.987,58220494.0,,1.0122781,,57514327.337517224,
8.988,56010169.0,,1.011984,,55346891.84809246,
8.989,53510265.0,,1.0117974,,52886343.64943021,
8.99,49635460.0,,1.0118854,,49052451.987151906,
8.991,46216644.0,,1.0118896,,45673603.128246404,
8.992,42238838.0,,1.01216,,41731384.36610813,
8.993,37824930.0,,1.0119098,,37379744.71637689,
8.994,34684009.0,,1.011871,,34277105.48083699,
8.995,32334002.0,,1.0121328,,31946402.685497396,
8.996,31557315.0,,1.0120579,,31181333.597613335,
8.997,31801429.0,,1.0121594,,31419388.09242892,
8.998,32465700.0,,1.0118349,,32085965.803314354,
8.999,33245905.0,,1.0120845,,32848941.96087382,
