monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,117429810.0,,1.0118803,,116051088.25618997,
7.093,116469220.0,,1.0119648,,115092165.26108417,
7.094,116813080.0,,1.0122589,,115398422.28109825,
7.095,115973030.0,,1.011967,,114601592.7396842,
7.096,115652780.0,,1.0122883,,114248855.78545164,
7.097,116442730.0,,1.0118256,,115081818.44776411,
7.098,116190690.0,,1.0122288,,114786982.94298682,
7.099,116162600.0,,1.0120509,,114779404.86985388,
7.1,115916370.0,,1.0121488,,114525028.33575457,
7.101,114426910.0,,1.0121795,,113050017.31412265,
7.102,114920900.0,,1.0118483,,113575226.64217551,
7.103,113826700.0,,1.0122291,,112451519.12743863,
7.104,114541050.0,,1.0118653,,113197922.6879309,
7.105,113678590.0,,1.0121901,,112309525.6513574,
7.106,111730140.0,,1.0121475,,110389187.3467059,
7.107,110738580.0,,1.0121309,,109411322.19162561,
7.108,109193090.0,,1.0119408,,107904622.48384489,
7.109,107091580.0,,1.0121482,,105806224.81964599,
7.11,103860570.0,,1.0118202,,102647258.87069659,
7.111,96944767.0,,1.0121242,,95783469.06436978,
7.112,80216633.0,,1.0122506,,79245824.10719243,
7.113,57126048.0,,1.0122157,,56436634.99785668,
7.114,41900958.0,,1.0119178,,41407472.02984274,
7.115,34631367.0,,1.0119571,,34222169.10183248,
7.116,30382875.0,,1.0119562,,30023903.208459023,
7.117,28038184.0,,1.0118432,,27710008.82350151,
7.118,26227791.0,,1.012031,,25915995.656259544,
7.119,22506239.0,,1.0122451,,22233981.67103995,
7.12,17460533.0,,1.0121936,,17250191.070166815,
7.121,13112752.0,,1.0119491,,12957916.559241962,
7.122,9816460.3,,1.0118144,,9701838.894564062,
7.123,7542679.9,,1.0119171,,7453851.605037606,
7.124,6258503.9,,1.0121482,,6183386.879510334,
7.125,5458402.6,,1.0118074,,5394705.158313727,
7.126,4859320.2,,1.0118547,,4802389.31538293,
7.127,4476938.7,,1.0121834,,4423050.9016448995,
7.128,4014392.1,,1.012064,,3966539.7642836813,
7.129,3547849.8,,1.011937,,3505998.6935945614,
7.13,3165234.3,,1.0121046,,3127378.632603784,
7.131,2747373.0,,1.012265,,2714084.7505346923,
7.132,2579572.8,,1.0121251,,2548669.922324819,
