monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,97366953.0,,1.0118019,,96231241.51081352,
8.96,98340309.0,,1.0121674,,97158146.9626467,
8.961,98638981.0,,1.0121882,,97451225.96766096,
8.962,98202527.0,,1.0119946,,97038587.95293967,
8.963,99781752.0,,1.0120205,,98596571.90738726,
8.964,101851660.0,,1.0122608,,100618002.7913755,
8.965,102141100.0,,1.0121267,,100917306.1040678,
8.966,103846830.0,,1.0121539,,102599841.78295416,
8.967,104174170.0,,1.0121555,,102923088.39896637,
8.968,105355150.0,,1.0118422,,104122115.08869663,
8.969,107034690.0,,1.0121354,,105751355.00645466,
8.97,108652210.0,,1.0121085,,107352334.26060545,
8.971,108877920.0,,1.0122512,,107560178.73824206,
8.972,110180640.0,,1.0118483,,108890473.00865158,
8.973,111548940.0,,1.0121808,,110206536.22356795,
8.974,112694780.0,,1.0119683,,111361966.57543522,
8.975,112780940.0,,1.0122688,,111414023.62692598,
8.976,112959890.0,,1.0122486,,111593031.59322721,
8.977,113346900.0,,1.0118714,,112017100.19672461,
8.978,112061860.0,,1.01208,,110724310.33119911,
8.979,108166060.0,,1.0121974,,106862613.95257486,
8.98,100818120.0,,1.0118602,,99636412.22374395,
8.981,90166786.0,,1.0122874,,89072318.79009855,
8.982,80899313.0,,1.0120214,,79938342.21292157,
8.983,72496930.0,,1.0121232,,71628562.60976924,
8.984,69135973.0,,1.0122122,,68301857.06119725,
8.985,68108221.0,,1.0118842,,67308315.51673602,
8.986,67363799.0,,1.0118301,,66576195.94435864,
8.987,66019049.0,,1.0119549,,65239121.8225239,
8.988,63129464.0,,1.0118224,,62391842.67911048,
8.989,60409715.0,,1.0122298,,59679842.46265028,
8.99,56199429.0,,1.0120522,,55530168.30554787,
8.991,52487734.0,,1.0122422,,51852939.93868266,
8.992,47814904.0,,1.012016,,47247181.86273735,
8.993,42811284.0,,1.0122842,,42291763.518585,
8.994,39321785.0,,1.0121395,,38850163.44090909,
8.995,36567768.0,,1.0118918,,36138021.8715084,
8.996,35241093.0,,1.0118656,,34827839.78425594,
8.997,35148822.0,,1.0057526,,34947781.39276001,
8.998,35921793.0,,1.0118208,,35502129.42845216,
8.999,37017046.0,,1.0119629,,36579449.70116987,
