monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,174984400.0,,1.012095,,172893256.06785926,
7.093,174243370.0,,1.0121898,,172144957.39830613,
7.094,173714430.0,,1.0118106,,171686706.97855902,
7.095,173685910.0,,1.0121728,,171597092.9074561,
7.096,173694400.0,,1.0121517,,171609058.20738137,
7.097,173069830.0,,1.0117891,,171053265.94247752,
7.098,172809450.0,,1.0057011,,171829830.9507666,
7.099,172958140.0,,1.0121242,,170886280.55726758,
7.1,172251590.0,,1.0120944,,170193205.29784572,
7.101,171593560.0,,1.0122723,,169513242.63244188,
7.102,171066010.0,,1.0117923,,169072259.19786108,
7.103,170417530.0,,1.0118659,,168419085.9678145,
7.104,170199690.0,,1.0118128,,168212627.86950314,
7.105,169217710.0,,1.0118029,,167243748.75778672,
7.106,168223860.0,,1.0119674,,166234465.65571183,
7.107,166759990.0,,1.0118288,,164810479.7965822,
7.108,165052120.0,,1.0119773,,163098638.67499793,
7.109,162661470.0,,1.012223,,160697267.30177045,
7.11,158275350.0,,1.0118691,,156418799.62536657,
7.111,150842020.0,,1.011959,,149059418.41517293,
7.112,131267320.0,,1.0120822,,129700255.57212645,
7.113,99040622.0,,1.012231,,97843893.3405517,
7.114,70442315.0,,1.0118634,,69616427.47430137,
7.115,56013087.0,,1.0121357,,55341479.40834416,
7.116,47653369.0,,1.0117923,,47097975.54300423,
7.117,43731604.0,,1.005617,,43487335.63573408,
7.118,41087408.0,,1.0118995,,40604237.871448696,
7.119,36543608.0,,1.0121472,,36105032.94382477,
7.12,29375473.0,,1.0121997,,29021420.377816748,
7.121,22065418.0,,1.0118618,,21806750.684727896,
7.122,16557957.0,,1.0120803,,16360319.433151698,
7.123,12631011.0,,1.0118477,,12483114.800774861,
7.124,10152249.0,,1.0122154,,10029731.813999273,
7.125,8684622.3,,1.0118768,,8582687.437838282,
7.126,7644443.9,,1.0119805,,7553943.875400762,
7.127,6871672.7,,1.0119725,,6790374.936077809,
7.128,6217913.4,,1.0122643,,6142578.968753517,
7.129,5593334.2,,1.0122189,,5525814.82128026,
7.13,4919790.2,,1.012048,,4861222.194994704,
7.131,4320371.5,,1.0118272,,4269870.883091501,
7.132,3970978.7,,1.012153,,3923298.849087045,
