monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,82883606.0,,1.0122035,,81884330.57186623,
8.96,82284784.0,,1.0120202,,81307452.16350424,
8.961,82653305.0,,1.0118925,,81681902.96894185,
8.962,82061780.0,,1.0120582,,81084052.2807878,
8.963,82067711.0,,1.012281,,81072064.97010218,
8.964,83046657.0,,1.0118045,,82077769.96445459,
8.965,83315479.0,,1.012152,,82315184.87341823,
8.966,82798680.0,,1.0122307,,81798230.38364674,
8.967,83457932.0,,1.0121082,,82459495.93136387,
8.968,83759502.0,,1.0122227,,82748096.83679293,
8.969,82531609.0,,1.012097,,81545157.23295297,
8.97,83401440.0,,1.0121667,,82398917.09537569,
8.971,82866677.0,,1.012033,,81881398.13622679,
8.972,83073173.0,,1.0122518,,82067696.00212121,
8.973,82187531.0,,1.0121232,,81203089.70291364,
8.974,82118313.0,,1.0118662,,81155307.88556826,
8.975,81771028.0,,1.0117987,,80817486.7194433,
8.976,81892189.0,,1.0122678,,80899727.32512088,
8.977,82487177.0,,1.0122669,,81487577.04119338,
8.978,80204304.0,,1.0121075,,79244847.01476869,
8.979,77860405.0,,1.0122662,,76916926.5950004,
8.98,72576517.0,,1.0118893,,71723771.5627589,
8.981,63786724.0,,1.0119002,,63036576.13665854,
8.982,55099419.0,,1.0119498,,54448767.1226379,
8.983,49698753.0,,1.0120595,,49106552.529767275,
8.984,48005445.0,,1.0121971,,47426973.461986795,
8.985,46419511.0,,1.0121766,,45861078.98562365,
8.986,45714200.0,,1.0122019,,45163124.076332994,
8.987,43461996.0,,1.012231,,42936835.564214095,
8.988,41708789.0,,1.0121987,,41206127.80870002,
8.989,39502910.0,,1.0121344,,39029312.707877524,
8.99,36346749.0,,1.0118499,,35921087.70283023,
8.991,33541300.0,,1.011793,,33150357.83010952,
8.992,29925777.0,,1.0119581,,29572150.26985801,
8.993,26884605.0,,1.0122717,,26558684.787888467,
8.994,24201891.0,,1.0122749,,23908417.565228578,
8.995,22476167.0,,1.0120221,,22209166.18322861,
8.996,21833635.0,,1.0121344,,21571873.2611005,
8.997,21424786.0,,1.012057,,21169544.7983661,
8.998,21865988.0,,1.0120077,,21606543.112270784,
8.999,22292244.0,,1.0120749,,22026278.885090422,
