# == pyFAI calibration ==
# Distance Sample to Detector: 0.3999999939076516 m
# PONI: 9.750e-02, 1.135e-01 m
# Rotations: -0.000175 0.000000 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.000 mm
# Center: x=1514.000, y=1300.000 pix
# Tilt: 0.010 deg  TiltPlanRot: 0.010 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.888e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /home/myspot/data/2024_07_Rosario/Ru-CGO-ex/2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002_data_000085.dat
#       q_nm^-1             I 
  2.003187e-02    0.000000e+00
  3.590745e-02    7.159866e-02
  5.178302e-02    7.652282e-02
  6.765859e-02    1.083260e-01
  8.353417e-02    8.947652e-02
  9.940974e-02    1.617768e-03
  1.152853e-01    0.000000e+00
  1.311609e-01    5.239660e-02
  1.470365e-01    6.883736e-02
  1.629120e-01    1.389385e-02
  1.787876e-01    2.565632e-02
  1.946632e-01    5.748492e-02
  2.105388e-01    8.492098e-02
  2.264143e-01    2.961127e-02
  2.422899e-01    3.148777e-02
  2.581655e-01    2.640839e-02
  2.740411e-01    0.000000e+00
  2.899166e-01    1.687165e-02
  3.057922e-01    6.489373e-02
  3.216678e-01    3.901101e-02
  3.375433e-01    1.398510e-02
  3.534189e-01    1.466360e-02
  3.692945e-01    2.922495e-02
  3.851701e-01    2.158295e-02
  4.010456e-01    4.351600e-02
  4.169212e-01    5.863251e-02
  4.327968e-01    6.450772e-02
  4.486724e-01    3.431027e-02
  4.645479e-01    2.077351e-02
  4.804235e-01    2.593298e-02
  4.962991e-01    2.820132e-02
  5.121747e-01    4.444990e-02
  5.280502e-01    3.877718e-02
  5.439258e-01    2.225312e-02
  5.598014e-01    2.754031e-02
  5.756770e-01    4.123082e-02
  5.915525e-01    4.189571e-02
  6.074281e-01    1.434441e-02
  6.233037e-01    2.259903e-02
