# == pyFAI calibration ==
# Distance Sample to Detector: 0.3999999939076516 m
# PONI: 9.750e-02, 1.135e-01 m
# Rotations: -0.000175 0.000000 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.000 mm
# Center: x=1514.000, y=1300.000 pix
# Tilt: 0.010 deg  TiltPlanRot: 0.010 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.888e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /home/myspot/data/2024_07_Rosario/Ru-CGO-ex/2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002_data_000172.dat
#       q_nm^-1             I 
  2.003187e-02    7.712624e-02
  3.590745e-02    6.421112e-02
  5.178302e-02    2.671360e-02
  6.765859e-02    5.596884e-02
  8.353417e-02    1.690860e-02
  9.940974e-02    6.724872e-02
  1.152853e-01    9.073436e-02
  1.311609e-01    6.996091e-02
  1.470365e-01    6.700265e-03
  1.629120e-01    1.027534e-01
  1.787876e-01    6.340504e-02
  1.946632e-01    3.827359e-02
  2.105388e-01    5.551288e-02
  2.264143e-01    8.839185e-02
  2.422899e-01    6.068011e-02
  2.581655e-01    1.826172e-02
  2.740411e-01    2.486959e-02
  2.899166e-01    1.934643e-02
  3.057922e-01    4.917550e-02
  3.216678e-01    3.334873e-02
  3.375433e-01    1.378463e-02
  3.534189e-01    2.186711e-02
  3.692945e-01    3.886875e-02
  3.851701e-01    3.418591e-02
  4.010456e-01    3.819967e-02
  4.169212e-01    4.740545e-02
  4.327968e-01    1.438432e-02
  4.486724e-01    2.121723e-02
  4.645479e-01    1.855777e-02
  4.804235e-01    6.432561e-02
  4.962991e-01    6.757257e-02
  5.121747e-01    3.986289e-02
  5.280502e-01    3.950659e-02
  5.439258e-01    5.177942e-02
  5.598014e-01    4.025952e-02
  5.756770e-01    3.149302e-02
  5.915525e-01    3.168017e-02
  6.074281e-01    1.545071e-02
  6.233037e-01    1.701596e-02
  6.391793e-01    3.429415e-02
  6.550548e-01    2.556804e-02
  6.709304e-01    3.716011e-02
  6.868060e-01    3.450832e-02
  7.026815e-01    4.575020e-02
  7.185571e-01    2.086426e-02
  7.344327e-01    1.050119e-02
  7.503083e-01    4.717069e-02
  7.661838e-01    7.001089e-02
  7.820594e-01    7.555036e-02
  7.979350e-01    1.388003e-01
  8.138106e-01    1.817531e-01
  8.296861e-01    2.244896e-01
  8.455617e-01    2.750561e-01
  8.614373e-01    3.438016e-01
  8.773129e-01    3.453263e-01
  8.931884e-01    4.192390e-01
  9.090640e-01    5.544223e-01
  9.249396e-01    6.421998e-01
  9.408152e-01    6.479559e-01
  9.566907e-01    7.630935e-01
  9.725663e-01    8.610781e-01
  9.884419e-01    9.553156e-01
  1.004317e+00    1.132807e+00
  1.020193e+00    1.103045e+00
  1.036069e+00    1.154946e+00
  1.051944e+00    1.223699e+00
  1.067820e+00    1.313349e+00
  1.083695e+00    1.435813e+00
  1.099571e+00    1.344792e+00
  1.115446e+00    1.312677e+00
  1.131322e+00    1.436331e+00
  1.147198e+00    1.490911e+00
  1.163073e+00    1.536866e+00
  1.178949e+00    1.532913e+00
  1.194824e+00    1.603285e+00
  1.210700e+00    1.765318e+00
  1.226575e+00    2.036898e+00
  1.242451e+00    2.135617e+00
  1.258327e+00    2.187585e+00
  1.274202e+00    2.303772e+00
  1.290078e+00    2.345564e+00
  1.305953e+00    2.439095e+00
  1.321829e+00    2.473919e+00
  1.337705e+00    2.496662e+00
  1.353580e+00    2.407718e+00
  1.369456e+00    2.431218e+00
  1.385331e+00    2.511251e+00
  1.401207e+00    2.479084e+00
  1.417082e+00    2.435501e+00
  1.432958e+00    2.664099e+00
  1.448834e+00    2.738064e+00
  1.464709e+00    2.786621e+00
  1.480585e+00    2.928230e+00
  1.496460e+00    2.717800e+00
  1.512336e+00    2.730430e+00
  1.528211e+00    2.871321e+00
  1.544087e+00    2.918807e+00
