# == pyFAI calibration ==
# Distance Sample to Detector: 0.3999999939076516 m
# PONI: 9.750e-02, 1.135e-01 m
# Rotations: -0.000175 0.000000 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.000 mm
# Center: x=1514.000, y=1300.000 pix
# Tilt: 0.010 deg  TiltPlanRot: 0.010 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.888e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /home/myspot/data/2024_07_Rosario/Ru-CGO-ex/2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002_data_000009.dat
#       q_nm^-1             I 
  2.003187e-02    9.938969e-02
  3.590745e-02    1.560978e-01
  5.178302e-02    4.581373e-02
  6.765859e-02    2.065797e-01
  8.353417e-02    1.706136e-01
  9.940974e-02    3.203979e-02
  1.152853e-01    2.774768e-02
  1.311609e-01    1.852852e-02
  1.470365e-01    1.268926e-02
  1.629120e-01    2.331523e-02
  1.787876e-01    1.236549e-02
  1.946632e-01    2.729819e-02
  2.105388e-01    2.065802e-02
  2.264143e-01    1.880496e-02
  2.422899e-01    3.653629e-02
  2.581655e-01    6.858983e-02
  2.740411e-01    5.881839e-02
  2.899166e-01    2.082148e-02
  3.057922e-01    1.286936e-02
  3.216678e-01    1.460677e-02
  3.375433e-01    5.232389e-02
  3.534189e-01    4.345289e-02
  3.692945e-01    6.245703e-02
  3.851701e-01    2.634755e-02
  4.010456e-01    1.994371e-02
  4.169212e-01    4.148717e-02
  4.327968e-01    4.125639e-02
  4.486724e-01    2.676031e-02
  4.645479e-01    3.406818e-02
  4.804235e-01    4.944712e-02
  4.962991e-01    3.702109e-02
  5.121747e-01    5.488529e-02
  5.280502e-01    5.733385e-02
  5.439258e-01    4.249665e-02
  5.598014e-01    3.936038e-02
  5.756770e-01    7.438821e-02
  5.915525e-01    5.969824e-02
  6.074281e-01    4.933574e-02
  6.233037e-01    4.704309e-02
  6.391793e-01    2.624006e-02
  6.550548e-01    4.679808e-02
  6.709304e-01    3.373131e-02
  6.868060e-01    4.640022e-02
  7.026815e-01    4.680035e-02
  7.185571e-01    4.362157e-02
  7.344327e-01    3.643888e-02
  7.503083e-01    3.993799e-02
  7.661838e-01    7.968310e-02
  7.820594e-01    1.006532e-01
  7.979350e-01    1.202643e-01
  8.138106e-01    2.039646e-01
  8.296861e-01    2.655477e-01
  8.455617e-01    3.031963e-01
  8.614373e-01    3.554075e-01
  8.773129e-01    4.249646e-01
  8.931884e-01    4.936387e-01
  9.090640e-01    5.640698e-01
  9.249396e-01    6.213602e-01
  9.408152e-01    6.935727e-01
  9.566907e-01    8.750361e-01
  9.725663e-01    8.309309e-01
  9.884419e-01    9.177533e-01
  1.004317e+00    1.031664e+00
  1.020193e+00    1.147975e+00
  1.036069e+00    1.263352e+00
  1.051944e+00    1.338899e+00
  1.067820e+00    1.356712e+00
  1.083695e+00    1.346107e+00
  1.099571e+00    1.375186e+00
  1.115446e+00    1.413814e+00
  1.131322e+00    1.432091e+00
  1.147198e+00    1.525519e+00
  1.163073e+00    1.573398e+00
  1.178949e+00    1.589877e+00
  1.194824e+00    1.718801e+00
  1.210700e+00    1.849832e+00
  1.226575e+00    2.115984e+00
  1.242451e+00    2.382625e+00
  1.258327e+00    2.393410e+00
  1.274202e+00    2.525335e+00
  1.290078e+00    2.513732e+00
  1.305953e+00    2.596560e+00
  1.321829e+00    2.725560e+00
  1.337705e+00    2.590537e+00
  1.353580e+00    2.523005e+00
  1.369456e+00    2.537338e+00
  1.385331e+00    2.624383e+00
  1.401207e+00    2.773505e+00
  1.417082e+00    2.785758e+00
  1.432958e+00    2.700523e+00
  1.448834e+00    2.824803e+00
  1.464709e+00    2.920697e+00
  1.480585e+00    3.037134e+00
  1.496460e+00    2.986392e+00
  1.512336e+00    2.932951e+00
  1.528211e+00    2.918923e+00
  1.544087e+00    2.997237e+00
  1.559963e+00    3.076478e+00
  1.575838e+00    3.037354e+00
