monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,137305480.0,,1.0118826,,135693093.2501458,
8.96,137403000.0,,1.0119363,,135782262.1838944,
8.961,137383030.0,,1.0119123,,135765747.6838655,
8.962,137743130.0,,1.0118365,,136131805.87970486,
8.963,137653160.0,,1.0119229,,136031272.73826888,
8.964,138171060.0,,1.011961,,136537929.82140616,
8.965,137680810.0,,1.0120886,,136036321.3260183,
8.966,137175470.0,,1.012208,,135521029.2746155,
8.967,139097420.0,,1.0117846,,137477304.95206195,
8.968,138764830.0,,1.0122867,,137080562.2557325,
8.969,139989230.0,,1.0120554,,138321706.49946633,
8.97,140240070.0,,1.0119309,,138586607.04994777,
8.971,141397520.0,,1.0118576,,139740532.6599316,
8.972,142630500.0,,1.0121235,,140922031.7481019,
8.973,143801210.0,,1.01228,,142056753.07227248,
8.974,144175610.0,,1.0120845,,142454123.1488082,
8.975,143041640.0,,1.0118272,,141369633.07568723,
8.976,142781910.0,,1.0118141,,141114766.04249734,
8.977,143391910.0,,1.0056563,,142585404.178346,
8.978,143222480.0,,1.0119386,,141532776.79100296,
8.979,142268070.0,,1.011921,,140592071.9107519,
8.98,138642450.0,,1.0121453,,136978801.3637963,
8.981,133736380.0,,1.0119811,,132153041.19810142,
8.982,122998390.0,,1.0117885,,121565317.25750984,
8.983,110550670.0,,1.01196,,109244110.4391478,
8.984,99034887.0,,1.0120294,,97857717.3746138,
8.985,90208541.0,,1.0122026,,89121032.68653925,
8.986,85973328.0,,1.0118438,,84966995.89403027,
8.987,85555596.0,,1.0121741,,84526561.19139978,
8.988,84268872.0,,1.0121994,,83253232.51525341,
8.989,82607531.0,,1.0118842,,81637336.56479666,
8.99,79018856.0,,1.0120602,,78077229.00278066,
8.991,74984244.0,,1.0118733,,74104380.45949033,
8.992,71084107.0,,1.0121411,,70231420.30295974,
8.993,65458495.0,,1.0119859,,64683208.53086985,
8.994,60110070.0,,1.011895,,59403465.774611,
8.995,55172200.0,,1.011904,,54523156.34684714,
8.996,50780868.0,,1.0122448,,50166588.161282726,
8.997,47761253.0,,1.011952,,47197152.63174538,
8.998,46657337.0,,1.0120883,,46100065.57728214,
8.999,47595860.0,,1.0119315,,47034665.884004995,
