monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,116155410.0,,1.57201e-09,,7.388973988715085e+16,
8.887,117353530.0,,1.57201e-09,,7.465189788869027e+16,
8.895,118259560.0,,1.57201e-09,,7.522824918416549e+16,
8.903,119336150.0,,1.57201e-09,,7.591309851718501e+16,
8.911,120041290.0,,1.57201e-09,,7.636165800472006e+16,
8.919,120750860.0,,1.57201e-09,,7.681303554048638e+16,
8.927,122872210.0,,1.57201e-09,,7.816248624372618e+16,
8.935,124431740.0,,1.57201e-09,,7.915454736293026e+16,
8.943,126103240.0,,1.57201e-09,,8.021783576440354e+16,
8.951,125965270.0,,1.57201e-09,,8.013006914714283e+16,
8.959,124368265.0,53209.785284287704,1.57201e-09,0.0,7.911416912106157e+16,33848248601657.367
8.9595,124295700.0,,1.57201e-09,,7.906800847322854e+16,
8.96,124231410.0,,1.57201e-09,,7.902711178682069e+16,
8.9605,124502350.0,,1.57201e-09,,7.919946437999758e+16,
8.961,124025180.0,,1.57201e-09,,7.889592305392459e+16,
8.9615,124165210.0,,1.57201e-09,,7.898500009541923e+16,
8.962,124592720.0,,1.57201e-09,,7.925695129165845e+16,
8.9625,124507650.0,,1.57201e-09,,7.920283585982277e+16,
8.963,124155890.0,,1.57201e-09,,7.897907137995306e+16,
8.9635,124136900.0,,1.57201e-09,,7.896699130412656e+16,
8.964,123764380.0,,1.57201e-09,,7.873002080139438e+16,
8.9645,123953940.0,,1.57201e-09,,7.885060527604786e+16,
8.965,123816910.0,,1.57201e-09,,7.876343661935992e+16,
8.9655,123504390.0,,1.57201e-09,,7.8564633812762e+16,
8.966,123576510.0,,1.57201e-09,,7.861051138351538e+16,
8.9665,123397960.0,,1.57201e-09,,7.849693068110253e+16,
8.967,123361870.0,,1.57201e-09,,7.84739728118778e+16,
8.9675,123260350.0,,1.57201e-09,,7.840939307001864e+16,
8.968,123018190.0,,1.57201e-09,,7.825534824842082e+16,
8.9685,122653160.0,,1.57201e-09,,7.802314234642274e+16,
8.969,122801750.0,,1.57201e-09,,7.81176646458992e+16,
8.9695,122475870.0,,1.57201e-09,,7.791036316562872e+16,
8.97,122669690.0,,1.57201e-09,,7.803365754670771e+16,
8.9705,122442890.0,,1.57201e-09,,7.788938365532026e+16,
8.971,122494280.0,,1.57201e-09,,7.792207428705925e+16,
8.9715,122350640.0,,1.57201e-09,,7.783070082251386e+16,
8.972,121869560.0,,1.57201e-09,,7.752467223490944e+16,
8.9725,121402570.0,,1.57201e-09,,7.72276066946139e+16,
8.973,121052990.0,,1.57201e-09,,7.700522897437038e+16,
8.9735,120886770.0,,1.57201e-09,,7.689949173351314e+16,
8.974,120889300.0,,1.57201e-09,,7.690110113803347e+16,
