monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,862612810.0,,1.0121229,,852280696.3462639,
7.093,862693470.0,,1.0121398,,852346158.109779,
7.094,862774190.0,,1.0122509,,852332351.5938588,
7.095,862854950.0,,1.0121267,,852516735.3059651,
7.096,862935780.0,,1.0120624,,852650765.4073503,
7.097,863016650.0,,1.0118182,,852936476.1377094,
7.098,863097580.0,,1.01228,,852627316.5527323,
7.099,863178560.0,,1.0122064,,852769316.6136867,
7.1,863259600.0,,1.0119366,,853076763.9000309,
7.101,863340690.0,,1.0118893,,853196777.5526434,
7.102,863421840.0,,1.0118858,,853279925.4619445,
7.103,863503040.0,,1.0121725,,853118455.5992186,
7.104,863584290.0,,1.0119546,,853382444.232182,
7.105,863665600.0,,1.0118854,,853521159.6095763,
7.106,863746960.0,,1.0119725,,853528094.8840014,
7.107,863828380.0,,1.0122861,,853344108.9431139,
7.108,863909850.0,,1.0121174,,853566839.1828854,
7.109,863991380.0,,1.0118227,,853896023.4831656,
7.11,864072950.0,,1.012041,,853792435.2867128,
7.111,864154590.0,,1.0122307,,853713081.415136,
7.112,864236270.0,,1.0119427,,854036765.12514,
7.113,864318010.0,,1.0122362,,853869887.2852008,
7.114,864399810.0,,1.0122579,,853932392.1305034,
7.115,864481660.0,,1.0119792,,854248447.0036538,
7.116,864563560.0,,1.011808,,854473931.8131503,
7.117,864645520.0,,1.0118886,,854486867.4278967,
7.118,864727530.0,,1.0120483,,854433064.1136396,
7.119,864809590.0,,1.0121587,,854420942.0913934,
7.12,864891710.0,,1.0118195,,854788536.8882493,
7.121,864973890.0,,1.0119738,,854739411.2377217,
7.122,865056110.0,,1.0122483,,854588849.3959436,
7.123,865138400.0,,1.0119005,,854963902.0832582,
7.124,865220730.0,,1.012079,,854894459.8198363,
7.125,865303120.0,,1.0119302,,855101587.0462213,
7.126,865385560.0,,1.0120573,,855075656.2894216,
7.127,865468060.0,,1.0121366,,855090172.6110883,
7.128,865550610.0,,1.0119821,,855302292.4022075,
7.129,865633220.0,,1.0122621,,855147318.0710806,
7.13,865715880.0,,1.0118618,,855567311.6625216,
7.131,865798590.0,,1.012255,,855316684.0371251,
7.132,865881360.0,,1.011896,,855701929.8425926,
