monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,178977370.0,,1.0113683,,176965572.284597,
7.093,178373010.0,,1.0120486,,176249450.8662924,
7.094,178255310.0,,1.0120131,,176139330.60747927,
7.095,178042220.0,,1.0120995,,175913751.56296393,
7.096,177714190.0,,1.0118358,,175635404.47965965,
7.097,177370480.0,,1.0120637,,175256241.2820458,
7.098,177122180.0,,1.0122605,,174976876.01165906,
7.099,176256340.0,,1.012271,,174119716.95326647,
7.1,176072180.0,,1.0118394,,174011982.53398713,
7.101,175436000.0,,1.0119568,,173363131.70680803,
7.102,175581120.0,,1.0118042,,173532705.2407966,
7.103,175009030.0,,1.0119088,,172949410.065413,
7.104,174111410.0,,1.0120086,,172045385.78031847,
7.105,172804280.0,,1.0120614,,170744857.97007966,
7.106,172134400.0,,1.0119802,,170096608.60953605,
7.107,170421320.0,,1.012055,,168391362.12952855,
7.108,168548050.0,,1.012112,,166531026.21053797,
7.109,165424560.0,,0.0,,inf,
7.11,160701340.0,,1.0119446,,158804483.96088085,
7.111,151891260.0,,1.0118294,,150115483.89481467,
7.112,130075560.0,,1.0117907,,128559750.54919957,
7.113,96112644.0,,1.0118554,,94986540.56696244,
7.114,69222986.0,,1.0122598,,68384604.42665015,
7.115,56118418.0,,1.0121165,,55446599.279825985,
7.116,48326552.0,,1.0119142,,47757558.89185071,
7.117,44361919.0,,1.0121661,,43828694.71720106,
7.118,41776330.0,,1.0120406,,41279302.43114752,
7.119,36574835.0,,1.0121971,,36134103.723474406,
7.12,28973363.0,,1.0121466,,28625658.575546272,
7.121,21883868.0,,1.0119008,,21626495.403502002,
7.122,16218248.0,,1.0119706,,16026402.348052405,
7.123,12410377.0,,1.012007,,12263133.555400306,
7.124,10115148.0,,1.0118842,,9996349.384643026,
7.125,8670951.3,,1.0122029,,8566416.179997114,
7.126,7683509.1,,1.0118333,,7593651.147871887,
7.127,6971291.4,,1.0120573,,6888237.849773922,
7.128,6272607.5,,1.0120842,,6197713.095412416,
7.129,5546443.6,,1.0121968,,5479609.89404432,
7.13,5007713.3,,1.0119846,,4948408.602265292,
7.131,4269566.4,,1.0121027,,4218511.026598388,
7.132,4000292.2,,1.0119834,,3952922.7455707276,
