monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,91183742.0,,1.0122762,,90077927.34828696,
8.96,90826281.0,,1.011991,,89750087.69840838,
8.961,89993622.0,,1.0118614,,88938684.68547176,
8.962,89795828.0,,1.0120691,,88724997.13705319,
8.963,90703375.0,,1.0117981,,89645725.762877,
8.964,91621218.0,,1.0119171,,90542217.34171702,
8.965,92429369.0,,1.0119878,,91334469.64479215,
8.966,92031682.0,,1.0117869,,90959550.86985214,
8.967,92757467.0,,1.0118342,,91672595.1741896,
8.968,93008006.0,,1.0121936,,91887565.77793023,
8.969,94357584.0,,1.0121402,,93225804.09314837,
8.97,95469749.0,,1.0119658,,94340884.84017938,
8.971,95535475.0,,1.011825,,94418970.6718059,
8.972,96568041.0,,1.0122698,,95397532.35748018,
8.973,97034818.0,,1.0122458,,95860924.29328923,
8.974,97171001.0,,1.0121363,,96005845.260169,
8.975,98239469.0,,1.012185,,97056831.50807413,
8.976,98060134.0,,1.0119139,,96905610.25004204,
8.977,99214260.0,,1.0120525,,98032720.63455206,
8.978,99283214.0,,1.011807,,98124656.18443044,
8.979,97581905.0,,1.0120672,,96418404.82529224,
8.98,91568944.0,,1.0122733,,90458717.02829662,
8.981,81415251.0,,1.0118576,,80461174.57634355,
8.982,73192425.0,,1.0118534,,72335009.2019259,
8.983,68226326.0,,1.0122509,,67400607.8927665,
8.984,65469497.0,,1.0119875,,64693977.93945083,
8.985,63826200.0,,1.0121763,,63058382.2205677,
8.986,62199929.0,,1.0118986,,61468539.43665896,
8.987,60663512.0,,1.0121443,,59935635.65985601,
8.988,58719765.0,,1.011896,,58029446.702032626,
8.989,56338363.0,,1.0119552,,55672783.73588079,
8.99,52577065.0,,1.0121062,,51948170.063576326,
8.991,48603479.0,,1.0120077,,48026787.740844265,
8.992,44510478.0,,1.011832,,43989988.45658172,
8.993,40355806.0,,1.0119882,,39877743.63376965,
8.994,36958909.0,,1.011881,,36524955.997790255,
8.995,34822976.0,,1.0118771,,34414234.69312627,
8.996,33790215.0,,1.0120614,,33387514.82864577,
8.997,33833507.0,,1.0122125,,33425300.517430875,
8.998,34392456.0,,1.0119309,,33986960.96739411,
8.999,35293743.0,,1.0122458,,34866771.48969153,
