# Scan number: 5
# Command: k-scan 3 12 8.979 180 1 10
# Date: Fri Jul 26 10:31:05 2024
# date: Fri Jul 26 10:31:05 2024
# C Fri Jul 26 10: 53:10 2024.  do ./2023-07_EXAFS.mac.
Energy	monobr	monoh	cr2latr	cr2vetr	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1
9.01329	12.670699	25	-58.6672	12.5891	86552550	1	0	0	0	297.78627	12.673537	1.671847e-09	2.844303e-10	-1790.667	7.7091023e+08	2.0188804e+08	1.012209	12.657086	0.8840928	4346	52	68	2032	2	521	0	0	0	16.997457	0	9.0113056	0	0	0	0	0	0	297.846	-5.22782e-13	297.792	1.66462e-09	2.82537e-10	0	24	4483933.4	4483933.4
9.01444	12.669064	25	-58.6672	12.589	86552553	1.0200544	0	0	0	297.77311	12.671037	1.675676e-09	2.848317e-10	-1790.667	7.7091023e+08	2.0221135e+08	1.0280963	13.392084	0.8904128	4383	70	65	2079	4	545	0	0	0	16.997457	0	9.0130544	0	0	0	0	0	0	297.846	-5.22782e-13	297.773	1.68239e-09	2.83615e-10	0	15	4493901.7	4493901.7
9.0156	12.667399	25	-58.6672	12.5889	86552556	1.0404384	0	0	0	297.7475	12.671037	1.672795e-09	2.852403e-10	-1790.667	7.7091023e+08	2.0254023e+08	1.0520259	12.269295	0.92294976	4586	68	62	2215	0	546	0	0	0	16.997457	0	9.0130544	0	0	0	0	0	0	297.846	-5.22782e-13	297.75	1.6763e-09	2.85217e-10	0	6	4485872.3	4485872.3
9.01678	12.665709	25	-58.6672	12.5888	86552558	1.061152	0	0	0	297.72266	12.668537	1.679773e-09	2.868212e-10	-1790.667	7.7091023e+08	2.0370248e+08	1.0682106	11.737281	0.94283168	4542	61	75	2160	2	543	1	0	0	16.997457	0	9.0148039	0	0	0	0	0	0	297.846	-5.22782e-13	297.733	1.67719e-09	2.86951e-10	0	13	4504275.6	4504275.6
9.01799	12.663989	25	-58.6672	12.5887	86552561	1.0821956	0	0	0	297.70848	12.666037	1.652104e-09	2.885763e-10	-1790.667	7.7091023e+08	2.0498995e+08	1.0941434	12.721434	0.95495264	4781	48	70	2317	3	583	0	0	0	16.997457	0	9.0165542	0	0	0	0	0	0	297.846	-5.22782e-13	297.708	1.66046e-09	2.88336e-10	0	23	4429770	4429770
9.01921	12.662244	25	-58.6672	12.5887	86552564	1.1035684	0	0	0	297.68576	12.666037	1.642636e-09	2.919194e-10	-1790.667	7.7091023e+08	2.0740653e+08	1.1081174	13.338341	0.96031296	4944	54	81	2310	2	640	2	0	0	16.997457	0	9.0165542	0	0	0	0	0	0	297.846	-5.22782e-13	297.693	1.65066e-09	2.91403e-10	0	23	4404071.3	4404071.3
9.02045	12.660474	25	-58.6672	12.5886	86552566	1.1252712	0	0	0	297.66335	12.663537	1.646725e-09	2.916245e-10	-1790.667	7.7091023e+08	2.0723947e+08	1.1318822	13.073219	0.9839088	5033	60	75	2415	3	605	0	0	0	16.997457	0	9.0183051	0	0	0	0	0	0	297.846	-5.22782e-13	297.671	1.63991e-09	2.92395e-10	0	22	4414716.3	4414716.3
9.02171	12.658679	25	-58.6672	12.5885	86552569	1.1473032	0	0	0	297.64645	12.661037	1.617753e-09	2.936389e-10	-1790.667	7.7091023e+08	2.0871445e+08	1.1558342	13.928779	0.99484064	5252	52	89	2589	2	618	0	0	0	16.997457	0	9.0200568	0	0	0	0	0	0	297.846	-5.22782e-13	297.646	1.61387e-09	2.93312e-10	0	19	4336727.9	4336727.9
9.02299	12.656859	25	-58.6672	12.5884	86552572	1.1696652	0	0	0	297.62225	12.658537	1.592468e-09	2.934044e-10	-1790.667	7.7091023e+08	2.0859191e+08	1.1802256	13.305605	1.0231894	5274	64	92	2532	1	629	0	0	0	16.997457	0	9.0218091	0	0	0	0	0	0	297.846	-5.22782e-13	297.622	1.59774e-09	2.95703e-10	0	25	4268629.2	4268629.2
9.02428	12.655009	25	-58.6672	12.5883	86552575	1.1923568	0	0	0	297.59962	12.658537	1.592404e-09	2.95735e-10	-1790.667	7.7091023e+08	2.1029367e+08	1.2038675	13.68621	1.0391037	5434	67	94	2695	0	658	0	0	0	16.997457	0	9.0218091	0	0	0	0	0	0	297.846	-5.22782e-13	297.603	1.59563e-09	2.96401e-10	0	14	4268138.5	4268138.5
