monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,136882670.0,,1.0118058,,135285516.25222942,
7.093,135972570.0,,1.0120179,,134357870.54754663,
7.094,136516890.0,,1.0121984,,134871671.40355092,
7.095,135926000.0,,1.0122893,,134275843.871905,
7.096,136143210.0,,1.0121792,,134505046.14202702,
7.097,135606680.0,,1.0120954,,133986064.95000373,
7.098,134999990.0,,1.012216,,133370733.12415531,
7.099,135049670.0,,1.0118906,,133462718.20293616,
7.1,133858280.0,,1.0119216,,132281275.54545727,
7.101,133915660.0,,1.011975,,132330996.31907903,
7.102,133873680.0,,1.0122406,,132254801.87220313,
7.103,133496520.0,,1.0121123,,131898920.70277181,
7.104,132821070.0,,1.0120598,,131238361.60669556,
7.105,132242950.0,,1.0121626,,130653859.37002613,
7.106,130851870.0,,1.0119472,,129307013.25128426,
7.107,130218860.0,,1.0118653,,128691892.09275188,
7.108,128975510.0,,1.0120038,,127445677.57551898,
7.109,126164110.0,,1.0119744,,124671246.62442055,
7.11,122511730.0,,1.0121091,,121045972.21781723,
7.111,115032100.0,,1.0121325,,113653202.52042098,
7.112,96027460.0,,1.0122448,,94865846.68056582,
7.113,69741184.0,,1.0120051,,68913866.14553621,
7.114,50385331.0,,1.0119526,,49790208.55324646,
7.115,41081580.0,,1.0118115,,40602009.36636913,
7.116,35514658.0,,1.011785,,35100992.79985373,
7.117,32817245.0,,1.0118435,,32433123.304147333,
7.118,30609172.0,,1.0118934,,30249403.741540365,
7.119,26626496.0,,1.0120938,,26308328.338736985,
7.12,20868706.0,,1.0119341,,20622593.902112797,
7.121,15603725.0,,1.0118659,,15420743.993843451,
7.122,11624349.0,,1.0119446,,11487139.711007895,
7.123,8971944.8,,1.012127,,8864445.667391544,
7.124,7377416.0,,1.0120291,,7289727.143221475,
7.125,6387992.8,,1.0119203,,6312743.009503811,
7.126,5671810.5,,1.0120707,,5604164.313817207,
7.127,5164496.3,,1.0122,,5102248.863860897,
7.128,4666852.7,,1.0120317,,4611370.0786250075,
7.129,4176929.0,,1.0122746,,4126280.556678988,
7.13,3686912.0,,1.0117843,,3643970.360085643,
7.131,3251514.6,,1.0118202,,3213530.032312065,
7.132,3032952.5,,1.0119315,,2997191.509504349,
