monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,68657734.0,,1.0051165,,68308234.91605203,
8.96,69236419.0,,1.0121229,,68407126.24919365,
8.961,68185235.0,,1.0119395,,67380742.62344734,
8.962,67498775.0,,1.0118675,,66707128.15660153,
8.963,67424820.0,,1.011919,,66630649.291099384,
8.964,68714065.0,,1.0118768,,67907540.72037227,
8.965,68840418.0,,1.0119482,,68027610.50417402,
8.966,69479756.0,,1.0117869,,68670345.50457217,
8.967,69713888.0,,1.0120346,,68884885.95152774,
8.968,69502570.0,,1.012239,,68662213.17297594,
8.969,68963242.0,,1.0120045,,68145193.03026815,
8.97,68516369.0,,1.0118278,,67715444.26828359,
8.971,68928292.0,,1.0118499,,68121064.20132077,
8.972,68681638.0,,1.0122736,,67848887.88959822,
8.973,68845731.0,,1.0119664,,68031637.21641351,
8.974,68639066.0,,1.0122787,,67806490.4457636,
8.975,68615269.0,,1.0122438,,67785319.10988241,
8.976,69385942.0,,1.0120019,,68563055.06936301,
8.977,68329500.0,,1.0122499,,67502599.90146701,
8.978,67784160.0,,1.0118794,,66988378.25930639,
8.979,64846484.0,,1.0119603,,64080067.17259561,
8.98,60262651.0,,1.0120675,,59544102.54256757,
8.981,52027695.0,,1.0121898,,51401125.55965294,
8.982,45797019.0,,1.0119306,,45257074.941700555,
8.983,42045841.0,,1.0122291,,41537870.23115616,
8.984,41104147.0,,1.0119926,,40617043.04952428,
8.985,39203322.0,,1.0121558,,38732497.50680676,
8.986,39214798.0,,1.0122563,,38739989.07193761,
8.987,37097110.0,,1.0122291,,36648926.61157439,
8.988,35975686.0,,1.0122778,,35539341.07811117,
8.989,34085327.0,,1.0119018,,33684421.74922507,
8.99,31649232.0,,1.0118608,,31278246.968357705,
8.991,29144500.0,,1.012288,,28790719.637099322,
8.992,26118779.0,,1.0121392,,25805520.624040645,
8.993,24150153.0,,1.0118627,,23867025.63499969,
8.994,21896828.0,,1.0122618,,21631585.820980303,
8.995,20522700.0,,1.0120854,,20277636.650029734,
8.996,19734009.0,,1.0120867,,19498338.432863507,
8.997,20252820.0,,1.0117901,,20016819.694124304,
8.998,20648558.0,,1.0122669,,20398333.68057377,
8.999,21165176.0,,1.0120403,,20913372.718457952,
