monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,681143900.0,,1.0118902,,673140129.2353656,
8.96,681185600.0,,1.0121194,,673028893.626582,
8.961,678422230.0,,1.0122307,,670224910.1909279,
8.962,681926680.0,,1.0121731,,673725353.8945067,
8.963,682626290.0,,1.0121424,,674437006.0971657,
8.964,684341650.0,,1.0119824,,676238687.5502974,
8.965,683928570.0,,1.0122112,,675677734.0539207,
8.966,684198440.0,,1.0120867,,676027498.4346697,
8.967,684113090.0,,1.0119434,,676038887.1551511,
8.968,685209060.0,,1.0121344,,676994142.2799184,
8.969,687026370.0,,1.011904,,678944218.0285877,
8.97,685822220.0,,1.0120163,,677679025.5255771,
8.971,688163590.0,,1.0121904,,679875634.0704279,
8.972,686956670.0,,1.0122624,,678634976.4646004,
8.973,686556000.0,,1.0117933,,678553613.6679301,
8.974,683058430.0,,1.0119181,,675013550.9978526,
8.975,685155350.0,,1.0118624,,677123045.5840635,
8.976,679430840.0,,1.0121661,,671264172.9455274,
8.977,674386300.0,,1.0118179,,666509556.7097597,
8.978,656097610.0,,1.0122448,,648161008.0881621,
8.979,621233360.0,,1.0122038,,613743358.7979022,
8.98,559570650.0,,1.0119427,,552966734.1836647,
8.981,487809120.0,,1.0121014,,481976529.22918594,
8.982,430491960.0,,1.0121494,,425324522.24938333,
8.983,403192950.0,,1.0120541,,398390708.5599475,
8.984,400825030.0,,1.0118138,,396145051.58953154,
8.985,399352380.0,,1.011801,,394694589.1534007,
8.986,392517040.0,,1.0119002,,387900941.2193021,
8.987,375952540.0,,1.0118902,,371534915.5471611,
8.988,356062820.0,,1.012153,,351787545.95402074,
8.989,335443180.0,,1.0121616,,331412671.6524318,
8.99,310810100.0,,1.0119715,,307133254.2467846,
8.991,284776940.0,,1.0122864,,281320523.519826,
8.992,256727430.0,,1.0118083,,253731294.75217786,
8.993,232830670.0,,1.0119283,,230086133.57290238,
8.994,215705520.0,,1.0120848,,213129887.93033943,
8.995,207600350.0,,1.0120397,,205130638.64984742,
8.996,207611910.0,,1.0121939,,205110809.3024469,
8.997,212935070.0,,1.0121389,,210381272.76799655,
8.998,220823060.0,,1.0120602,,218191625.3598353,
8.999,227148900.0,,1.0120227,,224450400.1738301,
