monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,680031690.0,,1.0121693,,671855676.7133719,
8.96,682665410.0,,1.0122714,,674389704.1840756,
8.961,677892190.0,,1.0122438,,669692607.6504494,
8.962,680141350.0,,1.0120989,,672010759.0276009,
8.963,681058170.0,,1.0121347,,672892817.5271533,
8.964,683601260.0,,1.0117914,,675634582.3852625,
8.965,679320360.0,,1.0121802,,671145671.492092,
8.966,681058280.0,,1.0121152,,672905890.554751,
8.967,679761120.0,,1.0122794,,671515314.8429179,
8.968,682105350.0,,1.0118819,,674095810.9834756,
8.969,680848020.0,,1.0122726,,672593548.4176891,
8.97,683756580.0,,1.012239,,675489266.8628653,
8.971,682180990.0,,1.0118134,,674216204.2922143,
8.972,683728190.0,,1.012031,,675600045.848398,
8.973,683577500.0,,1.0119469,,675507282.0520523,
8.974,681329730.0,,1.011919,,673304612.3256902,
8.975,683386230.0,,1.0120845,,675226455.8937519,
8.976,677581210.0,,1.0056189,,673795222.0269527,
8.977,674799900.0,,1.0118534,,666894927.6644226,
8.978,658110780.0,,1.0119818,,650318790.3181658,
8.979,626932900.0,,1.0120163,,619488935.1090492,
8.98,572664450.0,,1.0120614,,565839631.8642327,
8.981,501868320.0,,1.0121094,,495863708.0141732,
8.982,441630790.0,,1.0121584,,436325766.7969757,
8.983,406555190.0,,1.0119245,,401764350.9965418,
8.984,400586630.0,,1.0118998,,395875787.30621356,
8.985,398438740.0,,1.011888,,393757747.8930475,
8.986,392710300.0,,1.0121981,,387977709.1065474,
8.987,376168520.0,,1.0119354,,371731752.83718705,
8.988,359402730.0,,1.0119434,,355160901.29151493,
8.989,338464660.0,,1.0121757,,334393188.8505128,
8.99,314012950.0,,1.011791,,310353571.0438222,
8.991,288143600.0,,1.0119773,,284733264.27381325,
8.992,260959120.0,,1.0120106,,257862042.15647545,
8.993,237158570.0,,1.0120906,,234325434.8968363,
8.994,218523380.0,,1.0121325,,215903925.62238637,
8.995,208636150.0,,1.0118694,,206188812.50880796,
8.996,206500490.0,,1.0118995,,204072133.6456832,
8.997,210792280.0,,1.0119606,,208300876.53610227,
8.998,218083840.0,,1.0120528,,215486622.83232653,
8.999,224585340.0,,1.0122282,,221872241.85218313,
