monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,111577120.0,,1.5914e-09,,7.011255498303381e+16,
8.887,112633720.0,,1.59298e-09,,7.070629888636392e+16,
8.895,113723290.0,,1.59769e-09,,7.117982211818312e+16,
8.903,114512990.0,,1.59824e-09,,7.164943312643908e+16,
8.911,115416230.0,,1.59829e-09,,7.221232066771362e+16,
8.919,116014620.0,,1.59425e-09,,7.277065704876901e+16,
8.927,117839750.0,,1.60428e-09,,7.345335602263944e+16,
8.935,119687240.0,,1.6064e-09,,7.450649900398406e+16,
8.943,121002190.0,,1.60777e-09,,7.526088308651114e+16,
8.951,122224880.0,,1.60404e-09,,7.6198149672078e+16,
8.959,122449420.0,52778.450147763906,1.595515e-09,3.0405591591026486e-13,7.674602072211482e+16,47704679536632.55
8.9595,122350310.0,,1.59429e-09,,7.674281968776069e+16,
8.96,122691050.0,,1.59371e-09,,7.698455176914243e+16,
8.9605,122714900.0,,1.59286e-09,,7.704060620519066e+16,
8.961,123401240.0,,1.59177e-09,,7.752454186220371e+16,
8.9615,122978540.0,,1.59101e-09,,7.729589380330733e+16,
8.962,122806640.0,,1.58967e-09,,7.725291412683136e+16,
8.9625,123117980.0,,1.59006e-09,,7.742976994578821e+16,
8.963,122965050.0,,1.58727e-09,,7.746952314351056e+16,
8.9635,122907550.0,,1.58673e-09,,7.745964971986413e+16,
8.964,122373600.0,,1.58542e-09,,7.718686531013864e+16,
8.9645,122994370.0,,1.59195e-09,,7.726019661421526e+16,
8.965,122801120.0,,1.59129e-09,,7.71707985345223e+16,
8.9655,123095890.0,,1.58994e-09,,7.742172031648994e+16,
8.966,122856770.0,,1.5905e-09,,7.724411820182333e+16,
8.9665,122970500.0,,1.58944e-09,,7.736718592711898e+16,
8.967,122872050.0,,1.58769e-09,,7.739045405589253e+16,
8.9675,122791340.0,,1.58856e-09,,7.729726292994914e+16,
8.968,122556540.0,,1.58624e-09,,7.726229322170667e+16,
8.9685,122649500.0,,1.58571e-09,,7.734674057677634e+16,
8.969,122716160.0,,1.58541e-09,,7.740342245854384e+16,
8.9695,122257610.0,,1.5831e-09,,7.722671341039731e+16,
8.97,122315110.0,,1.58269e-09,,7.728304974442246e+16,
8.9705,122135990.0,,1.58112e-09,,7.724650247925522e+16,
8.971,121966680.0,,1.58056e-09,,7.716675102495318e+16,
8.9715,121742980.0,,1.57931e-09,,7.708618320659022e+16,
8.972,121563280.0,,1.57954e-09,,7.69611912328906e+16,
8.9725,120854850.0,,1.57524e-09,,7.672154719280872e+16,
8.973,120873890.0,,1.57537e-09,,7.672730215758838e+16,
8.9735,120472360.0,,1.57412e-09,,7.653314867989734e+16,
8.974,119924170.0,,1.57232e-09,,7.62721138190699e+16,
8.9745,119019670.0,,1.572e-09,,7.571225826972011e+16,
8.975,118491710.0,,1.57094e-09,,7.54272664773957e+16,
8.9755,117867850.0,,1.56921e-09,,7.511285933686378e+16,
8.976,116978760.0,,1.56884e-09,,7.45638560974988e+16,
8.9765,115620990.0,,1.56708e-09,,7.378116624550118e+16,
8.977,114229090.0,,1.56547e-09,,7.296792017732694e+16,
8.9775,112834210.0,,1.56423e-09,,7.213402760463614e+16,
8.978,109494930.0,,1.56375e-09,,7.002073860911271e+16,
8.9785,105135970.0,,1.56294e-09,,6.726807810920445e+16,
8.979,99589361.0,,1.56115e-09,,6.3792307593761016e+16,
8.9795,93015358.0,,1.55779e-09,,5.970981839657463e+16,
8.98,85410315.0,,1.55685e-09,,5.486097889970132e+16,
8.9805,76893527.0,,1.5538e-09,,4.948740314068735e+16,
8.981,68846469.0,,1.55011e-09,,4.44139248182387e+16,
8.9815,61906358.0,,1.54765e-09,,4.000023131845056e+16,
8.982,56057162.0,,1.54348e-09,,3.631868375359578e+16,
8.9825,51955698.0,,1.54266e-09,,3.367929290964957e+16,
8.983,49720541.0,,1.54627e-09,,3.2155148195334576e+16,
8.9835,48803166.0,,1.54777e-09,,3.1531277903047612e+16,
8.984,48442974.0,,1.54538e-09,,3.134696579482069e+16,
8.9845,48362394.0,,1.54746e-09,,3.1252758714280176e+16,
8.985,48056478.0,,1.54874e-09,,3.1029403256841044e+16,
8.9855,47491261.0,,1.54897e-09,,3.0659897222024956e+16,
8.986,46502203.0,,1.54817e-09,,3.003688419230446e+16,
8.9865,45297606.0,,1.54783e-09,,2.926523326205074e+16,
8.987,43979160.0,,1.54795e-09,,2.841122775283439e+16,
8.9875,42620044.0,,1.54727e-09,,2.754531788246395e+16,
8.988,41320397.0,,1.54549e-09,,2.673611411267624e+16,
8.9885,39913953.0,,1.54574e-09,,2.5821906012654132e+16,
8.989,38387535.5,30766.923156207868,1.5438e-09,9.333809511663535e-13,2.486561291311579e+16,4895604174134.963
8.9895,36845282.0,,1.54245e-09,,2.3887504943434148e+16,
8.99,35288240.0,,1.54403e-09,,2.2854633653491188e+16,
8.9905,33657544.0,,1.54353e-09,,2.1805565165562056e+16,
8.991,32154293.0,,1.54309e-09,,2.0837600528809076e+16,
8.9915,30646726.0,,1.5424e-09,,1.9869505964730292e+16,
8.992,29292851.0,,1.54278e-09,,1.898705648245375e+16,
8.9925,27960217.0,,1.5432e-09,,1.8118336573354068e+16,
8.993,26877439.0,,1.54252e-09,,1.7424369862303244e+16,
8.9935,26060759.0,,1.54366e-09,,1.6882447559695788e+16,
8.994,25343890.0,,1.54366e-09,,1.6418051902621044e+16,
8.9945,24855485.0,,1.5434e-09,,1.61043702215887e+16,
8.995,24573658.0,,1.54412e-09,,1.591434474004611e+16,
8.9955,24432548.0,,1.54397e-09,,1.582449658995965e+16,
8.996,24427491.0,,1.54318e-09,,1.5829320623647274e+16,
8.9965,24579608.0,,1.5454e-09,,1.5905013588714896e+16,
8.997,24863322.0,,1.54545e-09,,1.6088079200232942e+16,
8.9975,25064085.0,,1.54523e-09,,1.6220294066255508e+16,
8.998,25419480.0,,1.54476e-09,,1.6455294026256506e+16,
8.9985,25676128.0,,1.54512e-09,,1.6617562389976184e+16,
8.999,25839820.0,,1.5463e-09,,1.6710741770678394e+16,
8.9995,25899694.0,,1.54689e-09,,1.6743074168169682e+16,
9.0,25929495.0,,1.54563e-09,,1.6776003959550474e+16,
9.0005,25836517.0,,1.54729e-09,,1.6697915064402924e+16,
9.001,25647627.0,,1.54585e-09,,1.6591277937704176e+16,
9.0015,25363198.0,,1.54506e-09,,1.6415671883292558e+16,
9.002,24873617.0,,1.5426e-09,,1.6124476208997796e+16,
9.0025,24560165.0,,1.53927e-09,,1.5955722517816888e+16,
9.003,24227418.0,,1.53847e-09,,1.574773508745702e+16,
9.0035,23960292.0,,1.53834e-09,,1.5575420258200396e+16,
9.004,23937186.0,,1.54301e-09,,1.5513305811368688e+16,
9.0045,23911336.0,,1.55088e-09,,1.5417914990199114e+16,
9.005,23928349.0,,1.55514e-09,,1.5386620497189962e+16,
9.0055,24054521.0,,1.55857e-09,,1.5433712313210188e+16,
9.006,24213707.0,,1.56245e-09,,1.5497268392588564e+16,
9.0065,24491396.0,,1.5653e-09,,1.5646454992653166e+16,
9.007,24763590.0,,1.56519e-09,,1.5821459375539072e+16,
9.0075,25072103.0,,1.56534e-09,,1.6017033360164564e+16,
9.008,25350631.0,,1.56669e-09,,1.6181012835979038e+16,
9.0085,25590894.0,,1.56461e-09,,1.635608490294706e+16,
9.009,25830125.0,,1.56464e-09,,1.6508669725943348e+16,
9.0095,25911228.0,,1.56288e-09,,1.6579153869778868e+16,
9.01,25541668.0,,1.55727e-09,,1.6401566844542052e+16,
9.0105,25708412.0,,1.49838e-09,,1.7157471402447978e+16,
9.011,25855716.0,,1.49957e-09,,1.7242086731529704e+16,
9.0115,25996102.0,,1.50334e-09,,1.729223063312358e+16,
