# Scan number: 3
# Command: ascan mz -0.3 1.1 30 1
# Date: Sun Jul 28 18:33:16 2024
# date: Sun Jul 28 18:33:16 2024
# C Sun Jul 28 18: 34:50 2024.  do ./2023-07_EXAFS.mac.
mz	H	K	L	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1
0.026625	0	0	0	86754295	1	0	0	0	297.24399	6.3120137	4.566646e-07	1.940137e-10	-1790.667	7.7091023e+08	6.1117756e+08	1.012231	16.919489	0.84096672	4659	19	41	1518	55	84	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.251	5.0852e-07	1.94812e-10	0	30	1.7756083e+09	1.7756083e+09
0.073375	0	0	0	86754297	1	0	0	0	297.22758	6.3120137	4.326824e-07	1.952891e-10	-1790.667	7.7091023e+08	6.151953e+08	1.0121382	19.805548	0.81167872	5751	40	49	2094	74	111	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.236	4.39728e-07	1.95302e-10	0	17	1.6823604e+09	1.6823604e+09
0.12	0	0	0	86754299	1	0	0	0	297.21281	6.3120137	4.539033e-07	1.961311e-10	-1790.667	7.7091023e+08	6.1784774e+08	1.0118787	26.23584	0.74640384	8496	68	96	4344	120	155	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.221	4.43169e-07	1.94593e-10	0	25	1.7648718e+09	1.7648718e+09
0.166625	0	0	0	86754302	1	0	0	0	297.19788	6.3120137	5.028982e-07	1.957403e-10	-1790.667	7.7091023e+08	6.1661666e+08	1.0120182	27.331997	0.73541344	8744	81	105	4587	128	137	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.202	4.78344e-07	1.95501e-10	0	34	1.9553743e+09	1.9553743e+09
0.213375	0	0	0	86754304	1	0	0	0	297.18374	6.3120137	4.796747e-07	1.96156e-10	-1790.667	7.7091023e+08	6.1792618e+08	1.0120096	24.882515	0.76019616	7636	78	112	3393	99	98	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.187	4.91988e-07	1.95161e-10	0	30	1.8650764e+09	1.8650764e+09
0.26	0	0	0	86754306	1	0	0	0	297.16696	6.3120137	4.362288e-07	1.95616e-10	-1790.667	7.7091023e+08	6.1622509e+08	1.0120045	31.221712	0.69603936	10023	89	108	5239	131	159	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.171	4.36229e-07	1.96085e-10	0	32	1.6961496e+09	1.6961496e+09
0.306625	0	0	0	86754308	1	0	0	0	297.15117	6.3120137	4.201412e-07	1.965113e-10	-1790.667	7.7091023e+08	6.1904544e+08	1.0120429	36.723029	0.64039008	11998	84	141	6826	133	170	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.156	4.20141e-07	1.95758e-10	0	19	1.6335976e+09	1.6335976e+09
0.353375	0	0	0	86754310	1	0	0	0	297.13335	6.3120137	4.578656e-07	1.964331e-10	-1790.667	7.7091023e+08	6.187991e+08	1.0118176	35.807086	0.6495152	11704	102	114	6866	166	189	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.133	4.57866e-07	1.95778e-10	0	24	1.780278e+09	1.780278e+09
0.4	0	0	0	86754312	1	0	0	0	297.12034	6.3120137	4.087186e-07	1.961453e-10	-1790.667	7.7091023e+08	6.1789248e+08	1.0117968	35.082111	0.65683712	11304	99	121	6391	183	216	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.12	4.08719e-07	1.95895e-10	0	28	1.5891841e+09	1.5891841e+09
0.446625	0	0	0	86754314	1	0	0	0	297.10484	6.3120137	3.714612e-07	1.964899e-10	-1790.667	7.7091023e+08	6.1897803e+08	1.0120464	36.156097	0.64612992	11335	107	115	6304	138	170	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.105	3.71461e-07	1.95449e-10	0	21	1.4443195e+09	1.4443195e+09
0.493375	0	0	0	86754316	1	0	0	0	297.09027	6.3120137	4.153637e-07	1.957012e-10	-1790.667	7.7091023e+08	6.1649348e+08	1.0120432	29.458284	0.71391264	9346	73	80	4806	98	164	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.09	4.15364e-07	1.95941e-10	0	22	1.6150217e+09	1.6150217e+09
0.54	0	0	0	86754318	1	0	0	0	297.07495	6.3120137	4.695993e-07	1.960174e-10	-1790.667	7.7091023e+08	6.1748957e+08	1.0122854	20.263091	0.80716512	5300	24	56	1674	64	116	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.075	4.69599e-07	1.95627e-10	0	19	1.8259011e+09	1.8259011e+09
0.586625	0	0	0	86754320	1	0	0	0	297.06082	6.3120137	4.862208e-07	1.974243e-10	-1790.667	7.7091023e+08	6.2192155e+08	1.0121277	22.888843	0.78046336	6715	38	65	2732	105	146	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.061	4.86221e-07	1.95881e-10	0	18	1.890529e+09	1.890529e+09
0.633375	0	0	0	86754322	1	0	0	0	297.04384	6.3120137	4.563726e-07	1.96728e-10	-1790.667	7.7091023e+08	6.1972809e+08	1.0119693	28.656143	0.72197792	8963	65	90	4426	145	192	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.044	4.56373e-07	1.96225e-10	0	23	1.7744729e+09	1.7744729e+09
0.68	0	0	0	86754324	1	0	0	0	297.02836	6.3120137	4.256189e-07	1.968914e-10	-1790.667	7.7091023e+08	6.2024282e+08	1.0118733	31.916819	0.68891552	10433	74	107	5590	158	216	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.028	4.25619e-07	1.95998e-10	0	19	1.654896e+09	1.654896e+09
0.726625	0	0	0	86754326	1	0	0	0	297.01321	6.3120137	4.172713e-07	1.968274e-10	-1790.667	7.7091023e+08	6.2004121e+08	1.0121805	37.944727	0.62811136	12397	73	119	7408	155	200	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.013	4.17271e-07	1.96948e-10	0	27	1.6224388e+09	1.6224388e+09
0.773375	0	0	0	86754328	1	0	0	0	296.99904	6.3120137	4.382104e-07	1.967955e-10	-1790.667	7.7091023e+08	6.1994072e+08	1.012009	46.768756	0.53870496	14256	87	101	9208	204	247	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.999	4.3821e-07	1.96586e-10	0	21	1.7038544e+09	1.7038544e+09
0.82	0	0	0	86754330	1	0	0	0	296.98462	6.3120137	4.963782e-07	1.973532e-10	-1790.667	7.7091023e+08	6.2169758e+08	1.012161	46.218799	0.54435232	14197	98	101	9411	176	218	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.985	4.96378e-07	1.96566e-10	0	25	1.9300231e+09	1.9300231e+09
0.866625	0	0	0	86754332	1	0	0	0	296.96999	6.3120137	5.513969e-07	1.972644e-10	-1790.667	7.7091023e+08	6.2141784e+08	1.0122307	42.277223	0.58428768	13370	74	92	8656	161	204	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.97	5.51397e-07	1.96529e-10	0	25	2.1439474e+09	2.1439474e+09
0.913375	0	0	0	86754334	1	0	0	0	296.95614	6.3120137	5.519234e-07	1.965894e-10	-1790.667	7.7091023e+08	6.1929147e+08	1.0118678	33.800177	0.66985472	10617	20	50	5621	98	141	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.956	5.51923e-07	1.97129e-10	0	33	2.1459946e+09	2.1459946e+09
0.96	0	0	0	86754336	1	0	0	0	296.93725	6.3120137	5.422875e-07	1.966853e-10	-1790.667	7.7091023e+08	6.1959357e+08	1.0119034	29.703327	0.7113344	9035	7	18	3323	67	105	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.937	5.42287e-07	1.9595e-10	0	14	2.1085282e+09	2.1085282e+09
1.006625	0	0	0	86754338	1	0	0	0	296.92335	6.3120137	6.636902e-07	1.954561e-10	-1790.667	7.7091023e+08	6.1572138e+08	1.01224	14.47094	0.86575936	2655	2	6	87	11	15	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.923	6.6369e-07	1.96437e-10	0	23	2.5805675e+09	2.5805675e+09
1.053375	0	0	0	86754341	1	0	0	0	296.90115	6.3120137	7.165586e-07	1.978648e-10	-1790.667	7.7091023e+08	6.2330921e+08	1.0118512	9.8757604	0.9119232	331	0	2	0	1	1	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.909	7.15403e-07	1.96422e-10	0	17	2.7861309e+09	2.7861309e+09
1.1	0	0	0	86754352	1	0	0	0	296.81786	6.3120137	7.173634e-07	1.975664e-10	-1790.667	7.7091023e+08	6.2236919e+08	1.0119773	7.9470559	0.93155488	339	0	0	2	0	0	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.886	7.15556e-07	1.97172e-10	0	25	2.7892602e+09	2.7892602e+09
