# Scan number: 1
# Command: ascan mz -0.3 1.1 30 1
# Date: Sun Jul 28 18:29:33 2024
# date: Sun Jul 28 18:29:33 2024
mz	H	K	L	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1
0.026625	0	0	0	86754073	1	0	0	0	296.50111	6.3120137	7.458725e-12	1.828298e-10	-1790.667	7.7091023e+08	5.7594629e+08	1.0120608	16.267987	0.84741888	4294	23	28	1363	42	68	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.51	7.45873e-12	1.82368e-10	0	37	29001.096	29001.096
0.073375	0	0	0	86754075	1	0	0	0	296.48424	6.3120137	7.618604e-12	1.831921e-10	-1790.667	7.7091023e+08	5.770876e+08	1.0121382	18.966231	0.82017376	5421	30	59	2062	58	88	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.493	7.6186e-12	1.83313e-10	0	17	29622.739	29622.739
0.12	0	0	0	86754077	1	0	0	0	296.47011	6.3120137	7.2432e-12	1.825313e-10	-1790.667	7.7091023e+08	5.7500596e+08	1.0119312	26.022892	0.74859744	8166	72	103	4181	95	136	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.477	7.2432e-12	1.83638e-10	0	21	28163.089	28163.089
0.166625	0	0	0	86754079	1	0	0	0	296.45403	6.3120137	6.370739e-12	1.824105e-10	-1790.667	7.7091023e+08	5.7462542e+08	1.0117914	25.702248	0.75173824	8429	79	110	4453	108	122	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.463	6.37074e-12	1.83142e-10	0	32	24770.777	24770.777
0.213375	0	0	0	86754081	1	0	0	0	296.76891	6.3120137	7.047882e-12	1.827907e-10	-1790.667	7.7091023e+08	5.7582312e+08	1.011895	23.463082	0.77447328	7296	59	108	3351	86	102	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.775	7.04788e-12	1.82837e-10	0	19	27403.651	27403.651
0.26	0	0	0	86754083	1	0	0	0	296.75445	6.3120137	7.805163e-12	1.830358e-10	-1790.667	7.7091023e+08	5.7659523e+08	1.0118307	29.582624	0.71250464	9554	86	127	4930	115	130	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.761	7.80516e-12	1.82979e-10	0	28	30348.12	30348.12
0.306625	0	0	0	86754085	1	0	0	0	296.73975	6.3120137	7.69934e-12	1.833556e-10	-1790.667	7.7091023e+08	5.7760265e+08	1.0120384	35.637984	0.65136832	11397	75	129	6518	153	170	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.747	7.69934e-12	1.83549e-10	0	25	29936.658	29936.658
0.353375	0	0	0	86754087	1	0	0	0	296.72369	6.3120137	6.962965e-12	1.823643e-10	-1790.667	7.7091023e+08	5.7447988e+08	1.0122355	34.051237	0.6675568	11423	87	146	6655	154	186	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.731	6.96297e-12	1.82916e-10	0	26	27073.476	27073.476
0.4	0	0	0	86754089	1	0	0	0	296.70777	6.3120137	7.603473e-12	1.828973e-10	-1790.667	7.7091023e+08	5.7615893e+08	1.0119114	33.581566	0.67209568	10930	98	121	6265	158	187	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.715	7.60347e-12	1.83743e-10	0	24	29563.906	29563.906
0.446625	0	0	0	86754091	1	0	0	0	296.69149	6.3120137	8.092265e-12	1.831353e-10	-1790.667	7.7091023e+08	5.7690867e+08	1.0122845	33.790881	0.67022464	11049	81	111	6227	143	164	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.698	8.09227e-12	1.83795e-10	0	15	31464.433	31464.433
0.493375	0	0	0	86754093	1	0	0	0	296.67567	6.3120137	7.237326e-12	1.825882e-10	-1790.667	7.7091023e+08	5.7518521e+08	1.0120358	27.630737	0.73240288	8987	73	86	4600	116	158	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.684	7.23733e-12	1.83457e-10	0	24	28140.25	28140.25
0.54	0	0	0	86754095	1	0	0	0	296.66171	6.3120137	6.620612e-12	1.833911e-10	-1790.667	7.7091023e+08	5.7771449e+08	1.0119395	18.168738	0.82808288	5098	25	64	1617	79	112	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.67	6.62061e-12	1.83839e-10	0	32	25742.336	25742.336
0.586625	0	0	0	86754098	1	0	0	0	296.64633	6.3120137	6.996415e-12	1.850609e-10	-1790.667	7.7091023e+08	5.8297465e+08	1.011943	22.030078	0.7890112	6477	27	57	2809	93	127	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.653	6.99642e-12	1.84086e-10	0	19	27203.537	27203.537
0.633375	0	0	0	86754100	1	0	0	0	296.63068	6.3120137	6.960079e-12	1.841265e-10	-1790.667	7.7091023e+08	5.8003113e+08	1.0121194	27.566678	0.73311168	8751	60	103	4394	131	173	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.641	6.96008e-12	1.83888e-10	0	19	27062.255	27062.255
0.68	0	0	0	86754102	1	0	0	0	296.61753	6.3120137	7.476944e-12	1.842757e-10	-1790.667	7.7091023e+08	5.8050113e+08	1.0119466	30.865314	0.69960608	9906	73	103	5282	153	203	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.621	7.47694e-12	1.84691e-10	0	15	29071.935	29071.935
0.726625	0	0	0	86754104	1	0	0	0	296.59997	6.3120137	7.270874e-12	1.851781e-10	-1790.667	7.7091023e+08	5.8334385e+08	1.0122611	37.232196	0.63537408	12196	82	119	7233	144	186	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.6	7.32981e-12	1.84157e-10	0	20	28270.691	28270.691
0.773375	0	0	0	86754106	1	0	0	0	296.58395	6.3120137	6.888402e-12	1.849116e-10	-1790.667	7.7091023e+08	5.8250433e+08	1.0119741	44.78306	0.55878112	14014	84	123	9080	167	195	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.584	6.72145e-12	1.84695e-10	0	23	26783.56	26783.56
0.82	0	0	0	86754108	1	0	0	0	296.56993	6.3120137	6.207178e-12	1.853735e-10	-1790.667	7.7091023e+08	5.839594e+08	1.0119094	43.609468	0.57062112	13748	82	103	9056	209	260	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.57	5.79852e-12	1.84219e-10	0	20	24134.817	24134.817
0.866625	0	0	0	86754110	1	0	0	0	296.55352	6.3120137	4.64981e-12	1.851603e-10	-1790.667	7.7091023e+08	5.8328778e+08	1.0121539	40.835939	0.59883136	12957	93	72	8371	128	172	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.554	4.98191e-12	1.84613e-10	0	23	18079.442	18079.442
0.913375	0	0	0	86754112	1	0	0	0	296.53941	6.3120137	4.281473e-12	1.850076e-10	-1790.667	7.7091023e+08	5.8280675e+08	1.0121123	32.633754	0.68182208	10112	18	35	5371	90	125	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.539	4.3652e-12	1.84794e-10	0	24	16647.27	16647.27
0.96	0	0	0	86754114	1	0	0	0	296.5219	6.3120137	3.773566e-12	1.846594e-10	-1790.667	7.7091023e+08	5.8170986e+08	1.0120691	28.486371	0.72376736	8210	6	15	2885	62	114	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.522	4.19914e-12	1.84029e-10	0	25	14672.42	14672.42
1.006625	0	0	0	86754116	1	0	0	0	296.50936	6.3120137	2.529385e-12	1.857039e-10	-1790.667	7.7091023e+08	5.8500022e+08	1.0119619	13.612813	0.87420544	2426	2	1	65	13	20	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.509	3.09642e-12	1.85095e-10	0	29	9834.7823	9834.7823
1.053375	0	0	0	86754118	1	0	0	0	296.49402	6.3120137	2.193303e-12	1.858709e-10	-1790.667	7.7091023e+08	5.855263e+08	1.0119437	9.4336001	0.91648096	381	1	1	5	3	3	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.494	2.37613e-12	1.85608e-10	0	22	8528.0246	8528.0246
1.1	0	0	0	86754120	1	0	0	0	296.4802	6.3120137	2.222968e-12	1.856364e-10	-1790.667	7.7091023e+08	5.8478758e+08	1.0120109	8.0311864	0.9307344	360	1	0	1	2	4	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.48	2.34004e-12	1.85228e-10	0	28	8643.3684	8643.3684
