# Scan number: 1
# Command: eigerloopscan 600 10 0
# Date: Sat Jul 27 22:51:34 2024;
# date: Sat Jul 27 22:51:34 2024;
# U You have following Eiger Directory and BaseFilename: 
# U Following are the MOTOR POSITION: 
Time	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1	eiger_ctime	eiger_data_filename	eiger_data_file_Nr	first_image_Nr
7.86781e-06	86683386	10	0	0	0	297.92179	6.3120137	-8.56204e-13	1.660645e-10	-1790.667	7.7091023e+08	5.2313262e+08	10.012059	18.178674	8.1919994	54171	1485	1371	1161	3131	2691	7	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.967	-8.83027e-13	1.66494e-10	0	94	-3329.1017	-3329.1017	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	0	1
10.7318	86683397	10	0	0	0	297.84691	6.3120137	-1.069367e-12	1.67109e-10	-1790.667	7.7091023e+08	5.2642298e+08	10.012086	17.938467	8.216071	54369	1551	1478	1245	3096	2701	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.881	-9.08962e-13	1.66664e-10	0	96	-4157.9244	-4157.9244	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	1	2
21.4151	86683408	10	0	0	0	297.76484	6.3120137	-1.07292e-12	1.665406e-10	-1790.667	7.7091023e+08	5.2463242e+08	10.012038	17.999414	8.2099296	54518	1546	1474	1186	3133	2622	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.801	-9.34719e-13	1.66579e-10	0	99	-4171.7392	-4171.7392	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	2	3
32.1554	86683425	10	0	0	0	297.63125	6.3120137	-1.030287e-12	1.661249e-10	-1790.667	7.7091023e+08	5.2332289e+08	10.012116	17.587212	8.2512643	54767	1548	1481	1213	3163	2697	3	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.72	-9.38851e-13	1.66445e-10	0	114	-4005.9731	-4005.9731	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	3	4
49.4756	86683436	10	0	0	0	297.54649	6.3120137	-8.846257e-13	1.661142e-10	-1790.667	7.7091023e+08	5.2328919e+08	10.012213	17.927421	8.2172813	54432	1584	1423	1195	3097	2630	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.581	-9.38664e-13	1.6631e-10	0	106	-3439.6113	-3439.6113	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	4	5
60.2179	86683446	10	0	0	0	297.46048	6.3120137	-1.048051e-12	1.662812e-10	-1790.667	7.7091023e+08	5.2381527e+08	10.012077	18.017265	8.2081744	54532	1542	1411	1245	3119	2669	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.503	-9.52973e-13	1.66361e-10	0	107	-4075.0433	-4075.0433	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	5	6
70.9153	86683457	10	0	0	0	297.38484	6.3120137	-8.704149e-13	1.66434e-10	-1790.667	7.7091023e+08	5.2429661e+08	10.011875	18.166537	8.1930637	54362	1550	1404	1220	3061	2670	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.419	-9.49285e-13	1.66185e-10	0	106	-3384.3567	-3384.3567	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	6	7
81.6465	86683468	10	0	0	0	297.29971	6.3120137	-1.048051e-12	1.661284e-10	-1790.667	7.7091023e+08	5.2333392e+08	10.011919	18.192573	8.1904931	54351	1510	1478	1184	3160	2697	1	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.333	-9.18199e-13	1.66264e-10	0	85	-4075.0433	-4075.0433	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	7	8
92.3716	86683485	10	0	0	0	297.1566	6.3120137	-8.206769e-13	1.661924e-10	-1790.667	7.7091023e+08	5.2353553e+08	10.011812	17.479119	8.2618358	54349	1533	1459	1191	3166	2737	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.253	-9.56213e-13	1.66197e-10	0	92	-3190.9649	-3190.9649	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	8	9
109.909	86683496	10	0	0	0	297.08292	6.3120137	-9.379164e-13	1.665015e-10	-1790.667	7.7091023e+08	5.2450925e+08	10.011906	18.047958	8.2049616	54194	1526	1379	1198	3102	2664	3	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.116	-9.38805e-13	1.66184e-10	0	81	-3646.8168	-3646.8168	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	9	10
120.657	86683507	10	0	0	0	296.99691	6.3120137	-8.668621e-13	1.657412e-10	-1790.667	7.7091023e+08	5.2211417e+08	10.011883	17.93186	8.2165658	54427	1608	1417	1244	3184	2660	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.031	-9.57372e-13	1.66137e-10	0	100	-3370.5427	-3370.5427	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	10	11
131.415	86683518	10	0	0	0	296.91152	6.3120137	-9.414691e-13	1.663132e-10	-1790.667	7.7091023e+08	5.2391607e+08	10.012125	17.788949	8.2310736	54011	1492	1441	1214	3194	2768	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.95	-9.40936e-13	1.65985e-10	0	100	-3660.6304	-3660.6304	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	11	12
142.152	86683528	10	0	0	0	296.82973	6.3120137	-9.023893e-13	1.662066e-10	-1790.667	7.7091023e+08	5.2358026e+08	10.011897	18.032751	8.2064768	54105	1513	1378	1208	3030	2684	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.87	-9.34541e-13	1.65924e-10	0	94	-3508.6799	-3508.6799	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	12	13
152.88	86683546	10	0	0	0	296.69821	6.3120137	-8.597567e-13	1.660396e-10	-1790.667	7.7091023e+08	5.2305418e+08	10.011806	17.520757	8.2576621	54361	1495	1421	1208	3189	2751	5	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.786	-8.99547e-13	1.65962e-10	0	87	-3342.9154	-3342.9154	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	13	14
170.194	86683556	10	0	0	0	296.61484	6.3120137	-8.952838e-13	1.661142e-10	-1790.667	7.7091023e+08	5.2328919e+08	10.011982	17.941015	8.2157309	54194	1570	1436	1267	3101	2625	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.656	-8.91021e-13	1.66021e-10	0	92	-3481.0522	-3481.0522	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	14	15
180.888	86683567	10	0	0	0	296.53663	6.3120137	-8.490986e-13	1.650342e-10	-1790.667	7.7091023e+08	5.19887e+08	10.012252	18.093614	8.2006736	53973	1505	1505	1220	3192	2746	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.571	-9.17854e-13	1.65854e-10	0	83	-3301.4744	-3301.4744	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	15	16
191.604	86683578	10	0	0	0	296.45439	6.3120137	-8.81073e-13	1.659366e-10	-1790.667	7.7091023e+08	5.2272972e+08	10.012004	17.994164	8.2104272	53987	1478	1355	1119	3104	2704	0	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	296.487	-9.44134e-13	1.65644e-10	0	97	-3425.7976	-3425.7976	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	16	17
202.354	86683589	10	0	0	0	298.18985	6.3120137	-9.592327e-13	1.673541e-10	-1790.667	7.7091023e+08	5.2719509e+08	10.011996	18.212737	8.1885379	54220	1543	1438	1233	3191	2695	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	297.897	-9.95134e-13	1.66237e-10	0	74	-3729.699	-3729.699	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	17	18
213.062	86683606	10	0	0	0	298.05838	6.3120137	-8.846257e-13	1.670131e-10	-1790.667	7.7091023e+08	5.2612088e+08	10.011777	17.648917	8.2448067	54584	1546	1551	1144	3195	2726	2	0	0	16.997457	0	17.982463	0	0	0	0	0	0	297.846	-5.22782e-13	298.146	-9.57279e-13	1.66691e-10	0	103	-3439.6113	-3439.6113	10	2024-07-27_004_Ru-CGO-ex_CD_Ramp_toRT_000001	18	19
