monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,186104780.0,,1.011992,,183899457.70322296,
7.093,186464810.0,,1.0122253,,184212753.82071558,
7.094,186425810.0,,1.0120442,,184207181.8602389,
7.095,186053800.0,,1.0121165,,183826466.6172323,
7.096,185570680.0,,1.0119706,,183375564.4679796,
7.097,185928910.0,,1.0120595,,183713418.03520447,
7.098,185137990.0,,1.0122762,,182892761.87664986,
7.099,184779360.0,,1.0121242,,182565894.580922,
7.1,185073380.0,,1.0118586,,182904390.00073725,
7.101,184400980.0,,1.0121187,,182193037.2396044,
7.102,184016920.0,,1.0118829,,181855944.00300667,
7.103,183089010.0,,1.0119549,,180926057.08021176,
7.104,182051820.0,,1.0121629,,179864150.3259999,
7.105,181197640.0,,1.0122288,,179008579.87838325,
7.106,180335510.0,,1.0122224,,178157991.7614943,
7.107,179371870.0,,1.0118685,,177267965.1555513,
7.108,177947940.0,,1.012064,,175826765.8962279,
7.109,175033910.0,,1.0118582,,172982647.1732897,
7.11,170820600.0,,1.0119677,,168800446.8917338,
7.111,162820880.0,,1.0118499,,160914064.4279354,
7.112,145117870.0,,1.012103,,143382511.46375418,
7.113,112024400.0,,1.0119757,,110698705.5123952,
7.114,80124513.0,,1.0121382,,79163609.27786343,
7.115,62634988.0,,1.0118589,,61900911.28318385,
7.116,52898326.0,,1.0121267,,52264529.72735528,
7.117,48011095.0,,1.0121005,,47437082.582213916,
7.118,45109690.0,,1.0118474,,44581514.95966685,
7.119,40841475.0,,1.0121907,,40349585.31035703,
7.12,33320439.0,,1.011817,,32931289.94669985,
7.121,25473915.0,,1.0118957,,25174447.326933004,
7.122,19109692.0,,1.0118957,,18885041.215216152,
7.123,14591369.0,,1.0119002,,14419770.843013966,
7.124,11720292.0,,1.0118493,,11583041.071432278,
7.125,10043853.0,,1.0121882,,9922910.581253566,
7.126,8831930.5,,1.0119616,,8727535.214774948,
7.127,8069037.0,,1.0120806,,7972721.737774639,
7.128,7296233.0,,1.0118922,,7210484.4765084665,
7.129,6595561.5,,1.0119718,,6517534.875971841,
7.13,5834189.6,,1.0119523,,5765281.229164655,
7.131,5109801.5,,1.0122013,,5048206.814197927,
7.132,4682315.6,,1.0121024,,4626325.952788966,
