# Scan number: 1
# Command: eigerloopscan 300 10 0
# Date: Sat Jul 27 14:09:24 2024;
# date: Sat Jul 27 14:09:24 2024;
# U You have following Eiger Directory and BaseFilename: 
# U Following are the MOTOR POSITION: 
# C Sat Jul 27 14: 19:08 2024.  Scan aborted after 47 points.
Time	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1	eiger_ctime	eiger_data_filename	eiger_data_file_Nr	first_image_Nr
8.10623e-06	86652057	10	0	0	0	296.50884	6.3095137	-7.531753e-13	2.675371e-10	-1790.667	7.7091023e+08	8.4278931e+08	10.01209	23.376817	7.6715818	77785	2212	2115	1751	4394	3857	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.544	-7.90124e-13	2.67459e-10	0	103	-2928.5044	-2928.5044	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	0	1
10.5359	86652067	10	0	0	0	296.43178	6.3095137	-8.171241e-13	2.684502e-10	-1790.667	7.7091023e+08	8.4566573e+08	10.012024	23.640896	7.6450918	78015	2246	2114	1647	4461	3778	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.466	-8.01847e-13	2.67433e-10	0	108	-3177.1508	-3177.1508	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	1	2
21.2927	86652078	10	0	0	0	296.68653	6.3095137	-7.354117e-13	2.676117e-10	-1790.667	7.7091023e+08	8.4302431e+08	10.01177	23.585772	7.650417	77953	2226	2030	1688	4561	3834	6	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.654	-7.80288e-13	2.67625e-10	0	132	-2859.4358	-2859.4358	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	2	3
31.8885	86652089	10	0	0	0	296.60189	6.3095137	-7.922552e-13	2.674732e-10	-1790.667	7.7091023e+08	8.4258801e+08	10.012083	23.343533	7.6749088	78328	2286	2057	1857	4534	3883	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.642	-7.72005e-13	2.67619e-10	0	114	-3080.4553	-3080.4553	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	3	4
42.6183	86652100	10	0	0	0	296.52066	6.3095137	-6.252776e-13	2.67228e-10	-1790.667	7.7091023e+08	8.4181559e+08	10.011941	23.219931	7.687175	78858	2260	2039	1812	4529	3861	6	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.563	-7.65787e-13	2.67864e-10	0	129	-2431.2112	-2431.2112	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	4	5
53.7536	86652111	10	0	0	0	296.80638	6.3095137	-8.704149e-13	2.672955e-10	-1790.667	7.7091023e+08	8.4202822e+08	10.011938	23.49699	7.6594336	78152	2312	2083	1735	4521	3753	9	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.481	-7.61347e-13	2.68033e-10	0	95	-3384.3567	-3384.3567	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	5	6
64.4733	86652121	10	0	0	0	296.73186	6.3095137	-8.419931e-13	2.685709e-10	-1790.667	7.7091023e+08	8.4604596e+08	10.012204	23.468254	7.6625149	78476	2305	2005	1733	4560	3829	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.765	-7.47846e-13	2.68436e-10	0	110	-3273.8467	-3273.8467	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	6	7
75.1801	86652132	10	0	0	0	296.6486	6.3095137	-7.105427e-13	2.696332e-10	-1790.667	7.7091023e+08	8.4939239e+08	10.011748	23.695911	7.6393734	77886	2179	2067	1807	4472	3799	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.683	-7.75913e-13	2.68656e-10	0	122	-2762.7399	-2762.7399	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	7	8
85.927	86652143	10	0	0	0	296.56676	6.3095137	-7.81597e-13	2.685354e-10	-1790.667	7.7091023e+08	8.4593413e+08	10.012262	23.655692	7.643792	78485	2217	2083	1727	4754	3973	9	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.605	-8.36384e-13	2.68496e-10	0	88	-3039.014	-3039.014	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	8	9
96.6587	86652160	10	0	0	0	296.43582	6.3095137	-8.597567e-13	2.713563e-10	-1790.667	7.7091023e+08	8.5482046e+08	10.01212	23.305519	7.6787437	78123	2229	2187	1745	4473	3821	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.526	-7.95097e-13	2.68556e-10	0	105	-3342.9154	-3342.9154	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000001	9	10
