monoE,roi4_mean,roi4_std,mcaLt_mean,mcaLt_std,roi4/mcaLt_mean,roi4/mcaLt_std
7.193,678.5,6.363961030678928,1.817625,0.003647539620072692,373.29358458528975,4.250361967057447
7.195,671.0,1.4142135623730951,1.8140456,0.00927653386238639,369.894316609036,1.1119475668940864
7.197,663.0,35.35533905932738,1.8187432000000001,0.008745213827002612,364.5883962824411,21.19251499808291
7.199,678.0,43.840620433565945,1.8053938,0.004454207036050264,375.5724344947414,25.20973419419017
7.201,674.0,31.11269837220809,1.81020735,0.003746605280116832,372.3160478833312,16.416780708207888
7.203,681.0,12.727922061357855,1.8031028999999998,0.012905971548860735,377.6666837821931,4.3556951661007846
7.205,660.0,8.48528137423857,1.8139848,0.01294401389368833,363.86582634854904,7.274132443630494
7.207,662.0,41.012193308819754,1.8116303999999999,0.005061328918377221,365.4497482910385,23.659271056645355
7.209,720.0,16.97056274847714,1.8194341,0.002515037399324174,395.72137211108384,8.78037225855328
7.211,687.0,4.242640687119285,1.81039405,0.017701216185477226,379.5049937513362,6.054118784239207
7.213,676.5,0.7071067811865476,1.8120022,0.006919464117978965,373.3473848067201,1.8159308051049472
7.215,669.0,16.97056274847714,1.8083026,0.0038477922605048283,369.97102694921136,10.172044436911927
7.217,664.0,12.727922061357855,1.8148886499999999,0.004580284175136036,365.8726806930729,7.936422386492397
7.219,662.0,9.899494936611665,1.8070798,0.007703504116958781,366.35189879678853,7.039915059228888
7.221,709.0,2.8284271247461903,1.8105932500000002,0.01344613041900893,391.60095968707174,4.470327447044008
7.223,708.25,30.092911679219966,1.807770625,0.007299463076315917,391.8078579021853,17.39921007347533
7.2235,689.0,33.94112549695428,1.8096046000000001,0.0011754943130444831,380.7401470570262,18.508776789880464
7.224,724.5,20.506096654409877,1.80374655,0.004781668186417632,401.6804502412454,12.433453737962466
7.2245,669.0,21.213203435596427,1.8015132999999999,0.013723104145200012,371.4100857112551,14.604445452825445
7.225,714.0,4.242640687119285,1.79971565,0.0002875803279086347,396.7291556003556,2.294000825330816
7.2255,728.0,16.97056274847714,1.8070333,0.004774384986571633,402.8840863915202,10.455859602517238
7.226,721.5,68.58935777509511,1.8108354,0.007762335401153388,398.5197317848092,39.585487227158524
7.2265,689.5,26.16295090390226,1.8047062500000002,0.0014155570652574286,382.05106863531677,14.197399612488969
7.227,706.0,15.556349186104045,1.8007451,0.0036287305796931387,392.05202302078055,7.848805486872062
7.2275,717.5,64.34671708797582,1.80142575,0.008743870324118516,398.38701044998106,37.65359823804212
7.228,715.0,0.0,1.8067275,0.0028412964681637652,395.74362162904674,0.6223544803701795
7.2285,730.5,37.476659402887016,1.80507825,0.00948746381521424,404.7517497062323,22.889161166486574
7.229,729.0,50.91168824543142,1.8088722,0.001996869550070766,403.0293271729307,28.590458317977678
7.2295,746.0,66.46803743153546,1.7994135999999998,0.007240066332569216,414.6571744634567,38.60712338726716
7.23,751.5,43.1335136523794,1.8096221,0.006428449169123274,415.32503131625117,25.311035660351614
7.2305,718.0,55.154328932550705,1.8089933,0.012725235055589281,397.02289627754783,33.28179192821412
7.231,756.0,52.32590180780452,1.8036794999999999,0.01303268508404924,419.2589558766535,32.04004466891828
7.2315,739.0,53.74011537017761,1.8072062500000001,0.004019265654942433,408.886405697579,28.827197937692176
7.232,734.0,50.91168824543142,1.8035162,0.012003844717422904,407.0857201767162,30.938608711755954
7.2325,734.5,10.606601717798213,1.80186735,0.011344750486678927,407.6592814940127,8.453116457172392
7.233,739.0,52.32590180780452,1.81122815,0.008780781298096415,408.0852669548067,30.868120776452145
7.2335,772.5,21.920310216782973,1.80846945,0.012523356069560487,427.208997939612,15.079270824343102
7.234,786.0,25.45584412271571,1.8076907,0.018973796259578547,434.90675724903883,18.64681625383867
7.2345,784.5,38.890872965260115,1.8119579,0.0032119618428615784,432.9387358339675,20.69600527995966
7.235,772.0,55.154328932550705,1.80965645,0.0029481403028011025,426.62570064752526,31.17281258265369
7.2355,752.0,11.313708498984761,1.80859005,0.01023077446359756,415.7824664585594,3.9035556226404116
7.236,788.5,70.0035713374682,1.8061853,0.011908385301962643,436.6926880970156,41.63685538016351
7.2365,804.5,3.5355339059327378,1.8071859,0.008423763084275464,445.1766583778058,4.031459412535665
7.237,804.0,25.45584412271571,1.8074116500000001,0.005299553192958636,444.85758191304603,15.388520120114809
7.2375,803.0,39.59797974644666,1.8028312,0.0068105696736764035,445.3722203964883,20.281844028834424
7.238,845.0,36.76955262170047,1.8035554,0.009973034041855148,468.5825464386013,22.978358363015506
7.2385,842.0,63.63961030678928,1.8088853,0.008954376012877798,465.5728218248974,37.486359369931286
7.239,863.5,21.920310216782973,1.80307485,0.02181417348892702,478.86563911802466,6.3637136789836894
7.2395,889.5,20.506096654409877,1.80448705,0.008737789205800293,492.97116144292033,13.751040633756084
7.24,852.0,74.95331880577403,1.7985874000000002,0.0005170364784036339,473.69911623962923,41.53726367864613
7.2405,948.0,14.142135623730951,1.8080475,0.007637460343595786,524.3437063261165,10.036677624459854
7.241,984.5,51.61879502661797,1.8014215999999998,0.004167263104244833,546.5474266488598,29.91881631285626
