monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
19.96,168699500.0,,1.011959,,166705864.56565928,
19.962,169431550.0,,1.011881,,167442169.58318222,
19.964,169328810.0,,1.0121555,,167295252.55753687,
19.966,168822760.0,,1.0122269,,166783514.64478964,
19.968,167221610.0,,1.0119866,,165240933.03211722,
19.97,166700340.0,,1.0122362,,164685218.72661737,
19.972,166495920.0,,1.0120688,,164510475.96764174,
19.974,164806470.0,,1.0122624,,162810028.30886537,
19.976,164875440.0,,1.0121261,,162900097.13216567,
19.978,165160730.0,,1.0118954,,163219172.65361616,
19.98,163859230.0,,1.012144,,161893198.99144787,
19.982,163278620.0,,1.0121187,,161323587.83609077,
19.984,162394550.0,,1.0118266,,160496423.0037044,
19.986,161726630.0,,1.0121955,,159778056.7094005,
19.988,161852580.0,,1.0120477,,159925841.4400823,
19.99,162411940.0,,1.0120045,,160485393.09854847,
19.992,162032440.0,,1.0120672,,160100475.54154506,
19.994,162360880.0,,1.0121978,,160404300.42428467,
19.996,160781380.0,,1.0119811,,158877848.60804218,
19.998,160560250.0,,1.0122355,,158619461.57786402,
20.0,158415530.0,,1.0119936,,156538074.94434747,
20.002,158743310.0,,1.0120627,,156851260.30235085,
20.004,157016680.0,,1.0119629,,155160510.33096173,
20.006,155737830.0,,1.012249,,153853281.1590824,
20.008,153285830.0,,1.0121718,,151442502.15230262,
20.01,149210860.0,,1.0118986,,147456336.0399945,
20.012,142280810.0,,1.0120909,,140581058.4800239,
20.014,135955800.0,,1.0122486,,134310682.17827123,
20.016,125469060.0,,1.0122534,,123950248.03077963,
20.018,115354050.0,,1.012056,,113979908.22642225,
20.02,108075530.0,,1.011959,,106798328.78604765,
20.022,99981450.0,,1.0118774,,98807869.41184773,
20.024,92115477.0,,1.0118122,,91040093.21097334,
20.026,83708939.0,,1.0121866,,82701093.84969136,
20.028,77416912.0,,1.0119216,,76504851.75926673,
20.03,73023223.0,,1.0120845,,72151310.48840289,
20.032,70500280.0,,1.0119658,,69666662.64808553,
20.034,70633551.0,,1.0119766,,69797612.9092313,
20.036,71144534.0,,1.0119818,,70302187.2527747,
20.038,71074645.0,,1.0120774,,70226491.57070398,
20.04,70423377.0,,1.0121283,,69579495.9986792,
