# Scan number: 21
# Command: eigerloopscan 60 10 0
# Date: Sat Jul 27 16:05:15 2024;
# date: Sat Jul 27 16:05:15 2024;
# U You have following Eiger Directory and BaseFilename: 
# U Following are the MOTOR POSITION: 
Time	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1	eiger_ctime	eiger_data_filename	eiger_data_file_Nr	first_image_Nr
6.91414e-06	86659007	10	0	0	0	296.41789	6.3095137	-9.30811e-13	3.127667e-10	-1790.667	7.7091023e+08	9.8527057e+08	10.012217	26.625113	7.3464531	90092	2501	2350	2005	5268	4484	6	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.451	-7.59748e-13	3.12357e-10	0	156	-3619.1895	-3619.1895	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	0	1
10.7353	86659018	10	0	0	0	298.19638	6.3095137	-7.034373e-13	3.151932e-10	-1790.667	7.7091023e+08	9.9291447e+08	10.01185	26.764543	7.332224	90621	2518	2337	2105	5217	4440	5	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.859	-7.59037e-13	3.13206e-10	0	133	-2735.1126	-2735.1126	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	1	2
21.4697	86659029	10	0	0	0	298.11364	6.3095137	-7.31859e-13	3.145182e-10	-1790.667	7.7091023e+08	9.907881e+08	10.012026	27.162676	7.2924915	90144	2555	2320	2008	5212	4442	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	298.155	-7.54596e-13	3.14511e-10	0	138	-2845.6221	-2845.6221	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	2	3
32.2259	86659041	10	0	0	0	298.01905	6.3095137	-7.0699e-13	3.132854e-10	-1790.667	7.7091023e+08	9.8690456e+08	10.012249	26.359395	7.373081	91004	2556	2344	2031	5219	4455	8	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	298.071	-7.498e-13	3.14188e-10	0	124	-2748.9262	-2748.9262	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	3	4
44.1225	86659051	10	0	0	0	297.93436	6.3095137	-8.881784e-13	3.146603e-10	-1790.667	7.7091023e+08	9.9123574e+08	10.011802	26.896136	7.3190141	90519	2525	2325	2037	5280	4473	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.977	-7.68985e-13	3.14342e-10	0	127	-3453.4249	-3453.4249	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	4	5
54.8604	86659062	10	0	0	0	297.8563	6.3095137	-8.348877e-13	3.145715e-10	-1790.667	7.7091023e+08	9.9095601e+08	10.012046	26.942811	7.3145197	90153	2530	2371	2023	5123	4357	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.892	-7.97838e-13	3.1378e-10	0	123	-3246.2194	-3246.2194	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	5	6
65.6099	86659073	10	0	0	0	297.77237	6.3095137	-7.140954e-13	3.135519e-10	-1790.667	7.7091023e+08	9.8774409e+08	10.012143	26.384777	7.3704614	90359	2523	2446	1974	5314	4550	5	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.811	-7.98052e-13	3.13564e-10	0	141	-2776.5535	-2776.5535	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	6	7
76.3079	86659084	10	0	0	0	297.68737	6.3095137	-6.039613e-13	3.139107e-10	-1790.667	7.7091023e+08	9.8887437e+08	10.011875	26.610456	7.3476691	90812	2621	2427	2091	5273	4523	8	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.731	-7.3859e-13	3.13495e-10	0	147	-2348.3289	-2348.3289	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	7	8
87.0641	86659101	10	0	0	0	297.55766	6.3095137	-7.709389e-13	3.126353e-10	-1790.667	7.7091023e+08	9.8485663e+08	10.012063	26.208887	7.3880125	90987	2556	2321	2013	5430	4472	8	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.646	-7.62768e-13	3.13425e-10	0	137	-2997.573	-2997.573	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	8	9
104.406	86659112	10	0	0	0	297.47458	6.3095137	-8.06466e-13	3.129621e-10	-1790.667	7.7091023e+08	9.8588611e+08	10.012064	26.830468	7.3257802	90045	2429	2404	1996	5193	4449	8	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.517	-7.75202e-13	3.1302e-10	0	143	-3135.7099	-3135.7099	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	9	10
115.114	86659122	10	0	0	0	297.38993	6.3095137	-9.450218e-13	3.134275e-10	-1790.667	7.7091023e+08	9.873522e+08	10.01196	26.78325	7.330432	90329	2539	2316	2043	5315	4542	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.432	-7.86393e-13	3.12778e-10	0	136	-3674.444	-3674.444	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	10	11
125.851	86659133	10	0	0	0	297.31391	6.3095137	-8.100187e-13	3.128804e-10	-1790.667	7.7091023e+08	9.8562874e+08	10.012245	26.605325	7.348455	90185	2530	2383	2052	5372	4523	8	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.349	-7.73307e-13	3.13037e-10	0	144	-3149.5235	-3149.5235	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	11	12
136.56	86659144	10	0	0	0	297.22911	6.3095137	-7.460699e-13	3.130154e-10	-1790.667	7.7091023e+08	9.8605402e+08	10.01175	26.796802	7.328921	89974	2569	2313	2003	5202	4522	3	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.264	-7.51577e-13	3.12677e-10	0	132	-2900.8771	-2900.8771	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	12	13
147.291	86659161	10	0	0	0	297.09938	6.3095137	-7.176482e-13	3.13527e-10	-1790.667	7.7091023e+08	9.8766565e+08	10.011768	26.394408	7.3692211	90348	2612	2318	2010	5090	4378	5	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.188	-7.57574e-13	3.12682e-10	0	123	-2790.3675	-2790.3675	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	13	14
164.833	86659172	10	0	0	0	297.01966	6.3095137	-9.237056e-13	3.120739e-10	-1790.667	7.7091023e+08	9.8308812e+08	10.012019	26.658584	7.3429562	90606	2488	2320	2006	5272	4450	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.053	-7.88702e-13	3.12427e-10	0	150	-3591.5622	-3591.5622	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	14	15
175.568	86659183	10	0	0	0	296.93535	6.3095137	-8.242296e-13	3.114913e-10	-1790.667	7.7091023e+08	9.8125283e+08	10.012179	26.676718	7.3412579	90056	2479	2302	2042	5227	4395	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.973	-8.20303e-13	3.12252e-10	0	154	-3204.7785	-3204.7785	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	15	16
186.305	86659193	10	0	0	0	296.85099	6.3095137	-7.460699e-13	3.125535e-10	-1790.667	7.7091023e+08	9.8459895e+08	10.011914	26.516254	7.3571296	90541	2541	2433	1999	5265	4505	5	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.894	-8.29736e-13	3.12334e-10	0	133	-2900.8771	-2900.8771	10	2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000021	16	17
