# Scan number: 1
# Command: eigerloopscan 300 30 0
# Date: Sat Jul 27 13:21:05 2024;
# date: Sat Jul 27 13:21:05 2024;
# U You have following Eiger Directory and BaseFilename: 
# U Following are the MOTOR POSITION: 
Time	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1	eiger_ctime	eiger_data_filename	eiger_data_file_Nr	first_image_Nr
7.15256e-06	86649178	30	0	0	0	296.45284	6.3095137	-8.384404e-13	2.627658e-10	-1790.667	7.7091023e+08	8.2775887e+08	30.006132	22.464431	23.265425	226656	7155	6249	5311	14316	12141	15	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.564	-7.08255e-13	2.63296e-10	0	357	-3260.0331	-3260.0331	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	0	1
30.6724	86649223	30	0	0	0	296.47902	6.3095137	-8.277823e-13	2.632028e-10	-1790.667	7.7091023e+08	8.2913549e+08	30.011627	22.268083	23.328613	227589	7182	6425	5199	14370	12161	17	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.668	-7.24339e-13	2.63669e-10	0	375	-3218.5921	-3218.5921	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	1	2
76.2816	86649283	30	0	0	0	297.76837	6.3095137	-8.384404e-13	2.652349e-10	-1790.667	7.7091023e+08	8.3553697e+08	30.0119	22.468583	23.268651	227491	7045	6359	5123	14385	11934	8	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.747	-7.29431e-13	2.64736e-10	0	380	-3260.0331	-3260.0331	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	2	3
136.47	86649344	30	0	0	0	297.32949	6.3095137	-6.146195e-13	2.641549e-10	-1790.667	7.7091023e+08	8.3213478e+08	30.012018	22.311106	23.316004	227422	7163	6331	5254	14229	12074	15	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.656	-7.36195e-13	2.64894e-10	0	358	-2389.7702	-2389.7702	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	3	4
196.842	86649404	30	0	0	0	296.89531	6.3095137	-7.389644e-13	2.648726e-10	-1790.667	7.7091023e+08	8.3439566e+08	30.012258	22.296364	23.320615	227722	7207	6374	5192	14169	12055	11	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.218	-7.4613e-13	2.64425e-10	0	359	-2873.2494	-2873.2494	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	4	5
257.22	86649465	30	0	0	0	296.45208	6.3095137	-7.531753e-13	2.624532e-10	-1790.667	7.7091023e+08	8.2677412e+08	30.01191	22.289688	23.322349	227658	7146	6544	5150	14386	12198	15	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.776	-7.5584e-13	2.63625e-10	0	357	-2928.5044	-2928.5044	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	5	6
317.612	86649525	30	0	0	0	296.69995	6.3095137	-7.105427e-13	2.650751e-10	-1790.667	7.7091023e+08	8.3503357e+08	30.011669	22.197688	23.349772	226835	7075	6376	5251	13999	11977	19	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.612	-7.56186e-13	2.63701e-10	0	332	-2762.7399	-2762.7399	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	6	7
377.993	86649585	30	0	0	0	296.58399	6.3095137	-8.775203e-13	2.642224e-10	-1790.667	7.7091023e+08	8.3234741e+08	30.012147	22.323221	23.312469	227779	7182	6412	5206	14078	11851	13	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	296.586	-7.70298e-13	2.63611e-10	0	352	-3411.984	-3411.984	30	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000001	7	8
