# Scan number: 2
# Command: eigerloopscan 300 10 0
# Date: Sat Jul 27 13:29:09 2024;
# date: Sat Jul 27 13:29:09 2024;
# U You have following Eiger Directory and BaseFilename: 
# U Following are the MOTOR POSITION: 
# C Sat Jul 27 14: 07:53 2024.  Scan aborted after 190 points.
Time	Epoch	sec	no1	no2	izero	RCur	enc_det	K1_1	K1_2	"Counter 8"	"Counter 9"	ionch1	mcaRt	mcaDt	mcaLt	mca	roi1	roi2	roi3	roi4	roi5	roi6	ctm	ctran	LST1	LST2	E_det	mcaLt1	mcaLt2	mcaLt3	mcaLt4	mcaLt5	mcaLt6	mcaLt7	mcaLt8	AS_RC	AS_DM	AS_IC	AS_IC1	cyber	diode1	diode1	eiger_ctime	eiger_data_filename	eiger_data_file_Nr	first_image_Nr
8.10623e-06	86649641	10	0	0	0	297.95619	6.3095137	-7.425172e-13	2.650893e-10	-1790.667	7.7091023e+08	8.350783e+08	10.01222	22.543718	7.7550938	75911	2349	2094	1776	4682	4065	2	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.992	-7.9492e-13	2.64453e-10	0	119	-2887.0635	-2887.0635	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	0	1
10.6656	86649652	10	0	0	0	297.87193	6.3095137	-7.283063e-13	2.651461e-10	-1790.667	7.7091023e+08	8.3525723e+08	10.011841	22.649522	7.744207	76093	2409	2194	1740	4615	4001	6	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.906	-7.8515e-13	2.65024e-10	0	120	-2831.8085	-2831.8085	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	1	2
21.3718	86649663	10	0	0	0	297.78505	6.3095137	-7.531753e-13	2.65203e-10	-1790.667	7.7091023e+08	8.3543648e+08	10.011851	22.694827	7.7396784	75837	2314	2152	1676	4790	4012	3	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.828	-8.19611e-13	2.64908e-10	0	128	-2928.5044	-2928.5044	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	2	3
32.1229	86649673	10	0	0	0	297.69849	6.3095137	-7.887024e-13	2.661302e-10	-1790.667	7.7091023e+08	8.3835732e+08	10.011991	22.995628	7.709671	75672	2468	2072	1827	4718	3978	3	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.742	-7.90834e-13	2.65091e-10	0	111	-3066.6413	-3066.6413	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	3	4
42.8986	86649686	10	0	0	0	297.60616	6.3095137	-9.485746e-13	2.663114e-10	-1790.667	7.7091023e+08	8.3892813e+08	10.011829	22.382818	7.7708998	76536	2371	2175	1699	4775	3963	4	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.657	-7.78755e-13	2.65136e-10	0	132	-3688.2581	-3688.2581	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	4	5
55.4669	86649697	10	0	0	0	297.51904	6.3095137	-6.039613e-13	2.632135e-10	-1790.667	7.7091023e+08	8.291692e+08	10.01183	22.792437	7.7298902	75528	2339	2071	1721	4663	3943	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.559	-7.44378e-13	2.65017e-10	0	106	-2348.3289	-2348.3289	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	5	6
66.1929	86649707	10	0	0	0	297.43509	6.3095137	-7.922552e-13	2.648441e-10	-1790.667	7.7091023e+08	8.3430588e+08	10.011867	22.816955	7.727464	76156	2374	2207	1712	4668	3910	2	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.477	-7.43583e-13	2.64762e-10	0	119	-3080.4553	-3080.4553	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	6	7
76.902	86649718	10	0	0	0	297.35615	6.3095137	-7.105427e-13	2.634515e-10	-1790.667	7.7091023e+08	8.2991894e+08	10.011888	22.731927	7.735993	75579	2445	2109	1761	4696	3882	7	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.39	-7.87459e-13	2.64438e-10	0	146	-2762.7399	-2762.7399	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	7	8
87.6004	86649729	10	0	0	0	297.27101	6.3095137	-7.425172e-13	2.626592e-10	-1790.667	7.7091023e+08	8.2742306e+08	10.012203	22.822972	7.7271206	75448	2418	2115	1781	4650	3924	2	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.308	-7.53886e-13	2.63351e-10	0	108	-2887.0635	-2887.0635	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	8	9
98.3089	86649746	10	0	0	0	297.13627	6.3095137	-7.034373e-13	2.642011e-10	-1790.667	7.7091023e+08	8.3228032e+08	10.012104	22.34517	7.7748826	76053	2341	2117	1713	4692	4012	6	0	0	16.997457	0	17.98956	0	0	0	0	0	0	297.846	-5.22782e-13	297.228	-7.67741e-13	2.63649e-10	0	122	-2735.1126	-2735.1126	10	2024-07-27_002_Ru-CGO-ex_Activtation_ramp_000002	9	10
