,monoE,roi4_mean,roi4_std,mcaLt_mean,mcaLt_std,roi4/mcaLt_mean,roi4/mcaLt_std
0,8.28,274.0,62.22539674441618,1.864513,0.0227993853671542,147.17031367661065,35.17314678982349
1,8.282,272.5,105.35891039679558,1.85565565,0.0294029848859772,147.31667820618253,59.11143075470082
2,8.284,267.0,74.95331880577403,1.8591853,0.017877497906027,143.811769583594,41.69800256884925
3,8.286,256.5,106.77312395916869,1.86013635,0.0300256631174899,138.374415147932,59.63428838562301
4,8.288,286.0,82.02438661763951,1.8602976,0.0231967793781808,154.02571773979747,46.012684857850445
5,8.29,274.0,100.40916292848976,1.8645523,0.0259785374553687,147.34162120518022,55.90451002833403
6,8.292,264.0,83.43860018001261,1.8600728,0.0315735905721855,142.33114965843936,47.273690376525394
7,8.294,274.5,88.38834764831844,1.8672426,0.0164433439324243,147.222349501788,48.632767577022896
8,8.296,259.0,84.8528137423857,1.86300895,0.0226120727808177,139.3090799687891,47.23696083031094
9,8.298,259.0,89.09545442950498,1.8587957,0.0136246748812586,139.51694328515285,48.95445337117586
10,8.3,274.0,66.46803743153546,1.86514145,0.0274294498596853,147.1837096450058,37.80153275528011
11,8.302,245.5,79.90306627407988,1.8678258,0.0241785264331801,131.72415553519903,44.48378550643002
12,8.304,253.0,82.02438661763951,1.86428575,0.0346589095905367,136.1413173751334,46.52875570608252
13,8.306,282.0,90.50966799187808,1.86011455,0.0260481874733156,151.95915901125653,50.78608124112069
14,8.308,254.0,63.63961030678928,1.8555107,0.0235600908423546,137.11833465828332,36.03866618903941
15,8.31,265.5,41.83698523236746,1.856905425,0.0204210185244476,143.1551861905006,23.966065808714188
16,8.311,254.5,70.0035713374682,1.86323775,0.0202623569469349,136.80256851338106,39.05862996385935
17,8.312,261.0,24.04163056034261,1.8638704,0.0213403412348537,140.1142211948669,14.503001846317684
18,8.313,286.0,83.43860018001261,1.86218625,0.0174497690140873,153.79960428549128,46.24798821774808
19,8.314,250.0,33.94112549695428,1.86247235,0.0244480048274904,134.361364404006,19.98740694460868
20,8.315,262.5,51.61879502661797,1.8614749,0.0215571401739655,141.18724552251754,29.36509553210896
21,8.316,278.0,79.19595949289332,1.85340015,0.0275083629764658,150.32825243323646,44.96128028609718
22,8.317,281.5,67.17514421272202,1.86094065,0.0211922023641951,151.48294540574227,37.82248587373534
23,8.318,303.0,98.99494936611666,1.85760095,0.0208204056186474,163.42252993165138,55.12350363866856
24,8.318999999999999,309.5,64.34671708797582,1.85973425,0.0241156646403327,166.65997246473694,36.761076531715496
25,8.32,328.5,78.48885271170677,1.85601615,0.0177709369141021,177.20257030071613,43.9855592902775
26,8.321,311.0,89.09545442950498,1.85253375,0.0222173657755594,168.1786714795216,50.11079635629479
27,8.322,336.5,67.17514421272202,1.85680175,0.0123868844607915,181.3503021717543,37.3876798924027
28,8.323,345.5,68.58935777509511,1.85474435,0.0150934063764613,186.43568337194532,38.49765457288017
29,8.324,363.5,78.48885271170677,1.8545232,0.0200768828382295,196.2478460796657,44.447488025333485
30,8.325,380.5,60.10407640085654,1.8500245,0.0256587837689161,205.9180540152769,35.34422556185097
31,8.326,412.0,76.36753236814714,1.85172385,0.020937643922968,222.7427780607537,43.7598950521677
32,8.327,475.5,86.97413408594535,1.85105565,0.0177706540713897,257.1178346948724,49.45463751016491
33,8.328,544.5,86.97413408594535,1.8411474,0.0141025376439845,295.9290922299174,49.50580559115899
34,8.329,746.0,118.79393923933998,1.8471858,0.0153312063869744,404.1383888999028,67.66502226709608
35,8.33,1125.0,155.56349186104046,1.82516415,0.0292178643306624,617.1442090162525,95.1120630067883
36,8.331,1638.0,210.7178207935912,1.8091237,0.022770676831838,906.2155180792622,127.88122862785488
37,8.332,2281.5,248.19448019647817,1.7868278000000002,0.0263994074115311,1278.0093887673036,157.78418643716438
38,8.333,2847.0,362.0386719675124,1.7617931,0.0252732691518132,1617.607646373697,228.69933217262897
39,8.334,3349.0,514.7737367038065,1.74491505,0.0256261861463034,1921.6646953136053,323.23560616701224
40,8.334999999999999,3630.0,537.4011537017761,1.7365642,0.0350046140958589,2093.8788365356168,351.66944840748846
41,8.336,3862.5,504.1671349860084,1.7237859,0.0366247371529134,2244.3211505377967,340.1610415836325
42,8.337,4201.5,652.6595590351834,1.70542195,0.0386048482722701,2468.5771146373145,438.5768601102829
43,8.338,4438.0,678.8225099390856,1.6985291,0.0462425207479002,2619.259952071241,470.9626067736395
44,8.339,4811.0,684.479364188578,1.6871763,0.0378258287314369,2856.7756726424923,469.74300878105527
45,8.34,5079.5,676.701189595526,1.6794544,0.0364079382138015,3029.5734624341326,468.60558585574034
46,8.341,5406.0,680.2367235014588,1.6605384,0.0396964090103878,3261.398996688373,487.6144701140718
47,8.342,5965.5,668.2159082212875,1.6614832000000002,0.027300402872119,3594.256025437432,461.23881706493984
48,8.343,6171.5,828.0220407694471,1.6351563,0.0410631049970652,3781.807781605673,601.3582987658364
49,8.344,6618.0,801.8590898655449,1.6207203,0.0449181097467377,4091.79712618809,608.1585343510831
50,8.345,7041.0,930.5525240414966,1.6057956999999998,0.0564750629784508,4397.652112675194,734.1595223241328
51,8.346,7335.0,823.0722933011414,1.5881848,0.0485147376785653,4628.555227130486,659.6369868142095
52,8.347,7640.0,733.9768388716363,1.57824255,0.0481041207707302,4850.167852732799,612.8905211799089
53,8.348,7704.0,773.574818618083,1.5807318499999998,0.0486167731870904,4883.527228173585,639.5747350970241
54,8.349,7652.0,721.2489168102785,1.577076,0.0491071517398433,4861.494325367408,608.7107129450217
55,8.35,7722.0,1006.9200564096436,1.57747855,0.0422451754031747,4905.459799470951,769.6789703235692
56,8.350999999999999,7680.0,653.36666581637,1.57960735,0.0449439191442512,4869.823301840537,552.1850797548402
57,8.352,7579.0,743.876333808248,1.58110815,0.0564458594683878,4804.933514780724,642.014865168147
58,8.353,7651.5,860.5489527040284,1.5805816,0.0566692345005646,4853.819483107258,718.4767855172066
59,8.354,7796.5,770.0392847121502,1.5712549999999998,0.043894926234361,4970.742305198077,628.9428842096536
60,8.355,7700.0,677.4082963767125,1.5740043,0.0433552623389593,4899.767499816897,565.3345430702957
61,8.356,7744.5,712.0565286548533,1.57390975,0.043911684665075,4928.778338950794,589.9242245998624
62,8.357,7855.0,883.8834764831844,1.57787185,0.0428569641902574,4987.671612095981,695.6458093574236
63,8.358,3671.5,4934.898225900915,0.8193855554999999,1.1144357054215617,5129.234007298026,953.5233908507984
64,8.359,7688.5,672.4585489084067,1.5807456,0.0441709807217362,4871.68953815194,561.5361849372855
65,8.36,7659.0,514.7737367038065,1.5871659,0.0471073123412916,4832.524174383664,467.76519227343545
66,8.361,7524.5,798.3235559596121,1.5896192,0.0370605977728369,4740.666295789001,612.7351020439949
67,8.362,7550.5,529.622979108724,1.58250865,0.0439336049752919,4777.708700508189,467.3117874230048
68,8.363,7468.5,771.4534982745233,1.5909395000000002,0.046481239997229,4703.486939700989,622.3224726915118
69,8.364,7312.5,710.6423150924803,1.5904869,0.0275658507577763,4602.211879562451,526.57220937825
70,8.365,7327.0,657.6093065034892,1.596908,0.0465284747302123,4596.1919768691405,545.7190450260437
71,8.366,7364.0,653.36666581637,1.60870685,0.0276833011941312,4581.76270402827,484.9889106595296
72,8.366999999999999,7302.5,630.0321420372138,1.6014416,0.0276453295599817,4564.029752941915,472.20345011573
73,8.368,7259.5,505.5813485483815,1.59438445,0.0402584881907529,4558.624494399334,432.20735056857495
74,8.369,7254.0,516.1879502661797,1.5968021,0.0289253342552855,4546.503519199592,405.62138805545095
75,8.37,7206.5,703.5712472806148,1.59814335,0.0236949361055267,4513.05479765088,507.1558770692839
76,8.371,7328.0,692.9646455628166,1.5990899,0.0333523883909384,4588.123811490781,529.0443851276707
77,8.372,7420.0,616.5971131946694,1.59561955,0.0301161727854818,4654.707214353775,474.2854146704189
78,8.373,7262.0,504.8742417671949,1.59805075,0.036079204271228,4549.011974452214,418.6343731735175
79,8.374,7405.0,749.5331880577404,1.59159825,0.0263909928408349,4657.100587716816,548.1525858219703
80,8.375,7509.0,229.1025971044414,1.60818685,0.0382235762958544,4672.246289428293,253.5106910129418
81,8.376,7452.5,413.6574669941303,1.5981957,0.0196277286108198,4665.012147957257,316.11964629889405
82,8.377,7540.0,576.9991334482228,1.60100655,0.0168002207248894,4711.687595053241,409.84000036217225
83,8.378,7506.5,471.6402230514272,1.594916,0.0426248210339938,4712.151836286335,421.6490722759932
84,8.379,7565.0,468.1046891454944,1.5982937499999998,0.0307511546749872,4736.866707182597,384.015022227838
85,8.379999999999999,7459.0,543.0580079512685,1.60516545,0.0164021196070812,4648.844237952819,385.8224752949055
86,8.381,7321.0,519.0163773909259,1.60897295,0.0301643974679588,4553.931628303895,407.9515327271308
87,8.382,7213.0,531.7442994522837,1.6026136,0.0214066678509291,4503.390704002636,391.95155242400944
88,8.383,7309.0,561.4427842621187,1.6109747,0.0279633861901593,4540.713634783486,427.329189720044
89,8.384,7128.5,477.2970773009196,1.60885025,0.0140714956562903,4432.270834881793,335.43566724215697
90,8.385,7005.0,452.5483399593904,1.6120886,0.0349570965201629,4349.360862860628,375.0348259043758
91,8.386,6910.5,450.4270196158308,1.6228835,0.0261093522098881,4260.945535422962,346.0985014311499
92,8.387,6861.5,474.4686501761734,1.6252037,0.0138604242821062,4223.330804278416,327.96246218683865
93,8.388,6824.0,400.2224381515859,1.62577245,0.0285386175566546,4200.197144120506,319.90347610466307
94,8.389,6804.5,502.7529214236353,1.6322171,0.0199739280908889,4171.066415910287,359.06099873438905
95,8.39,6655.0,465.2762620207483,1.6313746,0.0324149062204413,4083.021356055937,366.33340765104566
96,8.391,6767.0,510.5310960166873,1.64771585,0.0028922788670874,4106.631826203923,302.6332310700592
97,8.392,6614.5,484.368145112785,1.6421298000000002,0.0137427617137168,4029.376068558337,328.68467540016354
98,8.393,6547.0,349.31074990615446,1.63618465,0.0211801815489151,4003.099322113128,265.31059334094635
99,8.394,6611.5,368.4026329981913,1.6364461,0.0231496860665538,4042.1542990780217,282.3051954197691
100,8.395,6472.5,415.0716805565034,1.6410811,0.0194611342531723,3945.8235355438496,299.718205347103
101,8.395999999999999,6451.0,345.0681092190352,1.64256705,0.0228681868569636,3929.232322351615,264.7822067117401
102,8.397,6459.0,439.8204178980326,1.6394258000000002,0.0132766369235587,3941.009574939736,300.19276940546825
103,8.398,6403.5,168.99852070358486,1.6412723,0.0176399100275481,3902.325099354587,144.90903450600078
104,8.399,6324.5,366.9884194358182,1.64300385,0.0157835425948991,3850.602458148253,260.3551825822106
105,8.4,6384.5,430.62802974260745,1.63720415,0.0105276178903396,3900.562153846452,288.1080271240596
106,8.401,6294.0,305.4701294725885,1.64953695,0.0274375108769908,3817.684515602317,248.68669349561836
107,8.402,6303.0,308.2985565973347,1.6538016,0.0196881155299332,3812.5987503489314,231.8061859799164
108,8.403,6277.0,336.5828278447966,1.6511249499999998,0.011135164036735,3802.42435756685,229.4941075195921
109,8.404,6363.0,284.2569260369921,1.6520150500000002,0.0270094284316606,3853.5814546925712,235.07047259834928
110,8.405,6268.0,328.09754647055803,1.6472617500000002,0.0263523848105822,3807.182988743182,260.0836798609694
111,8.406,6333.5,350.017856687341,1.6496867,0.0105896311550496,3839.973934278223,236.82179428151588
112,8.407,6347.5,294.8635277547903,1.6534389,0.0210962479739882,3840.4188635779465,227.3334420913965
113,8.408,6298.0,236.17366491630688,1.64825695,0.0305882372726019,3822.99405248796,214.2337783472138
114,8.409,6304.5,307.59144981614816,1.6533651,0.0159948968117959,3814.210752458418,222.9388761261277
115,8.41,6379.5,251.0229073212244,1.64958195,0.0160656782005927,3868.267966693648,189.8476493803692
116,8.411,6266.5,311.8340905032675,1.6433893,0.0097064547853476,3813.783030333807,212.27618011650011
117,8.411999999999999,6279.0,168.2914139223983,1.64294515,0.0122321694970679,3822.2825263173945,130.89068837751122
118,8.413,6398.5,207.1822868876584,1.6567206,0.0109539325687168,3862.6457608157216,150.59476419166546
119,8.414,6328.0,230.5168106668145,1.6502628499999998,0.0071794672814213,3834.880801837523,156.36855178055927
120,8.415,6300.0,87.68124086713189,1.646607,0.0148616874842663,3826.4457289573434,87.78578098259136
121,8.416,6382.5,409.414826307011,1.65037795,0.0098827365058975,3868.108076803703,271.23624573776925
122,8.417,6391.0,357.79603128039304,1.6487203,0.0072679263397477,3876.855720701694,234.10443426230805
123,8.418,6435.5,84.14570696119915,1.6489757,0.0160251609820307,3903.15806762059,88.96094911109462
124,8.419,6258.5,96.873629022557,1.6384066000000002,0.0122335129999522,3820.197098897087,87.65105065756829
125,8.42,6427.0,106.06601717798212,1.64705505,0.011330466929699,3902.429923840109,91.2430767724003
126,8.421,6415.0,253.144227664784,1.6473654,0.0100805142725954,3894.639668875646,177.498081745253
127,8.422,6442.0,145.6639969244288,1.65924065,0.0125577214591263,3882.94231961079,117.17703819271456
128,8.423,6432.5,190.21172413918129,1.64979825,0.0168599005372214,3899.754337365065,155.14696684079635
129,8.424,6518.0,166.87720036002523,1.6616411000000002,0.0150325244826011,3923.2428860714426,135.92191785343076
130,8.425,6533.0,253.144227664784,1.66053745,3.1890515831527525e-05,3934.266926888886,152.3716082784322
131,8.426,6405.5,310.4198769408944,1.6536434,0.0030354679902776,3873.7467215423767,194.82949656291012
132,8.427,6415.5,95.45941546018392,1.6472603,0.0136142097008971,3895.021087348916,90.14182478189277
133,8.427999999999999,6344.5,150.61374439273462,1.64270625,0.0131980773601688,3862.717292972437,122.72077618615424
