monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,99674552.0,,1.0121021,,98482704.46232648,
7.093,99236069.0,,1.0119894,,98060383.83405992,
7.094,99052590.0,,1.0121741,,97861217.74900188,
7.095,99390967.0,,1.0122176,,98191304.91309378,
7.096,99026354.0,,1.0118502,,97866615.0384711,
7.097,98934319.0,,1.0121971,,97742148.24365728,
7.098,98871551.0,,1.0120656,,97692828.40954185,
7.099,98230159.0,,1.0122778,,97038736.79734951,
7.1,97713302.0,,1.0118144,,96572357.53909017,
7.101,97211983.0,,1.0121635,,96043754.78862852,
7.102,97193859.0,,1.0119555,,96045585.99661744,
7.103,96359160.0,,1.011823,,95233217.66751696,
7.104,95263116.0,,1.0118931,,94143458.43449274,
7.105,94987497.0,,1.0118166,,93878176.14377943,
7.106,93039257.0,,1.0121843,,91919284.85751064,
7.107,92426116.0,,1.011943,,91335298.52966027,
7.108,90855517.0,,1.0118256,,89793653.17501356,
7.109,88087333.0,,1.0121574,,87029283.19251531,
7.11,85238709.0,,1.0120845,,84220941.03802598,
7.111,79569339.0,,1.012104,,78617749.75694199,
7.112,66455789.0,,1.0119187,,65673051.59989631,
7.113,47132658.0,,1.0121277,,46567896.52135793,
7.114,34516885.0,,1.012015,,34107088.33367094,
7.115,27911904.0,,1.0118032,,27586297.414358843,
7.116,24343768.0,,1.0120736,,24053357.384285096,
7.117,22650280.0,,1.0122589,,22375975.158133954,
7.118,20985746.0,,1.011977,,20737374.466020476,
7.119,18050276.0,,1.0121139,,17834233.874270476,
7.12,14132397.0,,1.0058918,,14049619.452112047,
7.121,10633490.0,,1.0120432,,10506952.667633161,
7.122,7942198.2,,1.0122877,,7845791.468176489,
7.123,6216903.2,,1.0120547,,6142852.95053716,
7.124,5114202.1,,1.0117994,,5054561.309287197,
7.125,4485849.7,,1.0121606,,4431954.474418388,
7.126,3992142.4,,1.011808,,3945553.3065561843,
7.127,3545219.5,,1.0121338,,3502718.2176901908,
7.128,3246676.0,,1.0118195,,3208750.177279643,
7.129,2866021.9,,1.0121437,,2831635.369562642,
7.13,2594710.8,,1.0121878,,2563467.7675427427,
7.131,2268634.9,,1.0120973,,2241518.5773146516,
7.132,2169186.2,,1.0118723,,2143735.13337602,
