monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,85129686.0,,1.0118365,,84133835.85193853,
7.093,85394676.0,,1.0053568,,84939671.16947934,
7.094,85435771.0,,1.0121021,,84414182.12648705,
7.095,85081556.0,,1.0118858,,84082172.11863236,
7.096,85116771.0,,1.012105,,84098755.563899,
7.097,84961152.0,,1.0119037,,83961697.1456869,
7.098,84610698.0,,1.012063,,83602204.60583976,
7.099,85366693.0,,1.0118134,,84369996.48354132,
7.1,84445390.0,,1.0120822,,83437284.04669106,
7.101,84229226.0,,1.012168,,83216645.85325757,
7.102,84147517.0,,1.0119226,,83156080.31681475,
7.103,83453831.0,,1.0119901,,82465066.60490058,
7.104,82623579.0,,1.0121328,,81633140.43374544,
7.105,82744437.0,,1.0118058,,81778970.82621981,
7.106,82746361.0,,1.0120154,,81763934.61996725,
7.107,81771605.0,,1.0120762,,80795897.58162478,
7.108,80839531.0,,1.0121277,,79870880.91749687,
7.109,78846496.0,,1.0119744,,77913528.24735488,
7.11,76143230.0,,1.0121011,,75232830.0008764,
7.111,71171233.0,,1.0121146,,70319342.29582302,
7.112,59646575.0,,1.0118787,,58946368.76930011,
7.113,42583639.0,,1.0120938,,42074794.846090354,
7.114,30798512.0,,1.0118384,,30438172.735883515,
7.115,25116030.0,,1.0120365,,24817316.371494506,
7.116,21715435.0,,1.0121114,,21455577.91365654,
7.117,20080240.0,,1.0121184,,19839813.20762472,
7.118,18704306.0,,1.0122589,,18477788.636879362,
7.119,16084806.0,,1.0122496,,15890157.921524493,
7.12,12477111.0,,1.012017,,12328953.960259562,
7.121,9354814.5,,1.0119389,,9244445.98384349,
7.122,6958207.8,,1.0119933,,6875744.928350809,
7.123,5303112.1,,1.012143,,5239488.985252083,
7.124,4354590.1,,1.0120461,,4302758.639156852,
7.125,3745694.5,,1.0118006,,3702008.5775794163,
7.126,3289025.3,,1.0122826,,3249117.6870964686,
7.127,3025644.5,,1.0118771,,2990130.4219652764,
7.128,2719237.5,,1.0118282,,2687449.806202278,
7.129,2430355.4,,1.0119533,,2401647.7835489046,
7.13,2104294.9,,1.012273,,2078782.0084107744,
7.131,1860241.1,,1.0119171,,1838333.4958960572,
7.132,1756845.7,,1.011807,,1736344.67838234,
