monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,653514320.0,,1.0062074,,649482720.9579257,
8.96,650756860.0,,1.0121872,,642921447.7321981,
8.961,653253690.0,,1.0118669,,645592508.2636857,
8.962,651175390.0,,1.0118915,,643522936.9947273,
8.963,653130430.0,,1.0119501,,645417624.841383,
8.964,653455220.0,,1.0121626,,645603008.8446264,
8.965,654400500.0,,1.0122026,,646511380.2315861,
8.966,653862350.0,,1.0122128,,645973208.4004471,
8.967,656539860.0,,1.0119379,,648794614.7683569,
8.968,654757900.0,,1.0122003,,646865941.454473,
8.969,656775470.0,,1.0122538,,648824899.4471544,
8.97,656410080.0,,1.0120208,,648613230.0838085,
8.971,656254970.0,,1.011871,,648555962.1730438,
8.972,657615100.0,,1.0120698,,649772476.1671576,
8.973,655097820.0,,1.0122845,,647147931.2386982,
8.974,655370830.0,,1.0122109,,647464703.2550232,
8.975,653040320.0,,1.0122886,,645112787.005603,
8.976,650791790.0,,1.0122694,,642903746.7693876,
8.977,641202930.0,,1.0119722,,633617138.8897837,
8.978,624698820.0,,1.0118797,,617364712.4257953,
8.979,589583720.0,,1.0119706,,582609534.3086054,
8.98,527246170.0,,1.012168,,520907764.32370913,
8.981,454639090.0,,1.0122381,,449142439.90618414,
8.982,401001780.0,,1.0120864,,396212991.30192834,
8.983,377913250.0,,1.0121645,,373371373.92192674,
8.984,375122080.0,,1.0119888,,370678094.4611245,
8.985,373768190.0,,1.0121475,,369282332.86156416,
8.986,363579730.0,,1.0056986,,361519574.55245537,
8.987,349182380.0,,1.0121933,,344975984.33026576,
8.988,330129470.0,,1.0120928,,326184980.27058387,
8.989,309817050.0,,1.0121462,,306099109.002237,
8.99,286129220.0,,1.0118845,,282768655.90885127,
8.991,259828200.0,,1.0120861,,256725391.24882752,
8.992,234480960.0,,1.0120246,,231694921.249938,
8.993,212091050.0,,1.0120454,,209566734.85201353,
8.994,197179560.0,,1.0122733,,194788857.91021064,
8.995,188787210.0,,1.0121232,,186525918.97903338,
8.996,189293590.0,,1.0118938,,187068633.09173355,
8.997,193942230.0,,1.0118678,,191667557.75803912,
8.998,200519110.0,,1.0118413,,198172490.09306106,
8.999,205943480.0,,1.0122762,,203445936.9883437,
