monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,99703792.0,,1.28647e-09,,7.750183991853677e+16,
8.887,100465230.0,,1.28621e-09,,7.810950777866755e+16,
8.895,101137670.0,,1.28694e-09,,7.858771193684243e+16,
8.903,102048390.0,,1.28837e-09,,7.92073627917446e+16,
8.911,102639310.0,,1.28881e-09,,7.963882185892413e+16,
8.919,103636430.0,,1.28628e-09,,8.057066113132443e+16,
8.927,105144000.0,,1.29457e-09,,8.121924654518488e+16,
8.935,106543650.0,,1.29333e-09,,8.237932314258542e+16,
8.943,107912130.0,,1.29588e-09,,8.327324289286045e+16,
8.951,108727380.0,,1.2875e-09,,8.44484504854369e+16,
8.959,107639390.0,13831.00864000887,1.281805e-09,1.0606601717786844e-13,8.397485561085387e+16,3841559490160.464
8.9595,107784830.0,,1.28209e-09,,8.406962849721938e+16,
8.96,107793220.0,,1.28076e-09,,8.416348105812174e+16,
8.9605,108158850.0,,1.28062e-09,,8.445819212568912e+16,
8.961,108434540.0,,1.28174e-09,,8.459948195421848e+16,
8.9615,108430080.0,,1.27965e-09,,8.473416949947251e+16,
8.962,107855530.0,,1.27906e-09,,8.432405829280878e+16,
8.9625,108805260.0,,1.28715e-09,,8.453191935671834e+16,
8.963,108336550.0,,1.28594e-09,,8.4246971087298e+16,
8.9635,108193250.0,,1.28377e-09,,8.42777522453399e+16,
8.964,108918420.0,,1.29031e-09,,8.44125985228356e+16,
8.9645,108794070.0,,1.28956e-09,,8.436526412109557e+16,
8.965,108874610.0,,1.28822e-09,,8.451554082377234e+16,
8.9655,109300670.0,,1.29242e-09,,8.457054982126554e+16,
8.966,109145120.0,,1.29516e-09,,8.427153401896291e+16,
8.9665,109199950.0,,1.29603e-09,,8.425727027923738e+16,
8.967,109773940.0,,1.2984e-09,,8.45455483672212e+16,
8.9675,109649590.0,,1.30169e-09,,8.423633123093824e+16,
8.968,109499590.0,,1.30182e-09,,8.411269607165354e+16,
8.9685,110192730.0,,1.30323e-09,,8.45535553969752e+16,
8.969,109750450.0,,1.30807e-09,,8.390258166611878e+16,
8.9695,109645700.0,,1.30665e-09,,8.391359583668158e+16,
8.97,109794650.0,,1.30651e-09,,8.403659367322102e+16,
8.9705,109718620.0,,1.3082e-09,,8.386991285736125e+16,
8.971,109386470.0,,1.30645e-09,,8.372801867656627e+16,
8.9715,109113620.0,,1.30504e-09,,8.360940660822656e+16,
8.972,109456360.0,,1.31156e-09,,8.34550916465888e+16,
8.9725,109578410.0,,1.3105e-09,,8.361572682182373e+16,
8.973,109029300.0,,1.30978e-09,,8.32424529310266e+16,
8.9735,108744850.0,,1.31087e-09,,8.295624280058282e+16,
8.974,108461070.0,,1.30979e-09,,8.280798448606264e+16,
8.9745,107952980.0,,1.30847e-09,,8.250321367704266e+16,
8.975,107674730.0,,1.30971e-09,,8.221265012865443e+16,
8.9755,107246770.0,,1.31006e-09,,8.186401386196053e+16,
8.976,106611010.0,,1.31041e-09,,8.13569875077266e+16,
8.9765,106382330.0,,1.31325e-09,,8.10069141442985e+16,
8.977,105123320.0,,1.31627e-09,,7.986455666390634e+16,
8.9775,103317440.0,,1.31537e-09,,7.854629495883288e+16,
8.978,101534270.0,,1.31759e-09,,7.70605954811436e+16,
8.9785,98532117.0,,1.32119e-09,,7.457830970564414e+16,
8.979,94267696.0,,1.31905e-09,,7.146635533148858e+16,
8.9795,88687395.0,,1.31789e-09,,6.729499047720219e+16,
8.98,81292679.0,,1.32571e-09,,6.132010696155268e+16,
8.9805,73099229.0,,1.32204e-09,,5.529275135396811e+16,
8.981,65455540.0,,1.32048e-09,,4.95695050284745e+16,
8.9815,58649317.0,,1.3233e-09,,4.432049950880375e+16,
8.982,53683286.0,,1.31977e-09,,4.067624358789789e+16,
8.9825,50434386.0,,1.32127e-09,,3.817114291552824e+16,
8.983,48997845.0,,1.33152e-09,,3.6798429614275416e+16,
8.9835,48377025.0,,1.3332e-09,,3.628639738973898e+16,
8.984,48283629.0,,1.33344e-09,,3.620982496400288e+16,
8.9845,48672451.0,,1.34417e-09,,3.621004114062954e+16,
8.985,48455340.0,,1.3455e-09,,3.601288740245262e+16,
8.9855,47851669.0,,1.3451e-09,,3.5574804103784104e+16,
