monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,602763940.0,,1.0119395,,595652151.1414467,
8.96,604232630.0,,1.0118125,,597178459.4477732,
8.961,602621700.0,,1.0119757,,595490286.9703294,
8.962,601922830.0,,1.0118134,,594895096.2697271,
8.963,602259170.0,,1.0118026,,595233862.8107893,
8.964,603043390.0,,1.012215,,595766107.0029588,
8.965,603532610.0,,1.0120262,,596360657.4612397,
8.966,603566590.0,,1.0121402,,596327060.223475,
8.967,603107630.0,,1.011855,,596041557.3377609,
8.968,602843670.0,,1.0121904,,595583271.684853,
8.969,604427190.0,,1.011928,,597302565.0046248,
8.97,603199460.0,,1.0121117,,595981115.5231187,
8.971,603346110.0,,1.0121264,,596117352.5362049,
8.972,601957480.0,,1.0121658,,594722208.5551597,
8.973,602006230.0,,1.0053037,,598830214.1929847,
8.974,599927920.0,,1.0121354,,592734845.5552489,
8.975,598437810.0,,1.011895,,591403070.4766799,
8.976,594478470.0,,1.0118778,,587500259.4186769,
8.977,588041300.0,,1.0121222,,580998322.1393622,
8.978,576537670.0,,1.0119322,,569739425.2302674,
8.979,551279100.0,,1.0122096,,544629392.9636707,
8.98,503378340.0,,1.0120627,,497378611.02874357,
8.981,437038160.0,,1.012264,,431743260.65137154,
8.982,379524450.0,,1.012168,,374961913.437295,
8.983,348398090.0,,1.0121114,,344228994.95055586,
8.984,341619420.0,,1.011969,,337578937.6947318,
8.985,340975280.0,,1.0122461,,336850179.02267045,
8.986,334742900.0,,1.0121488,,330724988.26259536,
8.987,322472440.0,,1.0118582,,318693310.97974,
8.988,307043860.0,,1.0121885,,303346520.929649,
8.989,288616360.0,,1.0119738,,285201415.293558,
8.99,268469610.0,,1.0120179,,265281483.6575519,
8.991,245240920.0,,1.0120602,,242318510.30205515,
8.992,220981810.0,,1.0120454,,218351676.7133174,
8.993,199924230.0,,1.0121562,,197523099.6954818,
8.994,183821710.0,,1.0120602,,181631201.38505593,
8.995,173659780.0,,1.0118554,,171625095.83879277,
8.996,171686880.0,,1.0118442,,169677189.4329186,
8.997,175344250.0,,1.0122659,,173219556.2450538,
8.998,180625170.0,,1.0122208,,178444436.2336755,
8.999,186114170.0,,1.0118349,,183937290.55995202,
