monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,108530850.0,,1.41849e-09,,7.651153691601634e+16,
8.887,109161930.0,,1.41783e-09,,7.699225577114322e+16,
8.895,110344700.0,,1.41804e-09,,7.781494175058531e+16,
8.903,110816880.0,,1.41789e-09,,7.815618983136915e+16,
8.911,111880260.0,,1.41027e-09,,7.933251079580506e+16,
8.919,112493250.0,,1.40573e-09,,8.002479138952715e+16,
8.927,113800310.0,,1.41337e-09,,8.0516998379759e+16,
8.935,115080560.0,,1.41225e-09,,8.1487385377943e+16,
8.943,116594950.0,,1.41043e-09,,8.266624362782981e+16,
8.951,117511290.0,,1.40452e-09,,8.366651240281378e+16,
8.959,116873615.0,111602.6632746728,1.3950800000000001e-09,4.384062043358378e-13,8.377555640910414e+16,53670713918366.26
8.9595,116893360.0,,1.39356e-09,,8.388111025000717e+16,
8.96,117102760.0,,1.39126e-09,,8.417029167804723e+16,
8.9605,117496240.0,,1.39175e-09,,8.442338063589006e+16,
8.961,117366120.0,,1.39079e-09,,8.438809597423048e+16,
8.9615,117562010.0,,1.38964e-09,,8.459889611697994e+16,
8.962,117143770.0,,1.38913e-09,,8.43288749073161e+16,
8.9625,117068710.0,,1.38858e-09,,8.430822134842789e+16,
8.963,116895790.0,,1.38637e-09,,8.431788772117112e+16,
8.9635,117351010.0,,1.38611e-09,,8.46621191680314e+16,
8.964,116926700.0,,1.38323e-09,,8.453163971284602e+16,
8.9645,116690190.0,,1.38286e-09,,8.438322751399275e+16,
8.965,116523440.0,,1.38143e-09,,8.434986933829437e+16,
8.9655,116453900.0,,1.38078e-09,,8.433921406741117e+16,
8.966,116261450.0,,1.3812e-09,,8.417423255140458e+16,
8.9665,115996270.0,,1.38077e-09,,8.400839386719005e+16,
8.967,116368240.0,,1.37977e-09,,8.433886807221493e+16,
8.9675,116253490.0,,1.3795e-09,,8.427219282348677e+16,
8.968,116248810.0,,1.37884e-09,,8.430913666560298e+16,
8.9685,115872980.0,,1.37716e-09,,8.41390833309129e+16,
8.969,115736840.0,,1.37663e-09,,8.40725830470061e+16,
8.9695,115527960.0,,1.37581e-09,,8.397086807044578e+16,
