monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,92536027.0,,1.3825e-09,,6.693383508137433e+16,
8.887,93295518.0,,1.38594e-09,,6.731569764924888e+16,
8.895,94631733.0,,1.38826e-09,,6.816571319493467e+16,
8.903,95508816.0,,1.39208e-09,,6.860871214298029e+16,
8.911,96198705.0,,1.3913e-09,,6.914303529073529e+16,
8.919,96614560.0,,1.38924e-09,,6.954490224871152e+16,
8.927,98768544.0,,1.40278e-09,,7.040914754986527e+16,
8.935,99860053.0,,1.40474e-09,,7.1087925879522184e+16,
8.943,101629800.0,,1.40814e-09,,7.217307938131152e+16,
8.951,102164080.0,,1.40449e-09,,7.274105191208197e+16,
8.959,102458815.0,308008.64281704824,1.4100450000000002e-09,2.1849599538663855e-12,7.266376367457173e+16,331036283624436.06
8.9595,103277350.0,,1.41114e-09,,7.318717490823022e+16,
8.96,103510370.0,,1.41061e-09,,7.337986403045491e+16,
8.9605,103315200.0,,1.41024e-09,,7.326072157930565e+16,
8.961,103317010.0,,1.41091e-09,,7.322721505978411e+16,
8.9615,103304120.0,,1.41019e-09,,7.325546202993923e+16,
8.962,103419070.0,,1.41046e-09,,7.332293719779363e+16,
8.9625,104170760.0,,1.41008e-09,,7.387578009758312e+16,
8.963,103891810.0,,1.40903e-09,,7.373285877518576e+16,
8.9635,103911330.0,,1.41028e-09,,7.368134696655982e+16,
8.964,104057450.0,,1.41094e-09,,7.375044296709994e+16,
8.9645,104021930.0,,1.41108e-09,,7.371795362417438e+16,
8.965,103935630.0,,1.41132e-09,,7.364426919479635e+16,
8.9655,103555820.0,,1.40947e-09,,7.347146090374395e+16,
8.966,103890280.0,,1.41006e-09,,7.367791441498944e+16,
8.9665,104282820.0,,1.41191e-09,,7.385939613714755e+16,
8.967,104176390.0,,1.41146e-09,,7.38075397106542e+16,
8.9675,104475340.0,,1.41204e-09,,7.39889379904252e+16,
8.968,104079060.0,,1.41281e-09,,7.366812239437717e+16,
8.9685,103927970.0,,1.41115e-09,,7.364771285830706e+16,
8.969,104039210.0,,1.41171e-09,,7.36972961868939e+16,
8.9695,104091740.0,,1.41076e-09,,7.378415889307891e+16,
8.97,104325850.0,,1.41058e-09,,7.39595414652129e+16,
8.9705,103910090.0,,1.41056e-09,,7.366584193511797e+16,
8.971,104102010.0,,1.40925e-09,,7.387050558807877e+16,
8.9715,103936890.0,,1.40966e-09,,7.373188570293546e+16,
8.972,104509040.0,,1.41073e-09,,7.408153225634955e+16,
8.9725,104253480.0,,1.40972e-09,,7.39533240643532e+16,
8.973,104693530.0,,1.41063e-09,,7.421756945478262e+16,
8.9735,104236870.0,,1.41175e-09,,7.38352187001948e+16,
8.974,103749080.0,,1.40863e-09,,7.365247084046202e+16,
8.9745,103639030.0,,1.411e-09,,7.345076541459957e+16,
8.975,103809520.0,,1.40998e-09,,7.362481737329608e+16,
8.9755,103467230.0,,1.4101e-09,,7.337581022622509e+16,
8.976,102771110.0,,1.4103e-09,,7.287180741686166e+16,
8.9765,102013900.0,,1.40966e-09,,7.236773406353304e+16,
8.977,101400960.0,,1.41087e-09,,7.18712283909928e+16,
8.9775,99983830.0,,1.41145e-09,,7.083767048071133e+16,
8.978,98647491.0,,1.41109e-09,,6.990871666583989e+16,
8.9785,97055756.0,,1.41252e-09,,6.8711066745957576e+16,
8.979,93981726.0,,1.41236e-09,,6.6542330567277464e+16,
8.9795,89118769.0,,1.41482e-09,,6.298947498621733e+16,
8.98,83294379.0,,1.41703e-09,,5.878095664876538e+16,
8.9805,76555639.0,,1.41518e-09,,5.409604361282663e+16,
8.981,69356028.0,,1.41352e-09,,4.906618088177033e+16,
8.9815,61741374.0,,1.41224e-09,,4.371875460261712e+16,
8.982,55608735.0,,1.40837e-09,,3.948446430980495e+16,
8.9825,50938848.0,,1.40722e-09,,3.61982120777135e+16,
8.983,47981402.0,,1.40761e-09,,3.408714203508074e+16,
8.9835,46093043.0,,1.40955e-09,,3.2700537760278104e+16,
8.984,45654858.0,,1.41479e-09,,3.2269706458202276e+16,
8.9845,45529952.0,,1.41612e-09,,3.2151196226308504e+16,
8.985,45527476.0,,1.41721e-09,,3.2124721106963684e+16,
8.9855,45050959.0,,1.41928e-09,,3.1742122061890536e+16,
8.986,44616887.0,,1.42e-09,,3.1420342957746476e+16,
8.9865,43626171.0,,1.41961e-09,,3.073109586435711e+16,
8.987,42823142.0,,1.42146e-09,,3.0126167461623964e+16,
8.9875,41919835.0,,1.42295e-09,,2.945980884781616e+16,
8.988,40772720.0,,1.42485e-09,,2.8615447240060356e+16,
8.9885,39603164.0,,1.42337e-09,,2.7823520237183584e+16,
8.989,38406377.0,29722.526440395337,1.42484e-09,4.384062043356185e-13,2.695487450565379e+16,29153947573596.246
8.9895,37053402.0,,1.42709e-09,,2.596430638572199e+16,
8.99,35758881.0,,1.42879e-09,,2.5027387509711016e+16,
8.9905,34488794.0,,1.4279e-09,,2.4153507948735904e+16,
8.991,33131101.0,,1.42917e-09,,2.3182057417941884e+16,
8.9915,31754931.0,,1.43008e-09,,2.2205003216603264e+16,
8.992,30402554.0,,1.43166e-09,,2.1235875836441612e+16,
8.9925,29207589.0,,1.43418e-09,,2.03653579048655e+16,
8.993,28023167.0,,1.43418e-09,,1.953950480413895e+16,
8.9935,27123251.0,,1.43464e-09,,1.890596316846038e+16,
8.994,26346874.0,,1.43765e-09,,1.8326347859353804e+16,
8.9945,25779503.0,,1.43911e-09,,1.79135041796666e+16,
8.995,25262761.0,,1.44119e-09,,1.7529098175813042e+16,
8.9955,24988658.0,,1.443e-09,,1.731715731115731e+16,
8.996,24879655.0,,1.44467e-09,,1.7221687305751488e+16,
8.9965,24891485.0,,1.44825e-09,,1.7187284653892628e+16,
8.997,24115913.0,,1.44926e-09,,1.664015635565737e+16,
8.9975,25458975.0,,1.45611e-09,,1.7484238828110514e+16,
8.998,25630933.0,,1.45916e-09,,1.7565539762603142e+16,
8.9985,25952237.0,,1.45927e-09,,1.7784396993017056e+16,
8.999,26153664.0,,1.46073e-09,,1.7904516235033168e+16,
8.9995,26261751.0,,1.46219e-09,,1.796055984516376e+16,
9.0,26352468.0,,1.4634e-09,,1.800769987699877e+16,
9.0005,26384137.0,,1.46472e-09,,1.8013092604729914e+16,
9.001,26229843.0,,1.46577e-09,,1.789492416954911e+16,
9.0015,25941613.0,,1.46728e-09,,1.7680069925303964e+16,
9.002,25579656.0,,1.46633e-09,,1.7444678892200254e+16,
9.0025,25275603.0,,1.46531e-09,,1.7249321304024404e+16,
9.003,24895058.0,,1.46153e-09,,1.7033559352185722e+16,
9.0035,24563626.0,,1.4618e-09,,1.6803684498563414e+16,
9.004,24356056.0,,1.46235e-09,,1.6655421752658392e+16,
9.0045,24202048.0,,1.46458e-09,,1.652490679921889e+16,
9.005,24087457.0,,1.47027e-09,,1.6383016044672068e+16,
9.0055,24137505.0,,1.47278e-09,,1.6389077119461156e+16,
9.006,24223277.0,,1.47822e-09,,1.638678748765407e+16,
9.0065,24480062.0,,1.48203e-09,,1.6517926087865966e+16,
9.007,24751226.0,,1.48198e-09,,1.6701457509548036e+16,
