monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,101085840.0,,1.50727e-09,,6.7065515800088904e+16,
8.887,101892070.0,,1.50933e-09,,6.750814599855565e+16,
8.895,103473360.0,,1.51368e-09,,6.8358807674013e+16,
8.903,104233760.0,,1.5169e-09,,6.871498450787791e+16,
8.911,105426130.0,,1.51509e-09,,6.958407091327908e+16,
8.919,105890190.0,,1.5103e-09,,7.011202410117195e+16,
8.927,108164090.0,,1.52549e-09,,7.0904489704947256e+16,
8.935,109535920.0,,1.52716e-09,,7.172524162497709e+16,
8.943,110926840.0,,1.52686e-09,,7.265030192683022e+16,
8.951,110774760.0,,1.5239e-09,,7.26916201850515e+16,
8.959,109810590.0,296758.57392837026,1.516635e-09,6.151828996323827e-13,7.240406481945523e+16,166300284107631.97
8.9595,110170100.0,,1.51828e-09,,7.256243907579629e+16,
8.96,110820120.0,,1.51668e-09,,7.306756863675923e+16,
8.9605,111053530.0,,1.51731e-09,,7.319106181334072e+16,
8.961,111031270.0,,1.51641e-09,,7.321982181599963e+16,
8.9615,111560720.0,,1.51565e-09,,7.360585887243098e+16,
8.962,111719460.0,,1.51709e-09,,7.364062778081722e+16,
8.9625,111757110.0,,1.51616e-09,,7.371063080413677e+16,
8.963,111602700.0,,1.51567e-09,,7.363258492943715e+16,
8.9635,111584680.0,,1.51584e-09,,7.361243930757864e+16,
8.964,112012520.0,,1.51538e-09,,7.391711649883198e+16,
8.9645,111710720.0,,1.51673e-09,,7.365234418782512e+16,
8.965,111964830.0,,1.51539e-09,,7.388515827608734e+16,
8.9655,111642260.0,,1.51543e-09,,7.367035098948813e+16,
8.966,112118980.0,,1.51509e-09,,7.400153126216925e+16,
8.9665,112198190.0,,1.51421e-09,,7.409684918208174e+16,
8.967,111964900.0,,1.51428e-09,,7.3939363922128e+16,
8.9675,112239170.0,,1.51274e-09,,7.419594246202254e+16,
8.968,111672680.0,,1.51458e-09,,7.373178042757728e+16,
8.9685,112116930.0,,1.51441e-09,,7.403340574877346e+16,
8.969,112320850.0,,1.51355e-09,,7.421020118265006e+16,
8.9695,112319950.0,,1.51309e-09,,7.423216728681043e+16,
8.97,112258520.0,,1.51148e-09,,7.427059570751846e+16,
8.9705,111898130.0,,1.51305e-09,,7.395534185915866e+16,
8.971,111970000.0,,1.51202e-09,,7.405325326384573e+16,
8.9715,112854910.0,,1.50072e-09,,7.520051042166427e+16,
8.972,113039240.0,,1.51886e-09,,7.442373885677416e+16,
8.9725,112650130.0,,1.51918e-09,,7.41519306467963e+16,
8.973,112943250.0,,1.52032e-09,,7.428912992001683e+16,
8.9735,112205170.0,,1.51853e-09,,7.389065082678643e+16,
8.974,111935320.0,,1.51937e-09,,7.36721930800266e+16,
8.9745,111864140.0,,1.51769e-09,,7.370684395364008e+16,
8.975,111771600.0,,1.51661e-09,,7.369831400294077e+16,
8.9755,111601410.0,,1.51813e-09,,7.351241988499008e+16,
8.976,110985700.0,,1.51754e-09,,7.313527155791611e+16,
8.9765,110369440.0,,1.51608e-09,,7.279921903857317e+16,
8.977,109236800.0,,1.516e-09,,7.205593667546174e+16,
8.9775,107842060.0,,1.51686e-09,,7.109559221022375e+16,
8.978,106369820.0,,1.51675e-09,,7.013009395088182e+16,
8.9785,104504720.0,,1.51582e-09,,6.894269768178279e+16,
8.979,100873180.0,,1.51542e-09,,6.656450356996741e+16,
8.9795,96582558.0,,1.51323e-09,,6.382543169247239e+16,
8.98,90703555.0,,1.51214e-09,,5.998356964302247e+16,
8.9805,83387224.0,,1.51023e-09,,5.521491693318236e+16,
8.981,75479892.0,,1.50691e-09,,5.0089183826505896e+16,
8.9815,67813734.0,,1.50901e-09,,4.493922107872049e+16,
8.982,60981983.0,,1.50588e-09,,4.0495911360799e+16,
