# == pyFAI calibration ==
# Distance Sample to Detector: 0.3999999939076516 m
# PONI: 9.750e-02, 1.135e-01 m
# Rotations: -0.000175 0.000000 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.000 mm
# Center: x=1514.000, y=1300.000 pix
# Tilt: 0.010 deg  TiltPlanRot: 0.010 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.888e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /home/myspot/data/2024_07_Rosario/Ru-CGO-ex/2024-07-27_003_Ru-CGO-ex_Reaction_dwell_000023_data_000093.dat
#       q_nm^-1             I 
  2.003187e-02    7.711996e-02
  3.590745e-02    9.849580e-02
  5.178302e-02    1.157592e-01
  6.765859e-02    9.940475e-02
  8.353417e-02    2.039787e-01
  9.940974e-02    1.215587e-01
  1.152853e-01    1.028266e-01
  1.311609e-01    5.793523e-02
  1.470365e-01    2.545125e-02
  1.629120e-01    0.000000e+00
  1.787876e-01    0.000000e+00
  1.946632e-01    3.825308e-02
  2.105388e-01    5.802346e-02
  2.264143e-01    5.163556e-02
  2.422899e-01    1.889470e-02
  2.581655e-01    1.465419e-02
  2.740411e-01    1.382613e-02
  2.899166e-01    3.049295e-02
  3.057922e-01    8.837247e-02
  3.216678e-01    7.277196e-02
  3.375433e-01    2.894203e-02
  3.534189e-01    5.212910e-02
  3.692945e-01    2.289954e-02
  3.851701e-01    4.432273e-02
  4.010456e-01    2.944169e-02
  4.169212e-01    3.595338e-02
  4.327968e-01    6.885438e-02
  4.486724e-01    7.786976e-02
  4.645479e-01    5.402063e-02
  4.804235e-01    5.697696e-02
  4.962991e-01    7.612873e-02
  5.121747e-01    5.093098e-02
  5.280502e-01    2.869974e-02
  5.439258e-01    3.997734e-02
  5.598014e-01    4.972783e-02
  5.756770e-01    4.982013e-02
  5.915525e-01    4.938235e-02
  6.074281e-01    6.522427e-02
  6.233037e-01    3.259259e-02
  6.391793e-01    4.444908e-02
  6.550548e-01    3.139285e-02
  6.709304e-01    4.591810e-02
  6.868060e-01    5.942941e-02
  7.026815e-01    5.644156e-02
  7.185571e-01    4.279272e-02
  7.344327e-01    4.854044e-02
  7.503083e-01    4.881113e-02
  7.661838e-01    7.345520e-02
  7.820594e-01    1.727710e-01
  7.979350e-01    1.529618e-01
  8.138106e-01    1.971407e-01
  8.296861e-01    3.071828e-01
  8.455617e-01    4.161201e-01
  8.614373e-01    4.021147e-01
  8.773129e-01    5.334257e-01
  8.931884e-01    5.686014e-01
  9.090640e-01    5.919526e-01
  9.249396e-01    7.468944e-01
  9.408152e-01    7.763484e-01
  9.566907e-01    9.765661e-01
  9.725663e-01    1.042850e+00
  9.884419e-01    1.113387e+00
  1.004317e+00    1.148912e+00
  1.020193e+00    1.142861e+00
  1.036069e+00    1.277537e+00
  1.051944e+00    1.414841e+00
  1.067820e+00    1.548373e+00
  1.083695e+00    1.617248e+00
  1.099571e+00    1.625816e+00
  1.115446e+00    1.492509e+00
  1.131322e+00    1.565275e+00
  1.147198e+00    1.527328e+00
  1.163073e+00    1.558141e+00
  1.178949e+00    1.678745e+00
  1.194824e+00    1.877075e+00
  1.210700e+00    2.087367e+00
  1.226575e+00    2.217785e+00
  1.242451e+00    2.352168e+00
  1.258327e+00    2.438031e+00
  1.274202e+00    2.376919e+00
  1.290078e+00    2.427618e+00
  1.305953e+00    2.488604e+00
  1.321829e+00    2.526718e+00
  1.337705e+00    2.578487e+00
  1.353580e+00    2.718916e+00
  1.369456e+00    2.803073e+00
  1.385331e+00    2.804822e+00
  1.401207e+00    2.840134e+00
  1.417082e+00    2.934267e+00
  1.432958e+00    2.939682e+00
  1.448834e+00    3.076229e+00
  1.464709e+00    2.966788e+00
  1.480585e+00    2.997072e+00
  1.496460e+00    3.113209e+00
  1.512336e+00    3.113375e+00
  1.528211e+00    3.294907e+00
  1.544087e+00    3.159265e+00
  1.559963e+00    3.091936e+00
  1.575838e+00    3.226843e+00
  1.591714e+00    3.216597e+00
  1.607589e+00    3.060381e+00
  1.623465e+00    3.140321e+00
  1.639340e+00    3.037996e+00
  1.655216e+00    3.091094e+00
  1.671092e+00    3.059294e+00
  1.686967e+00    3.013872e+00
  1.702843e+00    3.023458e+00
  1.718718e+00    3.039996e+00
  1.734594e+00    3.068321e+00
  1.750469e+00    3.051493e+00
  1.766345e+00    3.056269e+00
  1.782221e+00    3.080022e+00
  1.798096e+00    3.086628e+00
  1.813972e+00    3.171898e+00
  1.829847e+00    3.175883e+00
  1.845723e+00    3.116234e+00
  1.861598e+00    2.990954e+00
  1.877474e+00    3.064588e+00
  1.893350e+00    3.051767e+00
  1.909225e+00    3.089791e+00
  1.925101e+00    3.132397e+00
  1.940976e+00    3.080184e+00
  1.956852e+00    3.092391e+00
  1.972727e+00    2.981048e+00
  1.988603e+00    3.028589e+00
  2.004479e+00    3.064784e+00
  2.020354e+00    3.048138e+00
  2.036230e+00    3.055605e+00
  2.052105e+00    3.089498e+00
  2.067981e+00    3.145476e+00
  2.083856e+00    3.175685e+00
  2.099732e+00    3.171502e+00
  2.115608e+00    3.057642e+00
  2.131483e+00    3.056422e+00
  2.147359e+00    3.103638e+00
  2.163234e+00    3.121494e+00
  2.179110e+00    3.174959e+00
  2.194985e+00    3.107220e+00
  2.210861e+00    3.150727e+00
  2.226737e+00    3.099639e+00
  2.242612e+00    3.099246e+00
  2.258488e+00    3.001870e+00
  2.274363e+00    3.077760e+00
  2.290239e+00    3.045654e+00
  2.306115e+00    3.134923e+00
  2.321990e+00    3.214853e+00
  2.337866e+00    3.167857e+00
  2.353741e+00    3.087342e+00
  2.369617e+00    3.081845e+00
  2.385492e+00    3.060785e+00
  2.401368e+00    3.218224e+00
  2.417244e+00    3.204539e+00
  2.433119e+00    3.183984e+00
  2.448995e+00    3.207705e+00
  2.464870e+00    3.140336e+00
  2.480746e+00    3.290436e+00
  2.496621e+00    3.188061e+00
  2.512497e+00    3.214157e+00
  2.528373e+00    3.204967e+00
  2.544248e+00    3.270664e+00
  2.560124e+00    3.220158e+00
  2.575999e+00    3.212524e+00
  2.591875e+00    3.255832e+00
  2.607750e+00    3.256646e+00
  2.623626e+00    3.172021e+00
  2.639502e+00    3.179312e+00
  2.655377e+00    3.366918e+00
  2.671253e+00    3.347889e+00
  2.687128e+00    3.212086e+00
  2.703004e+00    3.204516e+00
  2.718879e+00    3.187932e+00
  2.734755e+00    3.179449e+00
  2.750631e+00    3.193170e+00
  2.766506e+00    3.224430e+00
  2.782382e+00    3.196736e+00
  2.798257e+00    3.231025e+00
  2.814133e+00    3.259618e+00
  2.830008e+00    3.209625e+00
  2.845884e+00    3.217477e+00
  2.861760e+00    3.244510e+00
  2.877635e+00    3.261151e+00
  2.893511e+00    3.302986e+00
  2.909386e+00    3.301562e+00
  2.925262e+00    3.385145e+00
  2.941137e+00    3.356643e+00
  2.957013e+00    3.326726e+00
  2.972889e+00    3.249431e+00
  2.988764e+00    3.323173e+00
  3.004640e+00    3.287067e+00
  3.020515e+00    3.303285e+00
  3.036391e+00    3.283206e+00
  3.052266e+00    3.304335e+00
  3.068142e+00    3.238951e+00
  3.084018e+00    3.360888e+00
  3.099893e+00    3.421056e+00
  3.115769e+00    3.354738e+00
  3.131644e+00    3.334393e+00
  3.147520e+00    3.300100e+00
  3.163395e+00    3.386034e+00
  3.179271e+00    3.410057e+00
  3.195147e+00    3.441972e+00
  3.211022e+00    3.478612e+00
  3.226898e+00    3.400680e+00
  3.242773e+00    3.446415e+00
  3.258649e+00    3.376484e+00
  3.274525e+00    3.373415e+00
  3.290400e+00    3.434862e+00
  3.306276e+00    3.434957e+00
  3.322151e+00    3.284313e+00
  3.338027e+00    3.351714e+00
  3.353902e+00    3.436167e+00
  3.369778e+00    3.382523e+00
  3.385654e+00    3.312389e+00
  3.401529e+00    3.370935e+00
  3.417405e+00    3.440542e+00
  3.433280e+00    3.416408e+00
  3.449156e+00    3.359076e+00
  3.465031e+00    3.462779e+00
  3.480907e+00    3.506747e+00
  3.496783e+00    3.494249e+00
  3.512658e+00    3.488454e+00
  3.528534e+00    3.418918e+00
  3.544409e+00    3.415881e+00
  3.560285e+00    3.520531e+00
  3.576160e+00    3.548924e+00
  3.592036e+00    3.491222e+00
  3.607912e+00    3.535688e+00
  3.623787e+00    3.507879e+00
  3.639663e+00    3.461762e+00
  3.655538e+00    3.512460e+00
  3.671414e+00    3.485216e+00
  3.687289e+00    3.493590e+00
  3.703165e+00    3.495113e+00
  3.719041e+00    3.581562e+00
  3.734916e+00    3.616528e+00
  3.750792e+00    3.471157e+00
  3.766667e+00    3.481224e+00
  3.782543e+00    3.592485e+00
  3.798418e+00    3.535471e+00
  3.814294e+00    3.550113e+00
  3.830170e+00    3.542436e+00
