monoE,diode1_mean,diode1_std,AS_IC_mean,AS_IC_std,diode1/AS_IC_mean,diode1/AS_IC_std
8.879,106548180.0,,1.57164e-09,,6.779426586241124e+16,
8.887,107462300.0,,1.57425e-09,,6.826253771637287e+16,
8.895,108574660.0,,1.57576e-09,,6.8903043610702136e+16,
8.903,109413560.0,,1.57862e-09,,6.930962486222143e+16,
8.911,110594210.0,,1.57434e-09,,7.02479832818832e+16,
8.919,111197390.0,,1.57116e-09,,7.07740713867461e+16,
8.927,113170800.0,,1.58558e-09,,7.1375017343811096e+16,
8.935,114603310.0,,1.58728e-09,,7.22010672345144e+16,
8.943,116406960.0,,1.58853e-09,,7.32796736605541e+16,
8.951,116587660.0,,1.57855e-09,,7.385743878876184e+16,
8.959,115608155.0,80900.08683555291,1.570035e-09,7.283199846221042e-13,7.3634145865059e+16,85685546385684.53
8.9595,115687580.0,,1.56775e-09,,7.37921097113698e+16,
8.96,115739160.0,,1.56571e-09,,7.392119868941248e+16,
8.9605,115826230.0,,1.56685e-09,,7.392298560806714e+16,
8.961,116039920.0,,1.56795e-09,,7.400741095060429e+16,
8.9615,115954480.0,,1.56735e-09,,7.398122946374454e+16,
8.962,116506420.0,,1.56684e-09,,7.435757320466672e+16,
8.9625,116452760.0,,1.56816e-09,,7.42607642077339e+16,
8.963,116806480.0,,1.56639e-09,,7.457049649193368e+16,
8.9635,116124700.0,,1.5677e-09,,7.407329208394462e+16,
8.964,116461890.0,,1.56726e-09,,7.430923394969565e+16,
8.9645,116234570.0,,1.56614e-09,,7.421722834484784e+16,
8.965,116496510.0,,1.56607e-09,,7.438780514280971e+16,
8.9655,116517510.0,,1.56543e-09,,7.443163220329238e+16,
8.966,116501170.0,,1.56619e-09,,7.438508099272758e+16,
8.9665,116342380.0,,1.5656e-09,,7.431168880940214e+16,
8.967,116396990.0,,1.56551e-09,,7.435084413386053e+16,
8.9675,116235760.0,,1.56481e-09,,7.428106926719538e+16,
