monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.092,862612810.0,,1.0118806,,852484779.3306838,
7.093,862693470.0,,1.0118816,,852563649.739258,
7.094,862774190.0,,1.0119216,,852609717.9860574,
7.095,862854950.0,,1.012215,,852442366.4932845,
7.096,862935780.0,,1.0119398,,852754066.9909416,
7.097,863016650.0,,1.012135,,852669505.550149,
7.098,863097580.0,,1.011863,,852978693.755973,
7.099,863178560.0,,1.0117962,,853115044.3142601,
7.1,863259600.0,,1.0121274,,852915947.1426226,
7.101,863340690.0,,1.0121411,,852984519.6484957,
7.102,863421840.0,,1.0120144,,853171496.3739647,
7.103,863503040.0,,1.0118416,,853397448.7706378,
7.104,863584290.0,,1.0121059,,853254871.8469086,
7.105,863665600.0,,1.0121123,,853329813.302338,
7.106,863746960.0,,1.0119667,,853532986.8067793,
7.107,863828380.0,,1.0118064,,853748681.5659597,
7.108,863909850.0,,1.0117894,,853843546.8883148,
7.109,863991380.0,,1.0118787,,853848766.6555289,
7.11,864072950.0,,1.0117952,,853999850.9579805,
7.111,864154590.0,,1.0120899,,853831848.336793,
7.112,864236270.0,,1.0118358,,854126993.7276384,
7.113,864318010.0,,1.0119661,,854097790.4299364,
7.114,864399810.0,,1.0121795,,853998534.8448571,
7.115,864481660.0,,1.0122707,,854002452.110883,
7.116,864563560.0,,1.0119898,,854320428.9213191,
7.117,864645520.0,,1.005352,,860042572.1538327,
7.118,864727530.0,,1.0122883,,854230489.47617,
7.119,864809590.0,,1.0122858,,854313663.1966981,
7.12,864891710.0,,1.0121376,,854519889.3905334,
7.121,864973890.0,,1.011968,,854744310.096762,
7.122,865056110.0,,1.0119152,,854870161.0569739,
7.123,865138400.0,,1.0118966,,854967197.2412992,
7.124,865220730.0,,1.0122429,,854756037.3108076,
7.125,865303120.0,,1.0119171,,855112656.9557921,
7.126,865385560.0,,1.0122448,,854917269.0242519,
7.127,865468060.0,,1.0118458,,855335921.7382729,
7.128,865550610.0,,1.0119027,,855369404.5880103,
7.129,865633220.0,,1.012104,,855280899.9865627,
7.13,865715880.0,,1.0121242,,855345500.0878352,
7.131,865798590.0,,1.0120131,,855521129.1237237,
7.132,865881360.0,,1.0121062,,855524212.7752997,
