monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
7.102,807323790.0,,1.0119222,,797812114.409586,
7.1025,807512590.0,,1.0119437,,797981735.5451691,
7.103,807200040.0,,1.0053325,,802918477.2202232,
7.1035,807763000.0,,1.0120624,,798135569.5063862,
7.104,807119640.0,,1.012257,,797346563.1751621,
7.1045,805889200.0,,1.0121213,,796237763.2009128,
7.105,809066010.0,,1.0120701,,799416967.2634336,
7.1055,807455320.0,,1.0121885,,797732161.5489606,
7.106,809215200.0,,1.0121117,,799531514.159949,
7.1065,807760230.0,,1.0118854,,798272442.7094215,
7.107,809815000.0,,1.0122083,,800047776.7273792,
7.1075,807246440.0,,1.0121427,,797561885.2954233,
7.108,807471110.0,,1.012223,,797720571.4551042,
7.1085,808764950.0,,1.0121427,,799062177.6949041,
7.109,808659310.0,,1.0120794,,799007775.4769043,
7.1095,809131650.0,,1.0121286,,799435615.1975154,
7.11,807358980.0,,1.012119,,797691753.6376652,
7.1105,807303790.0,,1.0122758,,797513671.6693217,
7.111,806127610.0,,1.0120192,,796553672.1042447,
7.1115,806377620.0,,1.0118778,,796912057.9579867,
7.112,805306720.0,,1.0119558,,795792385.3986509,
7.1125,805443070.0,,1.0121587,,795767570.8364705,
7.113,804248500.0,,1.0120883,,794642621.5973448,
7.1135,804533100.0,,1.0121283,,794892406.4271297,
7.114,803324660.0,,1.0122106,,793633913.7329721,
7.1145,800647140.0,,1.0118749,,791251112.1681148,
7.115,802929530.0,,0.03176352,,25278354854.87754,
7.1155,801881790.0,,1.0056486,,797377722.1983901,
7.116,802570620.0,,1.0122214,,792880510.1334549,
7.1165,799335100.0,,1.0117955,,790016460.8362064,
7.117,800125500.0,,1.0122406,,790449918.7248566,
7.1175,799897030.0,,1.0117987,,790569339.5336444,
7.118,797756870.0,,1.0121248,,788200101.4104189,
7.1185,796270250.0,,1.0122038,,786669888.0205746,
7.119,795474080.0,,1.0118624,,786148472.3614594,
7.1195,797335880.0,,1.0119811,,787896019.006679,
7.12,794589200.0,,1.0120925,,785095433.4707549,
7.1205,793890660.0,,1.0119197,,784539188.23796,
7.121,795372430.0,,1.0121162,,785850903.2856109,
7.1215,792890710.0,,1.0121216,,783394712.6511282,
7.122,790082880.0,,1.0119725,,780735523.9396328,
7.1225,790666170.0,,1.0121693,,781159999.6166649,
7.123,789311660.0,,1.0122128,,779788261.914886,
7.1235,789587200.0,,1.0120272,,780203536.0314428,
7.124,788862970.0,,1.0122752,,779296944.1511558,
7.1245,787762150.0,,1.0120093,,778413943.4291761,
7.125,783553250.0,,1.0119066,,774333569.916433,
7.1255,784473430.0,,1.011913,,775238019.4740062,
7.126,780843420.0,,1.0122378,,771403142.6212299,
7.1265,783624020.0,,1.0120723,,774276719.1632456,
7.127,781894860.0,,1.0118934,,772704773.0521812,
7.1275,780573520.0,,1.0121834,,771177950.5571816,
7.128,781101770.0,,1.0118163,,771979824.79626,
7.1285,779636210.0,,1.0121037,,770312577.6538512,
7.129,779246140.0,,1.0120269,,769985600.1851335,
7.1295,779427970.0,,1.0118144,,770327018.4729531,
7.13,777144910.0,,1.0121942,,767782417.6427804,
7.1305,779067930.0,,1.0120586,,769785395.8258939,
7.131,774532360.0,,1.0121709,,765218956.6011035,
7.1315,778275530.0,,1.012184,,768907165.1004165,
7.132,776537680.0,,1.0121981,,767179547.1657178,
7.1325,773262160.0,,1.0122,,763942066.7852203,
7.133,771746170.0,,1.0118381,,762717049.298697,
7.1335,768760600.0,,1.0121581,,759526204.4536324,
7.134,769891130.0,,1.0122851,,760547725.1418598,
7.1345,767016350.0,,1.0121408,,757815859.2164252,
7.135,766919920.0,,1.0119261,,757881351.2172481,
7.1355,769172510.0,,1.0121392,,759947357.043379,
7.136,767778640.0,,1.012016,,758662550.7897108,
7.1365,766922850.0,,1.0119222,,757887167.6103162,
7.137,767421890.0,,1.0121648,,758198556.2034956,
