,monoE,roi5_mean,roi5_std,mcaLt_mean,mcaLt_std,roi5/mcaLt_mean,roi5/mcaLt_std
0,7.061,268.0,9.899494936611664,1.8912952,0.0033468778167121,141.69742535893536,4.983490132578255
1,7.063,249.0,15.556349186104043,1.90059875,0.0006779032711236,131.01281380353203,8.231702352293242
2,7.0649999999999995,271.5,10.606601717798211,1.88932515,0.001897521047314,143.7049960615139,5.758291510822878
3,7.066999999999999,271.0,14.142135623730953,1.89158255,0.0065074329965816,143.27999046379733,7.969263916832478
4,7.069,268.0,7.071067811865476,1.89978305,0.0049386458918412,141.06437816906492,3.3553309153567143
5,7.071,248.0,33.94112549695428,1.89868785,0.0031382106055839,130.60192555364483,17.66023264386093
6,7.0729999999999995,260.5,6.363961030678928,1.90038925,0.0039057043058838,137.07402865134276,3.0670508195889448
7,7.074999999999999,251.0,32.526911934581186,1.89254015,0.0047938304230543,132.60464225241984,16.85101780604934
8,7.077,239.5,2.1213203435596424,1.8953875,0.0032036179828436,126.36051195658618,1.3327782060317952
9,7.079,266.0,2.8284271247461903,1.8937746,0.0012682667227362,140.46075322492592,1.5876064785702633
10,7.0809999999999995,266.5,30.405591591021544,1.89940525,0.001710420593012,140.29992698017912,15.881613313807849
11,7.082999999999999,258.5,21.920310216782973,1.9027568,0.0043078359323446,135.8689015430233,11.827896845744144
12,7.085,269.0,9.899494936611664,1.8981027,0.0010743780433349,141.72196519448082,5.295687058595351
13,7.087,257.0,11.31370849898476,1.8918085,0.0180691238437284,135.88360321142926,7.2782240664127
14,7.0889999999999995,252.0,1.4142135623730951,1.89588305,0.0015361894821277,132.91993705902473,0.8536411418670109
15,7.090999999999999,247.75,19.55121479601715,1.896409375,0.0059501442785728,130.6576384638927,10.555695229740913
16,7.092,266.5,27.577164466275352,1.90301745,0.0029183003966349,140.05203070647738,14.70605451517832
17,7.093,279.5,23.33452377915607,1.89662545,0.0003305724202047,147.36807301168074,12.328865248387588
18,7.093999999999999,263.5,36.06244584051392,1.9035643,0.000736098159215,138.42088083009114,18.89116878528241
19,7.095,268.5,10.606601717798211,1.89880145,0.0087416075824184,141.4193467806403,6.237005007509633
20,7.096,282.5,38.89087296526012,1.89198285,0.0027490190332188,149.32934097224256,20.77258901464718
21,7.0969999999999995,270.0,31.11269837220809,1.9006485,0.0035758389924602,142.0416296932164,16.102283180818816
22,7.098,278.5,51.61879502661797,1.8968283,0.0065838712396279,146.8721561941195,27.7230060262632
23,7.098999999999999,305.0,2.8284271247461903,1.89528915,0.0003391991229352,160.92544928346084,1.5211467316219842
24,7.1,263.5,30.405591591021544,1.8893125,0.0111229310894206,139.51851341773903,16.914854689981365
25,7.101,290.0,28.284271247461906,1.88825375,0.0171004582641811,153.65518134090314,16.37059916499953
26,7.101999999999999,274.5,28.991378028648448,1.8905824,0.0216490640555198,145.2906782620351,16.99835205755283
27,7.103,256.5,41.71930009000631,1.88640705,0.0015527357808076,135.9819222758245,22.227675668550425
28,7.104,284.0,31.11269837220809,1.88971665,0.0083945595742122,150.32513354118294,17.131992598584013
29,7.1049999999999995,268.0,42.42640687119285,1.8956776,0.0043614346263586,141.40037061469948,22.70592602021131
30,7.106,269.0,50.91168824543142,1.89399565,0.009687009348865,142.09838143926015,27.607347775530595
31,7.106999999999999,291.5,33.23401871576773,1.89669185,0.010378276938153,153.73888479635062,18.36332213814651
32,7.108,285.0,48.08326112068523,1.89666225,0.0037623030506594,150.28941017357863,25.64963552528296
33,7.109,308.5,68.58935777509511,1.89470865,0.0098842921408161,162.91850909785646,37.0503886780506
34,7.109999999999999,324.0,63.63961030678928,1.89324145,0.0049687686407197,171.0915452468858,33.16507569706669
35,7.111,355.0,59.39696961966999,1.89888175,0.0062209133288447,187.00437802506235,31.892616613687757
36,7.112,412.0,73.53910524340094,1.8909971,0.0142661621531511,218.02737387321065,40.53391679601298
37,7.1129999999999995,568.0,87.68124086713189,1.88931985,0.0184162425626129,300.87777063409413,49.34171356577215
38,7.114,913.0,214.96046148071045,1.88654145,0.0090062069399387,484.2318796115343,116.25588931290504
39,7.114999999999999,1055.5,214.2533546995239,1.8794477,0.0011974146232611,561.6375841118638,114.35586515959588
40,7.116,1242.5,249.60869375885127,1.8836594,0.005870683340123,659.8300129426401,134.56909822611604
41,7.117,1292.0,246.0731598529185,1.88565725,0.0070384701892528,685.4205632220819,133.0557141570972
42,7.117999999999999,1309.5,191.6259377015544,1.89112495,0.0213573825082804,693.0613679440985,109.15614774076592
43,7.119,1435.0,205.0609665440988,1.87826975,0.0189042876629879,764.5891544982278,116.87084875041728
44,7.12,1454.0,237.58787847867995,1.8777816,0.0194534974999355,775.0149331853067,134.5548542726232
45,7.1209999999999996,1617.5,345.77521600022175,1.87309805,0.0225914252628072,864.7187495776939,195.03007063866963
46,7.122,1767.5,369.81684656056433,1.8769379,0.0159206505997713,942.5629276823938,205.0270611513004
47,7.122999999999999,1865.5,406.5863991822648,1.87157025,0.0180281823610978,997.8492098853852,226.85539413065365
48,7.124,2033.5,379.716341497176,1.86910865,0.0157040637926938,1088.8436060270562,212.30205689032144
49,7.125,2238.0,448.3056992722711,1.8667456,0.0137560553212031,1199.7952982279205,248.99490844859292
50,7.1259999999999994,2404.5,508.4097756731277,1.8677258,0.0164026145818278,1288.6395182329884,283.52493338455577
51,7.127,2576.0,446.89148570989806,1.86453155,0.0179716138186028,1382.799602909104,253.00865848148183
52,7.127999999999999,2640.0,499.21738751770255,1.86255245,0.0147894918819072,1418.5186009653942,279.2922995811551
