monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.929,746612070.0,,2.0121226,,371056947.5239729,
8.931,747618590.0,,2.0118698,,371603863.2321038,
8.933,748398090.0,,2.0121862,,371932821.1275875,
8.935,748745040.0,,2.0121258,,372116415.3851613,
8.937,748489380.0,,2.0119312,,372025335.65760106,
8.939,742102380.0,,2.0119517,,368847015.5620535,
8.941,746482810.0,,2.0119206,,371029955.1582702,
8.943,751287770.0,,2.0119782,,373407510.0813716,
8.945,750763040.0,,2.0121238,,373119705.6562822,
8.947,752197520.0,,2.0053693,,375091769.8799917,
8.949,753081590.0,,2.0121277,,374271270.15844965,
8.951,752868820.0,,2.0122259,,374147266.4674479,
8.953,751856120.0,,2.0118262,,373718226.7533846,
8.955,753983150.0,,2.0117936,,374781563.07883674,
8.957,755022220.0,,2.0119555,,375267852.5941553,
8.959,755664130.0,2333480.6621868545,2.0093192,0.003596203667758878,376081325.6964117,1834425.1650169906
8.9595,757823000.0,,2.0118026,,376688547.87244034,
8.96,757812660.0,,2.0118528,,376674009.1521606,
8.9605,755732170.0,,2.0120557,,375602012.40949744,
8.961,756885610.0,,2.0121962,,376149010.71774215,
8.9615,757448770.0,,2.0121507,,376437396.0658116,
8.962,758512450.0,,2.0122186,,376953304.17878056,
8.9625,758513420.0,,2.0120698,,376981663.35979,
8.963,757097360.0,,2.0118198,,376324639.01588005,
8.9635,762635920.0,,2.0122576,,378995174.3752888,
8.964,761648730.0,,2.0122022,,378515007.09024173,
8.9645,761093700.0,,2.0118992,,378296139.2896821,
8.965,760920960.0,,2.0118422,,378220995.66258234,
8.9655,761036210.0,,2.0117962,,378286930.8531351,
8.966,760831740.0,,2.011879,,378169730.88341796,
8.9665,759380530.0,,2.0121731,,377393242.16191936,
8.967,761568760.0,,2.0119165,,378529009.528974,
8.9675,760084260.0,,2.0119027,,377793747.18270427,
8.968,760805380.0,,2.0119248,,378148020.2440966,
8.9685,760576140.0,,2.0117952,,378058432.5879692,
8.969,758714210.0,,2.0122243,,377052503.54048496,
8.9695,759021030.0,,2.0122224,,377205337.7400032,
8.97,759482940.0,,2.0118925,,377496779.77327317,
8.9705,760139460.0,,2.0118298,,377834874.5008151,
8.971,760022850.0,,2.0120848,,377729035.07844204,
8.9715,759574890.0,,2.0122742,,377470868.53272784,
8.972,756355560.0,,2.0118467,,375950891.2880887,
8.9725,756694770.0,,2.0121651,,376059981.3603765,
8.973,755425680.0,,2.0120416,,375452316.69166285,
8.9735,754558340.0,,2.0118918,,375049165.1688227,
8.974,753859390.0,,2.0119472,,374691438.2246214,
8.9745,751597440.0,,2.011863,,373582813.54147875,
8.975,748613550.0,,2.0118627,,372099721.31796074,
8.9755,746556060.0,,2.0120768,,371037556.8169167,
8.976,744483420.0,,2.0120534,,370011760.12525314,
8.9765,740744730.0,,2.0120102,,368161518.2666569,
8.977,734900010.0,,2.0120989,,365240500.85212016,
8.9775,727189370.0,,2.0047286,,362737065.75543445,
8.978,717779580.0,,2.0120755,,356735907.77284455,
