monoE,ionch1_mean,ionch1_std,mcaRt_mean,mcaRt_std,ionch1/mcaRt_mean,ionch1/mcaRt_std
8.959,756569870.0,,1.0122349,,747425197.4516983,
8.96,756489900.0,,1.0057731,,752147676.2502397,
8.961,755760370.0,,1.0121613,,746679773.2732915,
8.962,754801850.0,,1.0118458,,745965294.3165847,
8.963,756100570.0,,1.0121187,,747047327.5516003,
8.964,754330000.0,,1.011889,,745467141.1587634,
8.965,754101000.0,,1.0120022,,745157471.0015453,
8.966,753984600.0,,1.0119658,,745069250.3639945,
8.967,754696550.0,,1.0119965,,745750158.2268318,
8.968,755232590.0,,1.0121171,,746190920.0032289,
8.969,753611200.0,,1.0121507,,744564223.4896443,
8.97,753047820.0,,1.0118099,,744258205.0244813,
8.971,750887710.0,,1.0121834,,741849461.2735201,
8.972,751472110.0,,1.0119936,,742566069.5877918,
8.973,748502980.0,,1.0122835,,739420310.6145661,
8.974,746057550.0,,1.011961,,737239429.1874883,
8.975,742277530.0,,1.0118778,,733564398.784122,
8.976,737242670.0,,1.0121235,,728411769.9075261,
8.977,727718050.0,,1.0119091,,719153578.122778,
8.978,708879510.0,,1.0120864,,700414025.9171549,
8.979,672170720.0,,1.011943,,664237728.8048832,
8.98,600552460.0,,1.0117984,,593549525.2809255,
8.981,517276950.0,,1.0120282,,511128988.30289507,
8.982,453569830.0,,1.0122886,,448063753.75559896,
8.983,427253220.0,,1.0122403,,422086751.5351839,
8.984,425438820.0,,1.0119027,,420434514.1089158,
8.985,423382840.0,,1.011929,,418391843.6965439,
8.986,412431910.0,,1.012128,,407489872.82240987,
8.987,394532490.0,,1.0118285,,389920317.5241654,
8.988,373666430.0,,1.0122656,,369138722.0903288,
8.989,351000210.0,,1.0121677,,346780686.6391804,
8.99,324842330.0,,1.0122646,,320906539.65376246,
8.991,295211160.0,,1.0121056,,291680196.2166794,
8.992,266037610.0,,1.0121027,,262856338.59093547,
8.993,241290370.0,,1.0122397,,238372758.942373,
8.994,222839390.0,,1.0120723,,220181295.3481683,
8.995,214182290.0,,1.0119325,,211656696.46937916,
8.996,214469060.0,,1.0118797,,211951143.99468634,
8.997,220082530.0,,1.0121514,,217440325.62717396,
8.998,227959160.0,,1.011992,,225257867.65112767,
8.999,233951580.0,,1.011896,,231201210.4010689,
